C(curve)[T.Y],C(surf_typ)[T.B],C(surf_typ)[T.P],log_aadt,lanewid,avg_grad
0,0,0,11.07751648,13.46875,0.007154
0,0,0,11.07906088,13.46875,0.007154
0,0,0,11.0806029,13.46875,0.007154
0,0,0,11.08214255,13.46875,0.007154
0,0,0,11.08367983,13.46875,0.007154
0,0,0,11.08521475,13.46875,0.007154
0,0,0,11.08674732,13.46875,0.007154
0,0,0,11.08827754,13.46875,0.007154
0,0,0,11.08980542,13.46875,0.007154
0,0,0,11.09133097,13.46875,0.007154
0,0,0,11.0928542,13.46875,0.007154
0,0,0,11.09437512,13.46875,0.007154
0,0,0,11.09589372,13.46875,0.007154
0,0,0,11.09741002,13.46875,0.007154
0,0,0,11.09892403,13.46875,0.007154
0,0,0,11.10043574,13.46875,0.007154
0,0,0,11.10194518,13.46875,0.007154
0,0,0,11.10345234,13.46875,0.007154
0,0,0,11.10495723,13.46875,0.007154
0,0,0,11.10645986,13.46875,0.007154
0,0,0,11.10796023,13.46875,0.007154
0,0,0,11.10945836,13.46875,0.007154
0,0,0,11.11095425,13.46875,0.007154
0,0,0,11.1124479,13.46875,0.007154
0,0,0,11.11393932,13.46875,0.007154
0,0,0,11.11542853,13.46875,0.007154
0,0,0,11.11691552,13.46875,0.007154
0,0,0,11.1184003,13.46875,0.007154
0,0,0,11.11988288,13.46875,0.007154
0,0,0,11.12136326,13.46875,0.007154
0,0,0,11.12284146,13.46875,0.007154
0,0,0,11.12431747,13.46875,0.007154
0,0,0,11.12579131,13.46875,0.007154
0,0,0,11.12726298,13.46875,0.007154
0,0,0,11.12873249,13.46875,0.007154
0,0,0,11.13019984,13.46875,0.007154
0,0,0,11.13166505,13.46875,0.007154
0,0,0,11.1331281,13.46875,0.007154
0,0,0,11.13458902,13.46875,0.007154
0,0,0,11.13604781,13.46875,0.007154
0,0,0,11.13750448,13.46875,0.007154
0,0,0,11.13895902,13.46875,0.007154
0,0,0,11.14041146,13.46875,0.007154
0,0,0,11.14186178,13.46875,0.007154
0,0,0,11.14331001,13.46875,0.007154
0,0,0,11.14475614,13.46875,0.007154
0,0,0,11.14620019,13.46875,0.007154
0,0,0,11.14764215,13.46875,0.007154
0,0,0,11.14908203,13.46875,0.007154
0,0,0,11.15051985,13.46875,0.007154
0,0,0,11.1519556,13.46875,0.007154
0,0,0,11.15338929,13.46875,0.007154
0,0,0,11.15482093,13.46875,0.007154
0,0,0,11.15625052,13.46875,0.007154
0,0,0,11.15767807,13.46875,0.007154
0,0,0,11.15910359,13.46875,0.007154
0,0,0,11.16052708,13.46875,0.007154
0,0,0,11.16194854,13.46875,0.007154
0,0,0,11.16336799,13.46875,0.007154
0,0,0,11.16478542,13.46875,0.007154
0,0,0,11.16620085,13.46875,0.007154
0,0,0,11.16761428,13.46875,0.007154
0,0,0,11.16902571,13.46875,0.007154
0,0,0,11.17043516,13.46875,0.007154
0,0,0,11.17184262,13.46875,0.007154
0,0,0,11.1732481,13.46875,0.007154
0,0,0,11.17465161,13.46875,0.007154
0,0,0,11.17605315,13.46875,0.007154
0,0,0,11.17745273,13.46875,0.007154
0,0,0,11.17885035,13.46875,0.007154
0,0,0,11.18024603,13.46875,0.007154
0,0,0,11.18163976,13.46875,0.007154
0,0,0,11.18303154,13.46875,0.007154
0,0,0,11.1844214,13.46875,0.007154
0,0,0,11.18580932,13.46875,0.007154
0,0,0,11.18719532,13.46875,0.007154
0,0,0,11.18857941,13.46875,0.007154
0,0,0,11.18996158,13.46875,0.007154
0,0,0,11.19134184,13.46875,0.007154
