rd_inv,milepost,caseno,accyr,rte_nbr,county,func_cls,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
512,0.52,2010011413,2010,512,27,12,04,06,06,1,4,1,1,1,02
005,133.34,2010011414,2010,005,27,11,07,14,05,7,4,2,1,1,01
018LX00268,0.06,2010011416,2010,018,17,12,04,05,05,1,1,1,1,1,01
002CODIVISN,1.25,2010011417,2010,002,32,14,04,05,04,6,4,1,1,4,02
536,5.26,2010011418,2010,536,29,14,04,06,02,1,5,1,1,1,01
182LX00495,0,2010011419,2010,182,03,11,04,05,13,1,1,1,1,1,01
005,162.55,2010011420,2010,005,17,11,04,06,16,1,4,2,1,1,02
005P514204,0.17,2010011422,2010,005,17,11,04,06,60,1,4,5,2,2,02
105,36.22,2010011423,2010,105,14,06,04,06,60,1,4,2,1,1,02
099,41.94,2010011424,2010,099,31,14,04,06,04,1,4,1,1,1,02
090,66.02,2010011425,2010,090,19,01,04,03,34,7,4,6,3,1,04
285,0.27,2010011426,2010,285,09,12,04,02,06,1,4,1,2,1,02
005,0.27,2010011427,2010,005,06,11,04,04,33,1,4,2,1,4,02
510,0.49,2010011428,2010,510,34,14,04,03,02,1,6,1,2,1,03
099,19.75,2010011429,2010,099,17,12,04,05,06,1,4,1,1,2,02
002,280.32,2010011430,2010,002,32,14,04,05,12,6,1,1,2,1,03
005,132.66,2010011431,2010,005,27,11,04,03,04,1,4,1,2,4,03
002,281.21,2010011432,2010,002,32,14,04,05,06,6,2,2,1,1,01
012,430.51,2010011433,2010,012,02,14,04,06,13,1,1,1,1,1,01
005,206.35,2010011434,2010,005,31,11,04,06,05,1,4,1,2,1,02
405,24.71,2010011435,2010,405,17,11,04,06,33,1,4,6,1,1,02
900,6.6,2010011436,2010,900,17,14,04,03,03,1,1,2,2,4,03
536,5.23,2010011437,2010,536,29,14,04,05,04,1,5,2,1,1,01
531,6.63,2010011438,2010,531,31,16,04,06,05,1,5,1,2,1,03
507COPEARL,1.02,2010011439,2010,507,21,14,04,07,05,1,5,1,2,1,03
522LX01292,0.06,2010011440,2010,522,17,12,04,06,06,1,1,2,2,1,03
004,60.51,2010011441,2010,004,08,14,04,08,06,1,3,1,2,1,03
303,0.74,2010011442,2010,303,18,14,04,08,06,1,5,1,1,1,01
512,7.31,2010011443,2010,512,27,12,04,03,06,7,4,1,2,6,03
205S103061,0.44,2010011445,2010,205,06,11,04,07,34,0,4,6,1,1,02
005,149.29,2010011446,2010,005,17,11,04,06,04,1,4,1,2,1,02
014,46.43,2010011447,2010,014,30,02,04,08,34,7,4,5,2,6,03
395,25.67,2010011448,2010,395,03,12,04,07,06,6,4,2,1,1,01
395,24.96,2010011449,2010,395,03,12,04,08,33,1,4,5,2,4,03
524,5,2010011450,2010,524,31,14,04,07,13,7,1,1,2,1,03
167,25.24,2010011451,2010,167,17,12,04,07,06,1,4,1,2,1,03
025,60.48,2010011452,2010,025,33,06,04,05,34,6,4,2,2,1,03
305,10.09,2010011453,2010,305,18,14,04,08,06,1,4,1,1,1,01
016,14.77,2010011454,2010,016,27,12,04,06,06,7,4,2,1,1,01
005,70.27,2010011455,2010,005,21,01,04,08,33,1,4,2,7,1,06
161,25.59,2010011456,2010,161,27,14,04,07,04,1,4,5,2,1,03
097,138.08,2010011457,2010,097,19,02,04,08,50,6,4,6,3,1,04
090,66.03,2010011458,2010,090,19,01,04,08,04,1,4,6,3,1,04
097,136.78,2010011459,2010,097,19,02,04,08,02,1,4,8,3,1,04
516,13.38,2010011460,2010,516,17,16,04,08,07,1,1,1,1,4,01
005,135.73,2010011461,2010,005,27,11,04,05,06,1,4,2,1,1,02
090,281.58,2010011462,2010,090,32,11,04,09,06,1,4,1,1,1,01
290,12.82,2010011463,2010,290,32,16,04,07,60,1,4,5,1,1,01
195,77.41,2010011464,2010,195,32,02,04,08,27,6,4,1,1,1,01
016,0.34,2010011465,2010,016,27,12,04,06,33,1,4,6,2,4,01
005LX11194,0.02,2010011466,2010,005,34,11,04,09,06,1,1,1,1,4,02
018,2.81,2010011467,2010,018,17,12,04,05,05,1,5,6,2,1,02
405,1.19,2010011468,2010,405,17,11,04,09,06,1,4,1,1,1,01
009,0.57,2010011469,2010,009,31,14,04,06,03,1,1,1,2,1,03
002,27.05,2010011470,2010,002,31,02,04,08,06,7,2,1,1,1,01
002,18.69,2010011471,2010,002,31,02,04,07,01,7,4,1,2,4,02
009,16.48,2010011473,2010,009,31,12,04,08,06,1,5,1,1,1,02
181,4.04,2010011474,2010,181,17,14,04,08,06,5,1,1,1,1,01
090,51.14,2010011475,2010,090,19,01,04,02,33,1,4,2,3,1,04
405,15.48,2010011476,2010,405,17,11,04,06,33,1,4,1,1,1,01
090,47.39,2010011477,2010,090,17,01,04,08,33,1,4,2,3,1,04
520S201238,0.46,2010011478,2010,520,17,12,04,06,06,7,2,5,1,1,02
405,22.71,2010011479,2010,405,17,11,04,06,06,7,4,2,1,1,02
005,237.45,2010011480,2010,005,29,01,04,09,60,1,4,1,3,6,04
005LX13503,0.09,2010011481,2010,005,27,11,04,07,13,1,1,1,2,1,03
099,2.44,2010011482,2010,099,27,14,04,06,02,6,6,1,2,6,03
290,6.26,2010011483,2010,290,32,14,04,09,06,7,1,1,1,1,01
090P110556,0.27,2010011485,2010,090,19,01,04,05,33,5,4,5,2,1,01
005,163.46,2010011486,2010,005,17,11,04,09,04,1,4,2,1,1,01
005,172.72,2010011487,2010,005,17,11,04,08,06,7,4,1,2,1,03
005,167.88,2010011488,2010,005,17,11,04,08,06,7,5,2,2,4,01
005,147.76,2010011489,2010,005,17,11,04,08,04,1,4,1,1,1,02
167LX01793,0.28,2010011490,2010,167,17,12,04,09,04,1,1,1,1,4,01
005,187.4,2010011491,2010,005,31,11,04,08,50,7,4,1,2,5,06
082,102.18,2010011492,2010,082,03,01,04,09,54,1,4,2,1,1,01
014,2.86,2010011493,2010,014,06,12,04,08,06,1,4,1,1,1,01
500,6.98,2010011494,2010,500,06,12,04,06,06,1,1,1,1,1,02
405,11.8,2010011495,2010,405,17,11,04,05,06,1,4,2,2,1,03
090,16.07,2010011496,2010,090,17,11,04,05,06,7,4,5,2,6,03
005,108.36,2010011497,2010,005,34,11,04,08,06,1,4,1,1,1,01
405R101056,0.31,2010011500,2010,405,17,11,04,05,33,1,1,4,2,4,02
520,4.06,2010011501,2010,520,17,12,04,09,06,1,4,1,1,1,01
005,171.16,2010011502,2010,005,17,11,04,03,04,1,4,1,1,1,01
005,163.08,2010011503,2010,005,17,11,04,05,06,1,4,2,1,1,02
005,122.64,2010011504,2010,005,27,11,04,09,06,1,4,1,1,1,01
005,156.17,2010011505,2010,005,17,11,04,05,33,7,4,5,1,6,01
507,21.79,2010011506,2010,507,34,06,04,05,07,1,4,1,2,1,02
090,282.71,2010011507,2010,090,32,11,04,05,54,1,4,1,1,1,02
005,83.25,2010011508,2010,005,21,11,04,07,16,1,4,1,2,1,03
002,13.95,2010011509,2010,002,31,14,04,09,06,1,1,2,2,2,01
005CI16396,1.05,2010011510,2010,005,17,11,04,08,06,1,4,1,1,1,01
512,3.61,2010011511,2010,512,27,12,04,05,06,1,4,1,1,1,01
097,147.38,2010011512,2010,097,19,02,04,08,02,1,4,2,4,1,04
090,281.6,2010011513,2010,090,32,11,04,05,06,7,4,1,1,1,01
160,6.34,2010011514,2010,160,18,06,04,07,12,7,1,2,2,1,03
167,2.24,2010011515,2010,167,27,14,04,05,02,7,4,1,2,4,03
167Q101014,0.14,2010011516,2010,167,27,12,04,08,04,1,4,2,1,6,01
005,146.86,2010011517,2010,005,17,11,04,24,33,1,4,1,1,6,01
005,0.05,2010011518,2010,005,06,11,04,06,06,7,4,1,1,1,01
005,128.83,2010011519,2010,005,27,11,05,13,50,7,1,6,1,4,01
510,9.25,2010011520,2010,510,34,06,05,13,50,7,4,1,1,1,01
405LX02031,0.07,2010011521,2010,405,17,11,05,14,04,1,1,6,1,1,01
022,0.99,2010011522,2010,022,39,02,05,14,32,1,4,2,1,6,01
005,192.62,2010011523,2010,005,31,11,05,14,06,6,4,1,1,1,01
291,11.54,2010011524,2010,291,33,07,05,14,07,1,3,5,1,1,01
005Q117168,0.18,2010011525,2010,005,17,11,05,14,16,7,2,4,1,1,01
012,129.8,2010011526,2010,012,21,02,05,14,32,7,4,2,1,6,01
510,0.17,2010011527,2010,510,34,14,05,14,06,1,1,1,1,1,01
405,1.09,2010011528,2010,405,17,11,05,14,05,1,4,2,1,1,02
395,72.45,2010011529,2010,395,01,02,05,15,54,1,4,1,1,1,01
082,7.12,2010011532,2010,082,19,01,05,16,33,1,4,2,2,6,03
303,1.62,2010011533,2010,303,18,14,05,15,06,6,1,2,1,4,01
005,231.89,2010011534,2010,005,29,01,05,14,27,1,4,1,1,1,01
003,11.31,2010011535,2010,003,23,02,05,15,06,1,4,2,1,1,01
004,58.92,2010011536,2010,004,08,14,05,14,06,1,1,1,1,1,01
503,41.13,2010011537,2010,503,08,06,05,15,34,6,4,6,1,1,01
005LX25766,0.08,2010011538,2010,005,37,11,05,13,14,1,1,1,1,1,01
014,14.01,2010011539,2010,014,06,12,05,15,06,1,4,5,1,1,01
005,11.2,2010011540,2010,005,06,11,05,16,34,1,4,5,1,1,01
500P100480,0.06,2010011541,2010,500,06,12,05,16,50,6,4,2,1,1,01
090LX00685,0.02,2010011542,2010,090,17,11,05,17,33,6,1,2,1,4,01
166,4.76,2010011543,2010,166,18,16,05,15,06,1,1,2,1,1,01
410,12.3,2010011544,2010,410,27,16,05,13,06,1,1,1,1,1,01
005,180.14,2010011545,2010,005,31,11,05,14,06,1,4,1,1,1,01
007,51.88,2010011546,2010,007,27,14,05,15,06,1,4,1,1,1,01
512,11.38,2010011547,2010,512,27,12,05,13,06,1,4,1,1,1,01
005R114717,0.35,2010011548,2010,005,17,11,05,13,06,1,1,1,1,1,01
405,2.65,2010011549,2010,405,17,11,05,15,03,1,5,2,1,2,01
167,25.81,2010011550,2010,167,17,12,05,14,05,1,4,1,1,1,01
161,24.98,2010011551,2010,161,27,14,05,17,04,1,1,1,1,1,01
097,147.53,2010011552,2010,097,19,02,04,08,06,1,4,2,4,1,04
167Q102014,0.11,2010011553,2010,167,17,12,05,13,06,1,2,6,1,1,01
531,6.47,2010011554,2010,531,31,16,05,14,06,1,4,1,1,1,01
005,182.95,2010011555,2010,005,31,11,05,14,06,1,4,1,1,1,01
502,1.16,2010011557,2010,502,06,14,05,14,06,7,4,1,1,1,01
500,6.14,2010011558,2010,500,06,12,05,13,06,1,1,1,1,4,01
167,27.1,2010011559,2010,167,17,12,05,14,06,1,4,1,1,1,01
005,182.97,2010011560,2010,005,31,11,05,15,33,6,4,2,1,1,01
090,50.17,2010011561,2010,090,17,01,04,08,98,1,4,6,3,4,04
005,167.89,2010011562,2010,005,17,11,05,14,06,1,1,1,1,1,01
002,14.08,2010011563,2010,002,31,14,05,16,06,1,4,1,1,1,01
101,28.67,2010011564,2010,101,25,06,05,13,60,1,4,2,1,2,01
005,207.86,2010011565,2010,005,31,01,04,05,34,7,4,5,1,6,01
005,198.85,2010011566,2010,005,31,11,04,04,33,1,4,1,2,6,03
512,5.8,2010011567,2010,512,27,12,05,15,33,1,4,1,2,4,02
405,1.99,2010011568,2010,405,17,11,05,14,06,1,4,2,1,1,02
524,3.69,2010011570,2010,524,31,14,04,06,06,7,1,1,1,1,02
099,47.6,2010011571,2010,099,31,14,04,05,07,7,3,2,2,4,03
395,177.79,2010011572,2010,395,32,02,04,06,06,6,2,1,1,1,01
405,5.68,2010011573,2010,405,17,11,04,06,33,1,4,2,2,4,02
005R116224,0.62,2010011574,2010,005,17,11,07,12,50,1,4,6,1,1,01
012,132.76,2010011575,2010,012,21,02,07,15,54,1,4,1,1,1,01
410,6.76,2010011576,2010,410,27,16,06,28,06,1,1,1,1,1,02
405CI02389,0.7,2010011577,2010,405,17,11,04,06,06,1,2,1,2,1,02
090,60.33,2010011578,2010,090,19,01,07,11,04,6,4,2,1,1,01
205,10.56,2010011579,2010,205,06,11,07,16,33,1,4,6,1,4,01
281,5.36,2010011580,2010,281,13,02,07,18,32,1,4,1,1,6,01
516,6.05,2010011581,2010,516,17,14,04,06,12,1,3,1,1,1,01
524,4.95,2010011582,2010,524,31,14,04,06,06,1,1,2,1,3,02
522,1.9,2010011583,2010,522,17,14,04,05,12,1,3,5,1,1,02
520,6.55,2010011584,2010,520,17,12,05,18,06,1,4,5,1,1,01
005,132.86,2010011585,2010,005,27,11,05,15,06,7,4,2,1,1,01
005,123.64,2010011586,2010,005,27,11,05,17,33,0,4,2,1,2,02
524,6.91,2010011587,2010,524,31,16,05,15,07,6,1,5,1,1,01
082,36.77,2010011588,2010,082,39,11,05,16,50,6,4,1,1,1,01
161,18.13,2010011589,2010,161,27,14,05,16,71,5,4,1,2,1,03
005,103.25,2010011590,2010,005,34,11,05,18,06,7,4,1,1,1,02
027,87.9,2010011591,2010,027,32,14,05,15,06,1,4,2,1,1,01
003R104611,0.2,2010011592,2010,003,18,12,05,17,06,1,1,2,1,1,01
525,30.23,2010011593,2010,525,15,02,05,14,32,1,4,1,1,1,01
099,43.75,2010011594,2010,099,31,14,05,16,04,1,4,1,1,1,01
090,228.54,2010011595,2010,090,01,01,05,19,50,7,4,1,7,6,03
090,25.76,2010011596,2010,090,17,01,05,18,02,1,4,6,2,1,03
405,14.57,2010011597,2010,405,17,11,05,19,06,1,4,1,1,1,01
167,20.28,2010011598,2010,167,17,12,05,18,06,1,4,1,2,1,03
167,19.35,2010011599,2010,167,17,12,05,19,06,1,4,2,1,2,02
090,6.76,2010011600,2010,090,17,11,05,17,06,1,4,1,1,1,01
090R201046,0.18,2010011601,2010,090,17,11,05,16,33,1,4,5,2,1,03
090,136.11,2010011602,2010,090,13,01,05,17,34,6,4,9,1,1,01
171,2.86,2010011603,2010,171,13,14,05,17,06,1,1,1,1,1,01
500,2.51,2010011604,2010,500,06,12,05,14,06,1,2,1,1,1,01
508,6.08,2010011605,2010,508,21,07,05,15,34,1,4,1,1,1,01
167Q100749,0.15,2010011606,2010,167,27,12,05,16,33,1,4,6,2,1,03
150,7.44,2010011607,2010,150,04,07,05,17,06,7,4,5,2,1,03
090R101214,0.17,2010011609,2010,090,17,11,05,28,33,1,1,1,2,1,03
509LX02560,0,2010011610,2010,509,17,12,05,17,06,7,1,1,1,1,01
512P100163,0.58,2010011611,2010,512,27,12,05,15,06,1,1,2,1,1,01
009,3.56,2010011612,2010,009,31,14,05,14,06,1,7,2,1,1,01
516,12.14,2010011613,2010,516,17,16,05,14,06,7,1,1,1,1,01
231,41.4,2010011614,2010,231,22,07,05,15,62,1,4,6,1,2,01
002,287.72,2010011615,2010,002,32,14,05,15,62,5,4,6,1,6,01
082,20,2010011616,2010,082,39,01,05,14,54,1,4,6,1,1,01
206,0.04,2010011617,2010,206,32,16,05,15,33,1,1,1,1,4,02
161,32.96,2010011618,2010,161,27,14,05,15,02,1,1,1,1,1,01
005,171.22,2010011619,2010,005,17,11,05,15,06,7,4,2,1,1,01
005,163.9,2010011620,2010,005,17,11,05,16,06,7,4,1,1,1,01
507,2.32,2010011621,2010,507,21,16,05,15,04,6,4,1,1,1,01
002,282.5,2010011622,2010,002,32,14,05,17,06,1,4,1,1,1,01
005,5.83,2010011623,2010,005,06,11,05,15,06,7,4,1,1,1,01
005,114.77,2010011624,2010,005,34,11,05,17,33,1,4,1,1,1,01
090,11.07,2010011625,2010,090,17,11,05,16,05,1,4,1,1,4,01
090,19.13,2010011626,2010,090,17,01,05,16,32,6,4,1,1,6,02
097AR,37.21,2010011627,2010,097,04,06,05,16,32,1,4,5,1,6,01
160,0.48,2010011628,2010,160,18,16,05,14,06,1,4,2,1,1,01
027,88.68,2010011629,2010,027,32,14,05,14,06,6,7,1,1,1,01
599,1.56,2010011630,2010,599,17,12,05,14,33,7,5,5,1,6,01
099,1.22,2010011631,2010,099,17,12,05,15,06,6,4,6,1,4,01
005Q110481,0.05,2010011632,2010,005,34,11,05,18,06,1,4,6,2,1,03
020,41.44,2010011633,2010,020,15,02,05,15,06,1,4,1,1,1,01
161,25.23,2010011634,2010,161,27,14,05,18,06,7,5,1,2,1,03
005P513605,0.11,2010011635,2010,005,27,11,05,18,33,1,4,5,2,1,03
002,12.08,2010011636,2010,002,31,14,05,15,06,7,4,1,1,1,01
009,11.79,2010011637,2010,009,31,12,05,15,06,1,1,1,1,1,01
002,12.08,2010011638,2010,002,31,14,05,15,06,6,4,1,1,1,01
101,365.43,2010011639,2010,101,34,12,05,18,06,1,4,6,2,1,03
405LX01983,0.09,2010011640,2010,405,17,11,05,19,06,1,1,1,1,1,02
082,21.1,2010011641,2010,082,39,01,05,16,34,1,4,2,1,1,01
104,4.5,2010011642,2010,104,16,02,05,16,54,1,4,2,1,1,01
090LX28016,0,2010011643,2010,090,32,11,05,19,02,6,1,1,1,1,01
900,15.98,2010011644,2010,900,17,14,05,18,06,1,1,1,2,1,03
005,226.78,2010011645,2010,005,29,11,05,18,33,7,4,5,1,1,02
005,195.23,2010011646,2010,005,31,11,05,18,04,1,4,2,1,2,02
005,11.5,2010011647,2010,005,06,11,05,17,34,1,4,1,1,1,01
529,6.62,2010011648,2010,529,31,12,05,19,06,7,4,1,2,1,03
005,190.62,2010011649,2010,005,31,11,05,18,06,1,4,1,1,1,01
397,16.1,2010011650,2010,397,03,17,05,14,01,5,4,5,1,3,01
518R200275,0.05,2010011651,2010,518,17,12,05,14,06,1,2,5,1,1,01
405,6.57,2010011652,2010,405,17,11,05,15,06,7,4,2,1,1,02
005,206.83,2010011653,2010,005,31,11,05,15,04,6,4,1,1,1,01
017,45.19,2010011654,2010,017,13,12,05,14,33,7,4,1,1,1,01
090LX28788,0,2010011655,2010,090,32,11,05,19,74,7,1,2,1,1,01
002,14.05,2010011656,2010,002,31,14,05,16,06,1,4,1,1,1,01
002,46.03,2010011657,2010,002,17,02,05,15,33,7,4,6,1,6,01
005,160.67,2010011658,2010,005,17,11,05,15,34,5,4,2,1,1,01
005RL005EXP,6.93,2010011660,2010,005,17,11,05,17,06,1,4,1,1,1,01
512,1.26,2010011661,2010,512,27,12,05,14,04,1,4,1,1,6,01
167Q100749,0.15,2010011662,2010,167,27,12,05,18,33,1,4,6,1,1,03
162,4.06,2010011663,2010,162,27,16,05,15,34,7,4,6,1,6,01
005,26,2010011664,2010,005,08,01,05,16,32,7,4,1,1,1,01
026,123.81,2010011665,2010,026,38,02,05,17,60,6,3,6,1,6,01
405,23.21,2010011666,2010,405,17,11,05,19,33,6,4,6,2,1,03
005,152.37,2010011667,2010,005,17,11,05,19,06,1,4,1,1,4,01
005,125.06,2010011668,2010,005,27,11,05,17,05,6,4,1,1,1,01
523,1.59,2010011669,2010,523,17,14,05,20,12,7,3,1,2,4,03
005,230.34,2010011670,2010,005,29,11,05,18,06,1,4,3,1,1,02
009,60.41,2010011671,2010,009,29,07,05,20,34,7,4,6,2,1,03
536,4.66,2010011672,2010,536,29,16,05,17,06,6,5,1,1,1,01
007,49.78,2010011673,2010,007,27,14,05,17,04,6,2,1,1,1,01
005,86.81,2010011674,2010,005,34,01,05,18,06,1,4,1,2,1,03
002,271.17,2010011675,2010,002,32,14,05,20,06,7,5,1,1,1,01
012,430.32,2010011676,2010,012,02,14,05,18,03,1,6,1,1,1,02
014,11.51,2010011677,2010,014,06,12,05,20,60,1,4,5,2,6,03
008,19.41,2010011678,2010,008,34,02,05,20,32,1,4,1,2,6,02
005,121.54,2010011679,2010,005,27,11,05,19,06,7,4,1,2,1,02
405R101378,0.22,2010011680,2010,405,17,11,05,18,06,1,1,2,2,1,02
405,11.27,2010011681,2010,405,17,11,05,19,06,1,4,1,2,1,03
520S100072,0.03,2010011682,2010,520,17,12,05,18,34,1,4,6,2,1,02
104,16.63,2010011683,2010,104,18,02,05,20,34,7,4,5,1,1,01
101,292.03,2010011684,2010,101,16,02,05,17,32,1,4,1,1,1,01
005,141.29,2010011685,2010,005,17,11,05,18,06,7,4,1,2,1,03
167,20.97,2010011686,2010,167,17,12,05,18,06,1,4,1,2,1,03
405,5.98,2010011687,2010,405,17,11,05,20,06,7,4,2,1,1,02
167,20.28,2010011688,2010,167,17,12,05,18,06,1,4,1,2,1,03
291,8.27,2010011689,2010,291,32,07,05,18,34,1,4,5,1,6,01
002,273.36,2010011690,2010,002,32,14,05,19,34,7,4,1,1,6,01
395,25.02,2010011691,2010,395,03,12,05,18,33,1,4,6,2,1,03
011,8.77,2010011692,2010,011,29,07,05,20,60,7,4,1,3,1,06
009,58.04,2010011693,2010,009,29,16,05,19,34,1,2,1,1,1,01
005Q113269,0.04,2010011694,2010,005,27,11,05,21,33,1,4,6,2,1,02
405,2.35,2010011695,2010,405,17,11,05,18,04,1,4,1,1,1,01
241,20.79,2010011696,2010,241,39,07,05,20,50,5,4,6,1,1,01
020,64.29,2010011697,2010,020,29,16,04,07,06,1,2,1,2,3,03
020,64.12,2010011698,2010,020,29,16,04,07,06,7,4,1,2,3,03
005P512754,0.09,2010011699,2010,005,27,11,05,19,06,7,2,6,1,1,01
405,13.36,2010011700,2010,405,17,11,05,20,16,7,4,5,2,4,03
097,160.55,2010011701,2010,097,04,02,05,18,34,1,4,6,1,1,02
539,7.01,2010011702,2010,539,37,02,05,20,33,1,1,1,2,1,02
005,137.57,2010011703,2010,005,27,11,05,18,06,6,4,1,2,1,03
405,7.71,2010011704,2010,405,17,11,05,17,06,1,4,1,1,1,01
171,2.24,2010011705,2010,171,13,14,05,21,06,1,3,1,1,1,02
005,0.27,2010011706,2010,005,06,11,05,19,06,1,4,6,1,1,02
503,9.28,2010011707,2010,503,06,06,05,20,06,1,2,2,2,1,03
500,0.96,2010011708,2010,500,06,12,05,21,06,7,4,1,2,1,02
101,242.69,2010011709,2010,101,05,02,04,08,33,1,4,1,2,6,02
160,0.9,2010011710,2010,160,18,16,04,07,06,7,2,2,1,1,02
005,108.07,2010011711,2010,005,34,11,04,08,33,6,4,1,1,1,02
005,149.03,2010011712,2010,005,17,11,04,07,14,1,4,1,2,1,02
005R114450,0.7,2010011713,2010,005,17,11,04,07,33,1,5,5,2,4,03
522,4.76,2010011714,2010,522,17,14,04,07,06,1,1,1,1,1,02
007,46.7,2010011715,2010,007,27,14,04,07,33,1,1,1,2,4,03
007,49.86,2010011716,2010,007,27,14,04,08,06,7,1,1,2,4,03
526,3.86,2010011717,2010,526,31,12,04,07,05,1,4,1,2,1,02
022,3.92,2010011718,2010,022,39,07,04,08,13,7,1,1,1,1,01
012,14.41,2010011719,2010,012,14,02,04,08,33,6,4,1,3,1,06
090,11.05,2010011720,2010,090,17,11,04,07,06,7,4,1,2,1,03
202,11.08,2010011721,2010,202,17,16,04,07,06,1,4,1,2,1,03
090P100907,0.48,2010011722,2010,090,17,11,04,08,04,1,4,1,1,9,01
005,190.97,2010011723,2010,005,31,11,04,07,06,1,4,6,2,1,03
002,10.63,2010011724,2010,002,31,02,04,08,06,1,1,1,1,1,01
099,39.73,2010011725,2010,099,31,14,04,08,06,1,1,1,2,2,03
090,50.5,2010011726,2010,090,17,01,04,08,06,7,4,2,3,1,04
005,257.66,2010011728,2010,005,37,11,04,08,50,6,4,1,1,1,01
005,248.89,2010011729,2010,005,37,11,04,08,33,1,4,1,2,6,03
527,3.52,2010011730,2010,527,31,14,04,07,06,1,1,1,2,1,03
090,286.72,2010011731,2010,090,32,11,04,06,12,6,4,2,1,1,02
007,47.36,2010011732,2010,007,27,14,04,06,02,7,1,1,2,1,02
410,1.43,2010011733,2010,410,27,12,04,07,33,1,5,6,2,1,03
503SPCOUGAR,4.87,2010011734,2010,503,08,07,06,17,34,4,4,5,1,1,01
101,78.21,2010011735,2010,101,14,02,04,08,01,5,4,5,2,1,02
082LX03477,0.04,2010011736,2010,082,39,11,04,07,06,6,1,1,1,1,01
524,2.21,2010011737,2010,524,31,14,04,07,13,7,1,2,2,1,03
182,13.97,2010011738,2010,182,11,11,04,06,02,7,5,1,1,1,01
005,164.67,2010011739,2010,005,17,11,04,07,06,1,4,6,1,1,01
005,174.55,2010011740,2010,005,17,11,04,07,16,1,4,1,2,1,03
005,141.91,2010011741,2010,005,17,11,04,08,06,7,5,1,2,1,02
405,2.73,2010011742,2010,405,17,11,04,07,06,7,4,1,2,1,03
020,85.82,2010011743,2010,020,29,06,04,08,32,1,4,5,2,2,03
109,4.24,2010011744,2010,109,14,06,04,08,13,5,4,6,2,6,02
099,46.59,2010011745,2010,099,31,14,04,07,06,1,1,1,1,1,02
002,15,2010011746,2010,002,31,14,04,07,07,1,1,1,1,1,01
007,51.48,2010011747,2010,007,27,14,04,06,06,1,4,2,1,1,01
097,290.48,2010011748,2010,097,24,02,04,06,50,7,4,2,2,1,03
002,284.03,2010011749,2010,002,32,14,04,07,03,1,3,1,1,4,02
169,22.99,2010011750,2010,169,17,14,04,07,33,1,1,1,2,3,03
005RL005EXP,2.86,2010011751,2010,005,17,11,04,07,06,1,4,2,1,1,01
005RL005EXP,2.84,2010011752,2010,005,17,11,04,07,06,1,4,2,1,1,01
005RL005EXP,6.44,2010011753,2010,005,17,11,04,07,06,7,4,1,2,1,02
405Q500227,0.1,2010011754,2010,405,17,11,04,07,06,1,4,6,2,1,03
005R115513,0.43,2010011755,2010,005,17,11,04,07,06,1,1,2,2,1,02
405R500265,0.25,2010011756,2010,405,17,11,04,07,06,7,4,2,2,1,02
167,22.68,2010011757,2010,167,17,12,04,07,06,1,4,2,2,1,03
005,158.24,2010011758,2010,005,17,11,04,07,04,7,4,2,2,1,03
003,0.79,2010011759,2010,003,23,02,04,07,16,1,3,5,2,1,03
303,0.54,2010011760,2010,303,18,14,04,07,06,7,4,1,2,1,03
099,46.01,2010011761,2010,099,31,14,04,07,06,1,1,1,1,1,01
161,25.07,2010011762,2010,161,27,14,04,07,12,7,3,1,1,3,01
125,0.01,2010011763,2010,125,36,02,04,07,15,1,1,1,1,1,01
405LX01355,0,2010011764,2010,405,17,11,04,07,02,6,1,1,1,1,02
528,1.97,2010011765,2010,528,31,16,04,07,13,1,6,1,2,1,03
009,14.03,2010011766,2010,009,31,12,04,07,06,7,1,2,2,1,03
167,28.03,2010011767,2010,167,17,14,04,07,06,1,5,2,2,1,03
167Q100749,0.1,2010011768,2010,167,27,12,04,07,62,5,4,6,2,1,03
167R500712,0.31,2010011769,2010,167,27,12,04,07,33,1,4,8,2,1,03
405,3.93,2010011770,2010,405,17,11,04,07,06,1,4,2,2,1,03
502,3.59,2010011771,2010,502,06,02,04,07,06,1,1,1,1,1,01
012,42.05,2010011772,2010,012,34,02,04,06,06,6,3,1,2,1,03
167,25.6,2010011774,2010,167,17,12,04,07,06,1,4,2,2,1,03
005,103.63,2010011775,2010,005,34,11,04,07,04,6,4,2,2,1,03
002,15.1,2010011776,2010,002,31,14,04,06,05,1,4,1,2,4,02
027,1.26,2010011777,2010,027,38,14,04,07,03,1,1,5,1,1,01
160,2.54,2010011778,2010,160,18,06,04,07,12,7,1,2,2,1,03
405LX01983,0.13,2010011779,2010,405,17,11,05,17,06,1,1,2,1,1,02
395,24.96,2010011780,2010,395,03,12,05,17,33,1,4,6,2,1,03
405,20.36,2010011781,2010,405,17,11,05,18,06,1,4,1,2,1,03
202,8.16,2010011782,2010,202,17,14,05,18,06,7,1,1,2,1,02
005,141.56,2010011783,2010,005,17,11,05,18,06,1,4,1,2,1,03
005,146.96,2010011784,2010,005,17,11,05,18,02,1,4,1,1,1,02
018,1.53,2010011785,2010,018,17,12,05,18,06,1,4,1,2,1,03
515,4.07,2010011786,2010,515,17,16,05,18,06,1,5,2,1,1,02
007,49.86,2010011787,2010,007,27,14,05,17,12,1,6,1,1,1,01
546,2.53,2010011788,2010,546,37,02,05,18,34,1,1,1,2,1,03
