rd_inv,milepost,caseno,accyr,rte_nbr,county,func_cls,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
005,199.66,2010000182,2010,005,31,11,02,18,06,1,4,1,1,1,01
097,150.28,2010000183,2010,097,04,02,02,26,98,1,4,6,3,6,04
005R108863,0.13,2010000184,2010,005,34,01,02,15,06,7,4,2,1,1,01
024,15.29,2010000185,2010,024,39,06,02,12,06,1,3,1,2,2,01
002,287.86,2010000186,2010,002,32,14,02,24,04,1,1,1,3,1,04
005,249.23,2010000187,2010,005,37,11,02,28,71,1,4,6,1,1,01
090,290.6,2010000188,2010,090,32,11,02,23,04,1,4,1,1,4,01
005P513135,0.14,2010000189,2010,005,27,11,02,25,33,2,4,6,9,4,00
002,279.07,2010000190,2010,002,32,14,03,01,73,4,1,1,1,4,01
005FD12892,0.83,2010000191,2010,005,27,11,02,27,06,5,4,6,1,1,01
221,8.88,2010000192,2010,221,03,06,02,17,50,1,4,1,1,1,01
005,93.07,2010000193,2010,005,34,01,02,26,33,1,4,1,2,4,03
005,189.98,2010000194,2010,005,31,11,02,16,04,1,4,2,1,4,01
167,8.03,2010000195,2010,167,27,12,02,26,04,6,4,1,2,1,03
005P108134,0.34,2010000196,2010,005,21,11,02,17,05,1,1,2,1,4,01
005P108134,0.34,2010000197,2010,005,21,11,02,16,33,1,1,2,1,4,01
101,275.91,2010000198,2010,101,16,02,03,01,06,2,3,1,1,1,02
097,136.36,2010000199,2010,097,19,02,03,10,34,2,4,6,1,6,01
142,15.28,2010000200,2010,142,20,07,02,14,33,2,4,2,2,6,02
181,0.74,2010000201,2010,181,17,14,01,09,12,4,1,5,1,1,01
090,25.87,2010000202,2010,090,17,01,02,20,01,4,4,5,1,6,01
097,63.28,2010000203,2010,097,39,06,03,14,60,2,5,5,1,4,01
411,8.32,2010000204,2010,411,08,06,03,15,34,2,4,5,1,6,02
129,34.4,2010000205,2010,129,02,06,03,04,50,1,4,6,1,1,01
005,215.08,2010000206,2010,005,31,01,02,21,06,1,4,1,1,6,01
900,4.83,2010000207,2010,900,17,14,03,18,71,4,1,2,1,1,01
025,80.54,2010000208,2010,025,33,06,03,07,13,4,1,1,1,1,01
027,71.05,2010000209,2010,027,32,07,01,01,60,1,4,2,4,6,03
167,17.32,2010000210,2010,167,17,12,03,23,06,2,4,1,1,4,01
303,2.59,2010000211,2010,303,18,14,03,29,71,4,4,1,2,4,03
005,190.67,2010000212,2010,005,31,11,03,22,06,2,4,1,2,6,03
028,47.64,2010000213,2010,028,13,06,03,16,06,6,4,1,1,1,02
012,294.93,2010000214,2010,012,36,12,03,27,33,1,4,1,1,1,01
005,122.24,2010000215,2010,005,27,11,03,28,01,2,4,1,1,6,02
395,169.71,2010000216,2010,395,32,14,01,08,71,4,4,1,1,4,01
016,23.69,2010000217,2010,016,18,12,03,14,33,2,4,1,1,1,02
240LX03776,0.07,2010000218,2010,240,03,12,03,28,33,1,1,2,2,4,03
169,24.14,2010000219,2010,169,17,14,01,14,33,1,4,5,2,3,03
705LX00072,0,2010000220,2010,705,27,11,01,13,13,0,1,1,2,4,03
004,59.23,2010000221,2010,004,08,14,01,13,04,1,1,5,2,1,02
005LX14402,0.06,2010000222,2010,005,17,11,01,13,03,1,A,5,2,4,03
006,48.05,2010000223,2010,006,21,06,04,05,07,3,7,5,2,1,03
099,36.11,2010000224,2010,099,17,14,01,04,07,1,3,1,2,1,02
090,297.26,2010000226,2010,090,32,11,01,02,32,1,4,1,2,6,02
515,7.84,2010000227,2010,515,17,16,01,13,06,1,5,2,2,1,03
903,6.06,2010000228,2010,903,19,07,01,09,34,1,5,5,3,6,02
599Q100064,0,2010000229,2010,599,17,12,01,05,16,1,1,1,2,1,03
167,17.09,2010000230,2010,167,17,12,02,08,33,2,4,1,1,1,02
003,24.95,2010000231,2010,003,23,02,01,03,07,7,3,2,2,4,03
099,19.86,2010000232,2010,099,17,12,01,01,13,1,1,,2,4,03
395,178.59,2010000233,2010,395,32,02,04,06,13,4,4,1,3,1,06
515,6.73,2010000234,2010,515,17,16,01,01,06,7,1,2,2,4,03
012,334.55,2010000235,2010,012,36,12,01,01,05,1,4,1,1,1,01
405P201244,0.26,2010000236,2010,405,17,11,01,01,02,1,1,2,2,1,02
211,0.99,2010000237,2010,211,26,06,01,01,60,1,4,2,8,1,03
005,163.96,2010000238,2010,005,17,11,01,01,33,7,4,2,2,4,02
005,41.06,2010000239,2010,005,08,11,01,01,33,1,4,2,2,1,03
395,67.06,2010000240,2010,395,11,02,01,01,60,1,4,2,3,1,01
082LX10894,0,2010000241,2010,082,03,11,01,01,12,1,1,2,3,1,02
005LX12959,0.19,2010000242,2010,005,27,11,01,03,06,7,1,1,2,4,02
082,4.85,2010000243,2010,082,19,01,01,01,33,7,4,2,3,1,02
005,104.94,2010000244,2010,005,34,11,01,08,06,7,4,2,2,4,03
012,290.77,2010000245,2010,012,11,12,01,14,12,1,1,1,1,1,01
005R116473,0.2,2010000246,2010,005,17,11,01,01,33,7,4,6,2,1,03
082,78.31,2010000247,2010,082,03,01,01,16,06,1,4,7,1,1,02
012COABERDN,0.27,2010000248,2010,012,14,14,01,22,05,1,4,2,1,1,01
528,0.36,2010000249,2010,528,31,16,01,22,04,1,1,1,1,1,02
161,11.25,2010000250,2010,161,27,06,01,03,34,6,4,5,2,1,03
012,190.79,2010000251,2010,012,39,02,04,08,02,2,1,1,1,6,01
005CD16563,1.09,2010000252,2010,005,17,11,04,12,33,2,4,1,1,4,01
527,2.39,2010000253,2010,527,31,14,01,08,06,1,1,5,1,1,01
104,26.26,2010000254,2010,104,31,14,01,05,17,7,3,5,1,4,02
539,0.48,2010000255,2010,539,37,14,01,05,03,1,1,1,2,1,02
004,26.07,2010000256,2010,004,35,02,01,09,61,1,4,1,1,6,05
104,0.3,2010000257,2010,104,16,02,01,09,34,1,4,6,2,1,02
516,3.57,2010000258,2010,516,17,12,01,06,12,1,1,1,1,6,01
012,46.26,2010000259,2010,012,34,02,01,06,12,1,1,1,1,1,02
002,22.55,2010000260,2010,002,31,02,01,08,06,0,4,1,2,1,03
005,208.33,2010000261,2010,005,31,01,01,09,06,1,4,1,1,1,01
090,41.39,2010000262,2010,090,17,01,01,08,50,6,4,1,3,6,04
173,10.27,2010000263,2010,173,09,07,01,08,34,1,4,2,1,6,02
161,35,2010000264,2010,161,17,14,01,08,04,1,1,2,2,1,03
002,119.2,2010000265,2010,002,04,12,03,06,13,1,1,2,1,1,01
002,75.83,2010000266,2010,002,04,02,01,08,33,1,4,6,2,1,02
307,1.1,2010000267,2010,307,18,02,01,08,06,1,1,2,2,1,02
305,7.08,2010000268,2010,305,18,02,01,09,06,1,8,5,1,1,01
005S514181,0.21,2010000270,2010,005,17,11,01,05,05,1,4,6,2,1,02
405,2.21,2010000271,2010,405,17,11,01,06,06,6,4,1,2,2,02
007,54.85,2010000272,2010,007,27,14,01,08,06,1,2,1,2,1,03
005LX13183,0.32,2010000273,2010,005,27,11,01,08,06,1,1,1,2,4,03
169,24.67,2010000275,2010,169,17,14,01,07,06,1,4,1,1,1,02
012,84.95,2010000276,2010,012,21,02,01,08,60,1,4,1,7,4,03
520LX01014,0,2010000277,2010,520,17,12,01,08,07,1,1,1,2,4,03
090,51.84,2010000278,2010,090,19,01,01,09,33,7,4,6,3,1,02
003,34.35,2010000279,2010,003,18,14,01,08,06,1,4,2,2,6,03
004,60.78,2010000280,2010,004,08,14,01,07,06,1,1,1,4,1,01
900,1.79,2010000281,2010,900,17,14,01,05,12,1,1,1,2,1,03
003,10.76,2010000282,2010,003,23,02,01,08,03,5,1,2,2,1,03
004,59.19,2010000283,2010,004,08,14,01,06,06,1,2,1,1,4,02
520,5.8,2010000285,2010,520,17,12,01,08,33,1,4,2,2,4,03
520,12.35,2010000286,2010,520,17,12,01,05,06,7,4,1,1,3,02
090,12.02,2010000287,2010,090,17,11,01,05,05,1,4,1,2,4,02
405,14.74,2010000288,2010,405,17,11,01,07,06,7,4,1,1,1,02
005P116449,0.11,2010000289,2010,005,17,11,01,06,06,1,2,2,1,1,02
005,167.2,2010000290,2010,005,17,11,01,08,06,1,4,2,2,4,03
270,4.59,2010000291,2010,270,38,14,01,06,34,1,2,1,4,1,01
097FD06858,0.53,2010000292,2010,097,39,06,01,06,06,1,1,1,1,1,02
155,49.73,2010000293,2010,155,24,06,01,08,34,1,4,1,3,1,01
516,14.75,2010000294,2010,516,17,16,01,07,13,1,1,1,5,4,01
005,125.38,2010000295,2010,005,27,11,01,08,06,1,4,1,2,6,03
005,123.02,2010000296,2010,005,27,11,01,09,06,1,4,1,2,4,02
007,50.88,2010000297,2010,007,27,14,01,06,06,7,4,1,1,1,01
109,0.78,2010000298,2010,109,14,16,01,08,06,1,1,1,2,1,03
005,161.97,2010000299,2010,005,17,11,01,06,06,1,4,1,1,1,01
099,41.06,2010000300,2010,099,31,14,01,05,13,1,3,1,1,1,02
099,42.16,2010000301,2010,099,31,14,01,08,06,7,5,1,2,4,03
099,42.84,2010000302,2010,099,31,14,01,08,71,7,1,2,2,4,03
524,3.63,2010000303,2010,524,31,14,01,08,05,1,7,1,2,4,03
524,5.19,2010000304,2010,524,31,14,01,06,06,1,1,1,1,4,01
500,1.13,2010000305,2010,500,06,12,01,08,06,7,1,5,2,1,03
005,127.78,2010000306,2010,005,27,11,01,07,33,1,4,1,1,4,01
020,31.73,2010000308,2010,020,15,14,01,08,06,1,4,1,2,4,03
005,193.09,2010000309,2010,005,31,11,01,05,06,1,4,1,2,3,02
099,6.29,2010000310,2010,099,17,14,01,06,06,1,1,1,1,1,01
099,7.38,2010000311,2010,099,17,14,01,08,06,1,4,2,2,4,03
529,4.82,2010000312,2010,529,31,14,01,05,02,7,1,2,2,1,02
161,34.75,2010000313,2010,161,17,14,01,05,06,1,5,2,2,1,03
005LX16121,0.09,2010000314,2010,005,17,11,01,05,06,6,5,2,2,1,01
516,4.85,2010000315,2010,516,17,12,01,07,06,1,5,1,1,1,01
515,0.75,2010000316,2010,515,17,16,01,07,12,7,1,2,1,4,01
516,6.01,2010000317,2010,516,17,14,01,06,06,1,1,1,2,1,02
290,2.86,2010000318,2010,290,32,14,01,08,03,1,1,1,1,4,01
202,7.04,2010000319,2010,202,17,14,01,05,12,1,3,1,1,1,02
526,1.04,2010000320,2010,526,31,12,01,08,33,1,4,5,2,4,03
099,21.11,2010000321,2010,099,17,12,01,08,05,7,4,1,2,1,03
519TBORGBEG,0.14,2010000322,2010,519,17,14,01,08,05,1,1,1,2,3,03
099COVIADCT,1.62,2010000323,2010,099,17,12,01,07,05,1,4,6,1,5,01
005P116530,0.4,2010000324,2010,005,17,11,01,08,13,6,1,1,2,4,03
161,21.36,2010000326,2010,161,27,14,01,05,05,1,1,1,2,1,03
405,4.94,2010000327,2010,405,17,11,01,07,06,1,4,1,1,4,01
020,73.46,2010000328,2010,020,29,06,01,09,50,6,4,1,1,6,01
538,2.28,2010000329,2010,538,29,16,01,06,60,1,1,1,2,4,02
002,284.09,2010000330,2010,002,32,14,01,06,13,7,1,1,4,4,01
099,16.4,2010000332,2010,099,31,12,01,06,06,1,2,2,1,1,01
020,31.09,2010000333,2010,020,15,14,01,04,06,1,1,1,2,1,03
005RL005EXP,1.91,2010000334,2010,005,17,11,01,07,06,1,4,6,1,1,01
526LX00354,0.11,2010000335,2010,526,31,12,01,07,07,7,1,1,1,4,01
009,38.59,2010000336,2010,009,29,07,04,10,33,2,4,6,1,1,02
823,2.71,2010000337,2010,823,39,16,01,11,02,1,1,1,1,9,01
090Q100961,0.21,2010000338,2010,090,17,11,01,11,33,7,4,6,2,1,01
164,5.08,2010000339,2010,164,17,06,01,11,34,5,8,6,1,1,02
099,39.22,2010000340,2010,099,31,14,01,11,06,1,8,1,2,1,03
542,0.06,2010000341,2010,542,37,16,01,11,03,1,1,1,2,1,03
500,0.52,2010000342,2010,500,06,12,01,11,06,7,4,5,2,2,03
527,2.49,2010000343,2010,527,31,14,01,09,13,7,3,1,1,1,01
105,33.73,2010000344,2010,105,14,06,01,11,34,1,4,1,2,6,03
099,47.11,2010000345,2010,099,31,14,01,09,02,7,7,1,1,1,01
240,30.25,2010000346,2010,240,03,12,01,11,06,1,1,1,1,9,05
097AR,12.17,2010000347,2010,097,04,06,01,11,60,6,4,1,1,6,02
005,166.9,2010000348,2010,005,17,11,01,12,02,1,4,1,2,1,03
520P100073,0.1,2010000349,2010,520,17,12,01,09,33,1,4,2,2,1,02
005,81.86,2010000350,2010,005,21,11,01,11,34,1,4,1,2,1,03
007,56.36,2010000351,2010,007,27,14,01,09,12,7,1,1,1,1,01
005Q113292,0,2010000352,2010,005,27,11,01,09,06,1,1,5,2,1,02
509,24.1,2010000353,2010,509,17,14,01,09,12,1,1,5,1,4,01
005,174.74,2010000354,2010,005,17,11,01,11,04,1,4,1,2,1,03
005LX18643,0.01,2010000355,2010,005,31,11,01,11,05,1,5,1,2,1,03
005Q525396,0,2010000356,2010,005,37,11,01,11,06,1,1,1,1,1,02
002,282.35,2010000357,2010,002,32,14,01,11,03,1,1,1,2,4,02
525,3.86,2010000358,2010,525,31,14,01,11,12,6,1,1,2,1,03
539,1.73,2010000359,2010,539,37,14,01,11,13,1,1,1,2,2,03
007,48.46,2010000360,2010,007,27,14,01,11,03,1,1,1,2,1,01
527,7.44,2010000361,2010,527,31,14,01,09,02,7,1,1,2,1,01
109,26.34,2010000362,2010,109,14,07,01,11,50,1,4,6,2,1,03
240LX03776,0.35,2010000363,2010,240,03,12,01,11,02,1,B,5,1,6,01
529SPEVERET,0.06,2010000364,2010,529,31,14,01,11,03,1,1,1,2,2,03
526,2.35,2010000365,2010,526,31,12,01,11,06,1,4,1,2,2,03
099,11.35,2010000366,2010,099,17,14,01,11,05,1,5,1,1,1,02
515,1,2010000367,2010,515,17,16,01,11,03,1,1,2,2,1,03
516,3.57,2010000368,2010,516,17,12,01,09,33,1,5,6,2,4,03
599P100010,0.2,2010000369,2010,599,17,12,01,11,03,5,1,1,2,1,02
205,5.84,2010000371,2010,205,06,11,01,11,06,1,4,1,1,6,01
290,2.88,2010000372,2010,290,32,14,01,09,33,1,4,5,4,4,06
