rd_inv,milepost,caseno,accyr,rte_nbr,county,func_cls,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
523,2.45,2011004337,2011,523,17,14,01,17,06,1,1,2,1,4,01
005,163.46,2011004338,2011,005,17,11,01,15,04,1,4,2,2,4,03
005FD12892,0.27,2011004339,2011,005,27,11,01,14,62,1,5,6,2,4,01
500,2.38,2011004340,2011,500,06,12,01,17,06,1,1,1,2,1,01
007,31.54,2011004341,2011,007,27,06,01,15,60,1,4,6,2,1,03
016LX01486,0.02,2011004342,2011,016,27,12,01,15,06,6,B,5,2,1,03
169,10.02,2011004343,2011,169,17,14,01,16,13,7,1,6,2,1,02
005,18.5,2011004344,2011,005,06,01,02,15,33,6,4,6,2,1,03
503,14.68,2011004345,2011,503,06,06,02,15,34,5,4,6,2,1,03
005,117.76,2011004346,2011,005,27,01,02,16,04,1,4,2,2,6,01
019,13.8,2011004347,2011,019,16,06,02,15,73,5,4,1,1,1,01
005CD16563,0.82,2011004348,2011,005,17,11,01,15,33,7,4,6,2,4,02
005,27.22,2011004349,2011,005,08,01,02,15,05,1,4,2,2,1,02
520,0.95,2011004350,2011,520,17,12,02,16,06,1,4,6,1,1,02
090,266.26,2011004351,2011,090,32,01,02,15,06,1,4,1,2,6,03
005,131.86,2011004352,2011,005,27,11,01,16,33,1,4,1,2,4,02
105SPWESTPT,3.88,2011004353,2011,105,14,07,01,16,50,1,4,5,2,4,03
206,6.99,2011004354,2011,206,32,07,05,03,34,5,4,5,1,4,02
411,1.5,2011004355,2011,411,08,16,08,03,06,1,1,1,1,1,01
005,173.16,2011004356,2011,005,17,11,08,03,06,1,4,1,1,1,01
082LX05208,0.14,2011004357,2011,082,39,01,08,05,12,5,1,2,1,1,01
410,8.09,2011004358,2011,410,27,16,07,07,04,5,4,1,1,6,01
182,6.28,2011004359,2011,182,11,11,07,30,06,5,4,1,1,6,01
007,27.86,2011004360,2011,007,27,06,08,07,33,4,4,6,1,1,01
104,2.04,2011004361,2011,104,16,02,07,29,01,5,4,2,1,1,01
432,10.12,2011004362,2011,432,08,12,08,05,06,7,1,2,1,6,01
509,24.49,2011004363,2011,509,17,14,01,18,04,6,4,8,2,1,02
097,120.03,2011004364,2011,097,19,02,01,19,06,1,1,1,1,1,01
155,56.84,2011004365,2011,155,24,06,01,19,50,6,4,2,4,1,01
142,25.39,2011004366,2011,142,20,07,02,16,33,5,4,6,1,3,01
027,89.02,2011004367,2011,027,32,14,07,21,74,5,1,2,1,1,01
405Q502388,0.1,2011004369,2011,405,17,11,01,18,33,1,4,6,2,1,03
101,247.25,2011004370,2011,101,05,14,01,19,06,1,1,2,1,1,01
101,247.4,2011004371,2011,101,05,14,01,18,02,7,1,1,2,1,03
005,196.09,2011004372,2011,005,31,11,01,19,33,7,4,1,1,6,01
005,193.06,2011004373,2011,005,31,11,01,19,06,1,4,6,1,1,01
005,193.06,2011004374,2011,005,31,11,01,19,06,1,4,2,1,1,01
005,187.71,2011004375,2011,005,31,11,01,18,05,1,1,1,2,1,03
005,189.97,2011004376,2011,005,31,11,01,18,05,1,5,2,1,4,01
164,9.89,2011004377,2011,164,17,06,01,19,34,1,4,5,2,6,01
005LX10914,0.28,2011004378,2011,005,34,11,02,09,06,1,1,1,1,4,01
005,276.33,2011004379,2011,005,37,01,01,18,62,1,4,1,2,2,03
522,9.48,2011004381,2011,522,17,14,01,19,02,6,4,1,1,4,01
005,216.8,2011004383,2011,005,01,01,01,18,50,7,4,1,4,6,02
512,0.67,2011004384,2011,512,27,12,01,18,06,1,4,1,1,1,02
101,248.97,2011004385,2011,101,05,14,01,19,06,1,1,1,1,3,02
501,0.23,2011004386,2011,501,06,14,01,19,07,1,1,1,2,4,01
181,4.86,2011004387,2011,181,17,14,01,18,06,1,4,6,1,1,02
405,1.05,2011004388,2011,405,17,11,01,19,06,1,5,1,1,1,01
020,58.84,2011004389,2011,020,29,14,01,19,12,6,1,2,1,1,01
090,277.2,2011004390,2011,090,32,11,07,25,06,5,5,1,1,1,01
012,314.02,2011004391,2011,012,36,02,01,19,50,1,4,2,2,6,02
020,64.46,2011004392,2011,020,29,16,01,19,06,7,1,2,1,1,01
002,284.59,2011004394,2011,002,32,14,01,19,06,7,1,2,1,4,01
164,3.85,2011004395,2011,164,17,16,01,18,06,1,4,1,2,2,03
513,1.17,2011004396,2011,513,17,14,01,18,04,1,5,5,2,6,03
529,1.2,2011004397,2011,529,31,14,01,14,74,1,6,1,1,1,02
161,22.1,2011004398,2011,161,27,14,01,17,04,1,4,1,1,4,01
204,1.92,2011004399,2011,204,31,12,01,18,06,1,4,1,2,1,03
181,0.61,2011004400,2011,181,17,14,01,18,06,1,1,1,1,4,02
005P100402,0.36,2011004401,2011,005,06,11,01,18,06,1,1,5,2,1,03
503,54.04,2011004402,2011,503,08,06,01,18,04,1,5,1,2,4,03
005Q116986,0.16,2011004403,2011,005,17,11,01,18,06,1,2,2,2,4,02
005CD16563,0.4,2011004404,2011,005,17,11,01,18,06,7,4,1,1,4,01
002,273.96,2011004405,2011,002,32,12,01,19,16,1,4,6,4,1,01
099,40.17,2011004406,2011,099,31,14,01,18,06,1,1,1,2,1,03
505,7.59,2011004407,2011,505,21,07,01,19,50,1,4,6,4,6,05
006,41,2011004408,2011,006,21,06,01,18,32,7,4,5,2,6,03
405,4.37,2011004409,2011,405,17,11,01,18,06,1,5,6,1,4,02
405,5.07,2011004410,2011,405,17,11,01,18,06,1,4,2,2,4,02
005,183.16,2011004411,2011,005,31,11,01,18,06,7,4,1,1,1,02
512,2.32,2011004412,2011,512,27,12,01,19,05,1,4,1,1,6,01
005,186.58,2011004413,2011,005,31,11,01,19,05,1,4,1,1,4,01
167,18.12,2011004415,2011,167,17,12,01,18,06,7,4,2,2,4,02
167,21.37,2011004416,2011,167,17,12,01,18,06,1,4,2,2,1,03
004,50.49,2011004417,2011,004,08,02,01,18,99,1,4,1,2,1,02
524,5.19,2011004418,2011,524,31,14,01,17,06,7,1,1,2,5,03
099,17.82,2011004419,2011,099,17,12,01,18,33,1,4,1,2,6,03
395SPNSC,0.27,2011004420,2011,395,32,12,01,18,12,1,4,2,2,1,01
020,32.34,2011004421,2011,020,15,14,01,18,33,1,1,1,2,1,03
525,29.83,2011004422,2011,525,15,02,01,18,12,1,4,1,2,6,02
005,209.4,2011004423,2011,005,31,01,01,18,33,1,4,2,2,1,03
108,6,2011004424,2011,108,23,06,01,18,99,1,4,6,2,6,01
002,249.44,2011004425,2011,002,22,02,01,18,60,1,4,1,3,1,08
002,249.14,2011004426,2011,002,22,02,01,18,50,1,4,1,3,1,08
002,250.84,2011004427,2011,002,22,02,01,18,62,7,4,1,3,6,04
002,247.74,2011004428,2011,002,22,02,01,18,62,7,4,1,3,6,04
082,20.41,2011004429,2011,082,39,01,01,19,34,1,4,6,4,2,01
097,68.7,2011004430,2011,097,39,06,01,17,13,1,1,1,1,4,01
167,11.2,2011004431,2011,167,27,12,01,18,06,7,4,1,2,6,02
090,86.57,2011004432,2011,090,19,01,01,19,33,1,4,6,1,6,01
527,8.45,2011004433,2011,527,31,14,01,18,06,1,1,1,2,4,03
005,191.07,2011004434,2011,005,31,11,01,18,04,1,4,1,2,6,02
097,298.17,2011004435,2011,097,24,02,01,17,32,1,4,1,2,2,05
405,5.98,2011004436,2011,405,17,11,01,18,60,1,4,2,1,4,01
014,13.75,2011004437,2011,014,06,12,01,19,06,1,4,1,1,6,01
520,4.59,2011004438,2011,520,17,12,01,18,06,1,4,6,1,1,02
405,17.13,2011004439,2011,405,17,11,01,18,06,1,4,2,1,1,02
405,17.29,2011004440,2011,405,17,11,01,18,99,1,4,1,1,1,02
527,6.82,2011004441,2011,527,31,14,01,19,04,1,4,5,2,4,02
007,46.45,2011004442,2011,007,27,14,01,17,03,1,1,1,2,1,02
009,2.37,2011004443,2011,009,31,14,02,09,06,1,4,2,1,6,02
005P117188R,0.34,2011004444,2011,005,17,11,02,09,06,1,4,2,1,4,01
005RL005EXP,1.59,2011004445,2011,005,17,11,02,09,16,7,4,1,1,1,01
005,14.59,2011004446,2011,005,31,14,01,18,06,1,4,1,2,4,02
520Q500119,0.09,2011004447,2011,520,17,12,02,09,06,1,4,6,1,4,01
005LX15226,0.02,2011004448,2011,005,17,11,02,16,07,5,1,2,2,1,02
096,0.12,2011004449,2011,096,31,14,02,09,05,1,1,2,1,3,01
527,7.76,2011004450,2011,527,31,14,07,30,06,7,1,1,1,1,01
167,12.28,2011004451,2011,167,27,12,07,29,27,1,4,1,1,4,01
005,65.47,2011004452,2011,005,21,01,07,29,06,6,4,1,1,6,02
405,12.55,2011004453,2011,405,17,11,08,03,05,1,4,6,1,1,01
005,137.66,2011004454,2011,005,27,11,08,02,06,7,4,2,1,4,01
405S202347,0.5,2011004455,2011,405,17,11,08,03,33,1,4,6,1,4,01
005,151.82,2011004456,2011,005,17,11,08,01,05,7,4,2,1,1,01
005,191.76,2011004457,2011,005,31,11,08,06,04,1,4,1,1,1,01
099,14.7,2011004458,2011,099,17,14,08,03,06,1,1,1,1,1,01
002COBROWNE,0.57,2011004459,2011,002,32,14,08,05,12,1,1,1,1,1,01
182,13,2011004460,2011,182,11,11,08,06,33,5,4,1,1,6,01
009,8.42,2011004461,2011,009,31,12,08,01,06,6,1,1,1,1,01
090,12.85,2011004462,2011,090,17,11,08,05,04,7,4,1,1,1,01
099,46.01,2011004463,2011,099,31,14,08,08,71,5,1,1,1,1,01
101,53.55,2011004464,2011,101,25,02,01,20,32,6,4,2,4,4,05
005Q216562R,0,2011004465,2011,005,17,11,01,20,07,1,5,1,1,1,01
104,8.67,2011004466,2011,104,16,02,01,20,13,6,1,1,2,4,03
099,41.15,2011004467,2011,099,31,14,01,20,06,7,1,2,2,1,03
005,107.9,2011004468,2011,005,34,11,01,20,06,1,4,1,2,4,03
500,19.16,2011004469,2011,500,06,16,01,21,07,6,1,2,2,2,03
101,304.3,2011004470,2011,101,16,02,01,20,50,7,4,2,2,6,02
405LX02262,0.24,2011004471,2011,405,17,11,01,20,12,7,1,1,2,1,01
005,183.46,2011004472,2011,005,31,11,01,21,06,1,4,1,2,1,03
103,0.43,2011004473,2011,103,25,07,02,19,06,5,4,1,1,1,01
004,60.5,2011004474,2011,004,08,14,01,20,04,7,1,1,2,4,02
411,1.44,2011004475,2011,411,08,16,01,19,13,1,3,1,1,1,01
005Q116735,0.07,2011004476,2011,005,17,11,01,20,06,1,4,6,1,5,01
005,166.4,2011004477,2011,005,17,11,01,20,06,1,4,4,1,1,01
523,2.39,2011004478,2011,523,17,14,01,20,02,1,1,1,1,1,01
005,153.84,2011004479,2011,005,17,11,01,19,06,7,4,1,1,1,01
005,242.95,2011004480,2011,005,37,01,01,21,34,1,4,1,2,1,02
005P118344,0.47,2011004483,2011,005,31,11,01,19,06,1,1,6,1,1,01
016,11.99,2011004484,2011,016,27,12,01,31,05,1,4,1,1,1,01
005,129.75,2011004485,2011,005,27,11,01,31,15,1,4,1,1,1,02
395,210.89,2011004486,2011,395,33,02,01,21,04,1,4,1,4,6,02
202,0.24,2011004488,2011,202,17,16,01,31,02,1,6,2,1,1,01
101COABERDN,2.95,2011004489,2011,101,14,14,01,19,06,1,1,1,1,1,01
525,4.28,2011004490,2011,525,31,14,01,20,06,1,1,1,2,4,03
525,4.28,2011004491,2011,525,31,14,01,20,71,6,1,1,1,2,01
020SPANACRT,2.1,2011004492,2011,020,29,12,01,20,06,1,4,6,2,1,03
020SPANACRT,3.75,2011004493,2011,020,29,14,01,20,71,6,1,1,2,3,03
020SPANACRT,4,2011004494,2011,020,29,14,01,20,04,1,4,1,1,1,02
090S601161,0,2011004495,2011,090,17,11,01,18,02,1,1,1,2,1,03
005LX10914,0.11,2011004496,2011,005,34,11,01,19,07,7,1,1,2,4,02
028,2.37,2011004497,2011,028,09,14,07,11,06,7,2,1,1,1,01
028,2.28,2011004498,2011,028,09,14,01,20,06,1,5,1,1,4,01
518LX00351,0.02,2011004499,2011,518,17,12,02,17,07,1,1,1,2,1,02
125,5.2,2011004500,2011,125,36,14,01,19,06,1,1,1,1,1,01
014LX00852,0.2,2011004501,2011,014,06,12,01,18,06,1,1,1,2,4,03
405,4.02,2011004502,2011,405,17,11,01,20,06,1,4,1,1,1,02
395,170.49,2011004503,2011,395,32,14,01,21,32,1,4,2,2,6,01
012,334.73,2011004504,2011,012,36,12,01,20,33,1,4,1,1,1,02
012,333.23,2011004505,2011,012,36,12,01,19,33,7,4,2,2,1,01
005P316257,0.29,2011004506,2011,005,17,11,01,19,34,6,1,1,1,1,01
223,3.14,2011004507,2011,223,39,07,02,19,71,5,1,1,1,4,01
516,5.04,2011004508,2011,516,17,12,01,19,06,7,5,1,1,4,01
005,132.72,2011004510,2011,005,27,11,01,21,06,1,4,1,2,4,02
524SPCEDRWY,0.25,2011004511,2011,524,31,14,01,20,03,1,1,1,2,4,03
522,9.8,2011004512,2011,522,17,14,01,20,06,7,1,1,2,4,03
018,3.04,2011004513,2011,018,17,12,01,20,33,0,4,2,1,1,01
005LX15226,0.15,2011004514,2011,005,17,11,01,19,33,6,1,1,1,1,01
099,42.16,2011004515,2011,099,31,14,01,20,71,6,1,1,9,1,00
090,183.9,2011004516,2011,090,13,01,01,20,33,1,4,1,1,1,01
026,17.13,2011004517,2011,026,13,02,01,20,06,6,3,2,1,6,01
512,9.17,2011004518,2011,512,27,12,01,20,06,1,4,2,1,1,02
500,8.73,2011004519,2011,500,06,12,01,20,02,1,1,1,2,1,03
164,1.88,2011004520,2011,164,17,16,01,31,13,1,3,1,1,4,01
518,3.25,2011004521,2011,518,17,12,01,19,06,1,4,2,1,4,01
522,2.28,2011004523,2011,522,17,14,01,20,06,1,4,1,2,1,03
005P213316,0.18,2011004524,2011,005,27,11,01,19,06,1,4,6,1,1,01
009,15.42,2011004525,2011,009,31,12,01,18,06,1,1,1,2,4,02
507,28.56,2011004526,2011,507,34,06,01,19,06,7,1,1,1,1,01
405LX02031,0.19,2011004527,2011,405,17,11,01,18,04,1,4,4,2,4,03
410LX00932,0.12,2011004528,2011,410,27,12,01,19,02,1,1,1,1,4,01
090,9.4,2011004529,2011,090,17,11,01,19,06,1,4,2,1,3,02
007,46.23,2011004530,2011,007,27,14,01,19,03,1,1,1,1,4,02
007,51.34,2011004531,2011,007,27,14,01,18,06,7,5,1,2,6,03
512,1.17,2011004532,2011,512,27,12,01,19,06,7,4,1,1,4,01
099,7.64,2011004533,2011,099,17,14,01,19,06,7,4,2,1,4,01
410,4.86,2011004534,2011,410,27,16,01,19,05,1,4,2,1,1,01
002,274.15,2011004535,2011,002,32,12,01,19,06,7,4,1,4,1,01
005Q117083,0.12,2011004536,2011,005,17,11,01,18,06,1,2,2,2,1,02
522,6.82,2011004537,2011,522,17,14,01,19,07,1,1,2,1,4,02
240,29.23,2011004538,2011,240,03,12,01,19,06,1,4,2,1,6,01
522,7.8,2011004539,2011,522,17,14,01,19,06,1,1,1,1,4,01
007,53.05,2011004540,2011,007,27,14,01,19,13,7,3,1,1,1,01
005P512754,0.1,2011004541,2011,005,27,11,01,19,06,7,1,5,1,1,01
004,44.99,2011004542,2011,004,35,02,01,20,32,1,4,6,1,1,01
005,41.97,2011004543,2011,005,08,11,01,19,14,1,4,6,4,6,01
099,8.83,2011004544,2011,099,17,14,01,20,50,6,3,2,1,1,02
405P100996,0.24,2011004545,2011,405,17,11,01,19,16,7,1,2,1,4,01
405S102428,0.07,2011004546,2011,405,17,11,01,19,16,1,2,6,1,4,01
405CD01422,0.15,2011004547,2011,405,17,11,01,19,06,1,4,1,1,4,01
520,6.41,2011004548,2011,520,17,12,01,20,06,1,4,5,2,4,03
167,25.84,2011004549,2011,167,17,12,01,19,06,1,4,1,1,1,01
005,145.01,2011004550,2011,005,17,11,01,19,04,1,4,4,1,4,01
096,0.12,2011004551,2011,096,31,14,01,20,06,1,1,2,2,4,03
161,33.89,2011004552,2011,161,17,14,01,20,33,7,4,2,2,4,03
405,26.48,2011004553,2011,405,31,11,01,19,06,1,5,2,1,9,01
538,1.27,2011004554,2011,538,29,16,01,19,06,1,1,1,1,4,01
005,126.65,2011004555,2011,005,27,11,01,19,34,1,4,2,1,1,01
005,121.06,2011004556,2011,005,27,11,01,20,54,1,4,6,1,1,01
005R112116,0.26,2011004557,2011,005,27,11,01,20,06,1,2,6,2,1,03
005S216429,0.22,2011004561,2011,005,17,11,01,19,06,7,2,8,1,1,01
516,6.07,2011004562,2011,516,17,14,01,20,03,1,3,1,2,1,03
167,23.82,2011004563,2011,167,17,12,01,20,06,7,5,1,1,4,01
405,1.65,2011004564,2011,405,17,11,01,19,06,7,4,2,1,1,02
005,233.66,2011004565,2011,005,29,01,01,20,33,1,4,1,2,6,03
005,233.39,2011004566,2011,005,29,01,01,20,06,7,4,2,2,6,03
009,42.62,2011004567,2011,009,29,07,01,20,33,7,4,6,2,6,03
195,29.01,2011004568,2011,195,38,02,01,19,60,7,4,5,1,6,01
411,2.1,2011004569,2011,411,08,16,01,19,05,1,4,1,1,1,01
002,280.47,2011004570,2011,002,32,14,01,20,12,1,1,1,2,1,01
205P103265,0.14,2011004571,2011,205,06,11,01,18,06,1,4,6,2,4,01
101LX36642,0,2011004572,2011,101,34,12,01,20,06,1,1,2,2,4,03
524,3.48,2011004573,2011,524,31,14,01,20,02,1,1,1,2,4,01
105,30.61,2011004574,2011,105,14,06,01,20,12,1,1,1,2,1,03
090,296.6,2011004575,2011,090,32,11,01,20,06,1,5,1,3,1,04
090,292.84,2011004576,2011,090,32,11,01,20,33,1,4,5,2,1,04
027,89.15,2011004577,2011,027,32,14,01,20,06,1,1,1,2,1,02
090,295.6,2011004578,2011,090,32,11,01,20,34,1,4,2,4,1,04
099,16.47,2011004579,2011,099,17,14,01,20,06,1,1,1,2,4,03
225,3.33,2011004580,2011,225,03,07,01,19,13,1,3,1,1,3,01
397,16.96,2011004581,2011,397,03,14,01,19,99,1,4,1,1,4,01
090LX28016,0.08,2011004582,2011,090,32,11,01,20,03,6,1,1,1,4,01
395,172.38,2011004583,2011,395,32,12,01,20,33,1,4,1,2,6,01
525,9.09,2011004584,2011,525,15,02,01,19,34,1,4,6,1,4,02
020,38.83,2011004585,2011,020,15,02,01,20,12,1,1,2,2,1,03
526,1.7,2011004586,2011,526,31,12,01,19,05,1,4,2,2,1,02
526,1.68,2011004587,2011,526,31,12,01,19,04,1,4,1,2,1,02
526,1.68,2011004588,2011,526,31,12,01,19,06,1,4,2,1,4,01
509,17.21,2011004589,2011,509,17,16,01,20,02,1,3,1,1,1,02
003R104611,0.2,2011004590,2011,003,18,12,01,19,06,1,1,2,1,1,01
290,12.39,2011004591,2011,290,32,14,01,20,16,1,4,2,1,3,02
009,29.46,2011004592,2011,009,31,12,01,20,06,7,1,1,2,4,03
203,23,2011004594,2011,203,31,06,01,19,06,1,4,1,2,1,02
405LX02065,0.13,2011004595,2011,405,17,11,01,20,12,7,1,3,2,4,03
082R105046,0.34,2011004601,2011,082,39,01,01,19,33,7,4,6,1,1,01
104,28.8,2011004602,2011,104,17,14,01,20,07,7,1,2,2,4,03
007,48.38,2011004603,2011,007,27,14,01,20,07,6,1,2,2,4,01
507,38.9,2011004604,2011,507,27,06,01,20,33,1,4,1,1,4,01
512R100916,0.41,2011004605,2011,512,27,12,01,20,06,7,1,1,2,4,03
007,49.9,2011004606,2011,007,27,14,01,20,06,1,4,2,2,1,02
090,52.5,2011004607,2011,090,19,01,01,20,34,7,4,8,3,6,04
090,132.96,2011004608,2011,090,19,01,01,20,50,1,4,6,1,6,01
090,291.09,2011004609,2011,090,32,11,01,20,33,7,4,1,4,1,04
002,291.78,2011004610,2011,002,32,12,01,20,34,1,1,2,3,1,04
002,274.06,2011004611,2011,002,32,12,01,19,06,7,4,2,4,7,01
005,144.66,2011004612,2011,005,17,11,01,19,16,7,4,1,1,4,01
005,152.45,2011004613,2011,005,17,11,01,19,06,1,4,6,1,1,01
005P515804,0.2,2011004614,2011,005,17,11,01,20,06,7,1,6,1,1,02
167,16.99,2011004615,2011,167,17,12,01,19,06,1,4,1,1,1,01
005,151.09,2011004616,2011,005,17,11,01,20,05,1,4,6,1,1,01
395,171.47,2011004617,2011,395,32,14,01,18,06,1,4,1,2,1,03
090,291.56,2011004618,2011,090,32,11,01,20,04,6,4,1,2,1,02
099,39.01,2011004619,2011,099,31,14,01,20,12,7,3,1,2,1,03
005,126.02,2011004620,2011,005,27,11,01,19,06,7,5,5,1,4,01
016,0.5,2011004621,2011,016,27,12,01,20,33,7,4,6,2,4,03
005,119.65,2011004622,2011,005,27,11,01,19,06,1,4,1,1,1,01
005,120.75,2011004623,2011,005,27,11,01,20,06,7,4,5,1,4,01
005,121.28,2011004624,2011,005,27,11,01,20,06,7,5,2,1,4,01
018,11.13,2011004625,2011,018,17,12,01,20,33,1,4,1,2,6,03
005,143.99,2011004626,2011,005,17,11,01,20,04,1,4,1,2,4,03
014,144.27,2011004627,2011,014,20,07,01,20,32,1,4,2,1,6,02
005R110435,0.29,2011004628,2011,005,34,11,01,20,06,1,2,2,2,4,01
090,49.62,2011004629,2011,090,17,01,01,20,33,7,4,1,3,1,04
017,48.09,2011004630,2011,017,13,12,01,19,06,6,1,1,1,1,01
028,27.55,2011004631,2011,028,13,02,01,19,32,1,4,2,1,6,01
202,14.1,2011004632,2011,202,17,06,01,19,50,1,4,6,1,9,09
405,17.99,2011004633,2011,405,17,11,01,20,06,1,4,2,9,2,02
090,20.86,2011004634,2011,090,17,01,01,20,33,1,4,2,1,1,02
405,9.9,2011004635,2011,405,17,11,01,19,04,1,4,5,1,1,01
520P100874,0.39,2011004636,2011,520,17,12,01,20,06,1,1,6,2,1,03
522,6.72,2011004637,2011,522,17,14,01,31,06,1,5,1,1,1,01
241,18.8,2011004638,2011,241,39,07,01,20,50,6,4,2,1,6,01
161,23.9,2011004639,2011,161,27,14,01,20,06,1,4,2,2,1,01
303,3.61,2011004640,2011,303,18,14,01,20,06,7,4,2,1,3,02
007,51.71,2011004641,2011,007,27,14,01,29,12,1,3,1,2,1,02
005RL005EXP,6.94,2011004642,2011,005,17,11,01,18,06,6,4,1,2,4,02
542,35.36,2011004643,2011,542,37,07,01,29,33,1,3,2,2,1,03
125,2.46,2011004644,2011,125,36,12,01,18,03,1,4,2,2,4,03
005LX00436,0.13,2011004645,2011,005,06,11,01,30,33,1,1,6,2,4,03
002,14.65,2011004646,2011,002,31,14,01,20,02,1,6,1,2,1,03
101,271.01,2011004647,2011,101,05,02,01,20,06,1,4,4,1,7,01
161,24.93,2011004648,2011,161,27,14,01,21,06,1,4,2,2,1,02
167,27.5,2011004649,2011,167,17,12,01,31,06,1,4,1,1,4,02
522LX02315,0.18,2011004650,2011,522,31,12,01,18,13,1,A,5,2,1,03
204,2.28,2011004651,2011,204,31,12,02,17,06,5,1,2,2,1,03
278,1.56,2011004652,2011,278,32,07,02,18,62,5,4,5,9,1,02
005CI16396,1.51,2011004653,2011,005,17,11,01,19,06,1,4,2,1,4,01
097,35.58,2011004654,2011,097,39,02,02,16,32,1,4,5,1,6,01
005,192.76,2011004655,2011,005,31,11,02,17,06,1,4,1,1,1,01
290LX01053,0.06,2011004656,2011,290,32,14,02,16,02,1,1,1,1,1,01
005,0.11,2011004657,2011,005,06,11,02,17,06,1,4,1,1,1,01
099,43.7,2011004658,2011,099,31,14,02,19,71,5,4,1,1,7,02
027,6.33,2011004659,2011,027,38,07,07,28,50,5,4,6,1,6,01
525,8.51,2011004660,2011,525,31,14,01,22,12,7,2,2,1,1,01
101,255.54,2011004661,2011,101,05,02,01,22,32,1,4,2,1,6,01
002,15,2011004662,2011,002,31,14,01,27,06,1,1,1,1,1,02
090,279.88,2011004663,2011,090,32,11,01,23,33,0,4,5,1,1,03
012,429.35,2011004664,2011,012,02,14,01,21,13,1,1,2,2,1,03
018,25.21,2011004665,2011,018,17,02,01,21,33,1,4,6,2,1,03
405,26.73,2011004666,2011,405,31,11,01,21,99,6,4,1,2,1,03
009,15.2,2011004667,2011,009,31,12,01,21,06,7,4,2,2,1,03
522,16.5,2011004668,2011,522,31,12,01,21,06,6,4,1,2,4,02
009,3.85,2011004669,2011,009,31,14,02,20,13,5,3,1,1,1,01
405,25.01,2011004670,2011,405,31,11,01,21,04,1,4,1,2,3,03
025,3.27,2011004671,2011,025,22,06,01,21,60,6,4,5,4,1,03
090,257.33,2011004672,2011,090,32,01,01,21,60,1,4,1,4,1,06
090,254.9,2011004673,2011,090,32,01,01,21,99,1,4,1,4,1,06
090,224.44,2011004674,2011,090,01,01,01,21,33,1,4,1,4,4,01
099,36.23,2011004675,2011,099,17,14,01,22,33,1,5,2,1,4,02
007,33.55,2011004676,2011,007,27,06,01,21,06,1,3,1,2,6,01
096,2.65,2011004677,2011,096,31,14,01,21,34,1,2,1,2,3,03
520LX00627,0.01,2011004678,2011,520,17,12,01,21,13,1,1,1,2,1,03
099,9.27,2011004679,2011,099,17,14,01,21,06,7,1,1,2,4,03
509,16.22,2011004680,2011,509,17,16,01,21,06,7,1,2,1,6,01
099,34.21,2011004681,2011,099,17,14,02,21,13,1,1,1,1,4,01
099,4.49,2011004682,2011,099,17,14,01,27,12,1,1,1,1,4,01
125,4.45,2011004683,2011,125,36,14,01,21,05,1,1,2,2,1,03
020,58.99,2011004684,2011,020,29,14,01,21,06,1,5,1,2,1,03
195,81.71,2011004685,2011,195,32,02,01,21,34,6,4,1,3,1,03
090,260.15,2011004686,2011,090,32,01,01,21,04,1,4,1,4,6,01
099,21.86,2011004687,2011,099,17,12,01,21,13,7,1,1,2,1,03
405,25.16,2011004689,2011,405,31,11,01,27,04,1,4,2,1,6,01
090,4.12,2011004690,2011,090,17,11,01,21,06,1,4,1,2,1,03
518LX00249,0,2011004691,2011,518,17,12,01,21,03,1,1,2,2,1,03
005,147.74,2011004692,2011,005,17,11,01,22,06,1,4,1,1,6,01
527,9.26,2011004693,2011,527,31,14,01,21,33,1,4,6,2,1,02
090,173.84,2011004694,2011,090,13,11,01,21,33,1,1,1,4,4,02
090,176.08,2011004695,2011,090,13,11,01,21,33,1,4,2,4,6,03
017,105.18,2011004696,2011,017,09,06,01,21,34,1,4,2,4,1,03
020,69.81,2011004697,2011,020,29,06,01,27,62,1,4,1,1,6,02
005,170.11,2011004698,2011,005,17,11,01,23,06,1,4,5,1,1,02
005,148.15,2011004699,2011,005,17,11,01,21,06,1,4,1,2,4,02
171,1.21,2011004700,2011,171,13,14,01,21,34,7,3,5,4,1,01
005,144.64,2011004701,2011,005,17,11,01,27,06,1,4,1,1,2,05
099,34.08,2011004702,2011,099,17,14,01,21,05,7,1,1,2,4,02
099,30.96,2011004703,2011,099,17,14,02,18,03,6,1,2,8,1,01
005,3.62,2011004704,2011,005,06,11,01,21,06,1,4,6,2,2,03
099,37.47,2011004705,2011,099,31,14,01,20,05,1,4,1,2,1,03
090,288.59,2011004706,2011,090,32,11,01,21,33,6,4,1,4,1,06
090,284.53,2011004707,2011,090,32,11,01,21,03,6,4,1,4,1,09
090,278.67,2011004708,2011,090,32,11,01,21,33,7,4,2,4,1,06
090,277.61,2011004709,2011,090,32,11,01,21,33,1,5,1,4,1,06
090,278.74,2011004710,2011,090,32,11,01,21,05,1,1,1,4,1,09
090,279.81,2011004711,2011,090,32,11,01,22,33,1,5,5,4,5,05
090,274.71,2011004712,2011,090,32,11,01,21,33,1,4,1,4,1,03
395,223.13,2011004713,2011,395,33,02,01,21,33,7,4,2,4,1,02
500,2.38,2011004714,2011,500,06,12,01,22,06,7,1,5,1,4,02
904,12.31,2011004715,2011,904,32,16,01,21,33,1,4,1,4,4,06
195,55.04,2011004716,2011,195,38,02,01,21,50,7,4,3,4,6,01
