rd_inv,milepost,caseno,accyr,rte_nbr,county,func_cls,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
014,18,2011000048,2011,014,06,12,01,11,60,7,4,1,4,6,06
005,1.43,2011000049,2011,005,06,11,01,15,06,1,4,5,2,1,03
005,0.42,2011000050,2011,005,06,11,01,19,71,2,4,2,1,4,01
090,277.1,2011000051,2011,090,32,11,01,18,27,7,1,2,2,4,02
090,267.47,2011000052,2011,090,32,01,01,24,16,1,4,1,2,1,03
097,126.61,2011000053,2011,097,19,02,01,12,98,1,4,1,4,6,03
090,71.91,2011000054,2011,090,19,01,01,12,07,1,4,1,3,1,04
002,89.13,2011000055,2011,002,04,02,01,15,34,2,4,5,4,1,01
099,40.58,2011000056,2011,099,31,14,01,08,03,1,1,1,2,4,02
195,23.11,2011000057,2011,195,38,02,01,19,71,2,5,2,2,1,01
005,252.12,2011000058,2011,005,37,11,01,02,04,1,4,2,1,6,01
211,3.79,2011000059,2011,211,26,06,01,02,34,7,4,1,4,1,01
005,81.27,2011000060,2011,005,21,11,01,20,34,1,4,1,1,1,02
526Q100150,0.1,2011000061,2011,526,31,12,01,25,06,1,4,6,2,1,02
005,200.83,2011000062,2011,005,31,11,01,18,71,2,4,1,1,4,01
531,7.32,2011000063,2011,531,31,16,01,24,12,1,3,1,2,1,03
025,91.5,2011000064,2011,025,33,06,01,24,05,1,4,1,2,1,03
104,24.47,2011000065,2011,104,31,14,01,24,71,7,1,2,2,1,01
090,279.94,2011000066,2011,090,32,11,01,21,33,7,4,5,4,1,03
202,21.81,2011000067,2011,202,17,06,01,04,99,1,C,5,1,1,02
005,255.38,2011000068,2011,005,37,11,01,06,13,7,4,1,2,6,03
009,14.03,2011000069,2011,009,31,12,01,10,12,1,1,1,2,1,03
028P200384B,0,2011000070,2011,028,09,12,01,29,03,1,1,1,2,1,03
099,5.28,2011000072,2011,099,17,14,01,13,13,1,1,1,1,1,02
523,0.9,2011000073,2011,523,17,14,01,03,06,1,1,1,1,1,01
090,75.94,2011000074,2011,090,19,01,01,13,33,1,4,1,4,6,03
090,68.22,2011000075,2011,090,19,01,01,20,32,1,4,6,1,6,01
231,42.46,2011000076,2011,231,22,07,01,24,12,1,1,2,2,1,03
005,134.83,2011000077,2011,005,27,11,01,13,04,7,4,1,2,4,03
082Q109716,0.02,2011000078,2011,082,03,01,01,24,50,1,4,2,1,1,02
097,150.28,2011000079,2011,097,04,02,01,26,04,1,4,6,2,1,01
005,188.74,2011000080,2011,005,31,11,01,25,05,1,4,2,2,4,03
101,312.59,2011000081,2011,101,16,02,01,21,33,1,4,6,2,6,00
090,180.08,2011000082,2011,090,13,01,01,13,06,5,4,3,4,6,02
002,158.3,2011000083,2011,002,09,02,01,22,34,1,4,2,2,2,01
090,184.68,2011000084,2011,090,13,01,01,27,02,1,4,1,2,1,02
970,3.03,2011000085,2011,970,19,02,01,19,99,1,4,5,1,1,01
090,61.23,2011000086,2011,090,19,01,01,25,04,1,4,1,1,1,01
003,38.36,2011000087,2011,003,18,12,01,20,27,1,4,2,1,1,02
395,246.16,2011000088,2011,395,33,02,02,01,50,1,1,2,1,1,01
017,121.58,2011000089,2011,017,09,06,01,18,02,1,4,1,4,6,01
082,29.26,2011000090,2011,082,39,11,01,14,50,1,4,2,2,6,02
005,45.92,2011000091,2011,005,08,01,01,19,03,6,1,2,4,6,05
005,252.95,2011000092,2011,005,37,11,01,11,04,1,4,2,1,6,02
546,3.53,2011000093,2011,546,37,02,01,11,12,7,1,1,3,5,04
005R125382,0.15,2011000094,2011,005,37,11,01,20,03,1,1,1,2,1,03
018,8.34,2011000096,2011,018,17,12,01,04,02,1,4,6,1,1,01
171,2.79,2011000097,2011,171,13,14,01,21,17,1,1,2,1,1,01
002,283.1,2011000098,2011,002,32,14,01,25,06,1,1,1,2,1,02
028,5.64,2011000099,2011,028,09,12,01,22,06,2,4,2,1,6,01
005,158.27,2011000100,2011,005,17,11,01,20,06,1,5,1,2,6,03
097,26.86,2011000101,2011,097,20,02,01,26,60,1,6,2,1,1,01
009,78.19,2011000102,2011,009,37,07,01,21,60,7,4,1,2,1,03
167R101262,0.12,2011000103,2011,167,17,12,01,28,04,7,4,1,2,1,03
018,6.52,2011000104,2011,018,17,12,01,24,06,6,4,6,2,1,03
101,83.97,2011000105,2011,101,14,14,02,03,04,1,4,1,1,1,01
009,85.75,2011000106,2011,009,37,07,01,27,50,6,4,5,1,1,02
005,76.56,2011000107,2011,005,21,11,01,21,05,1,4,1,2,1,02
002,29.08,2011000108,2011,002,31,02,02,03,54,1,4,1,1,1,01
082,15.73,2011000109,2011,082,19,01,02,04,33,6,4,6,1,3,01
005,203.55,2011000110,2011,005,31,11,02,01,33,7,4,1,1,6,01
090,282.67,2011000111,2011,090,32,11,02,05,05,1,5,1,1,1,01
099,43.29,2011000112,2011,099,31,14,02,04,13,7,3,2,2,4,02
124,31.57,2011000113,2011,124,36,06,02,01,13,1,3,1,1,1,01
410,36.63,2011000114,2011,410,27,06,01,06,34,2,4,1,3,1,03
005S501125,0.1,2011000115,2011,005,06,01,01,23,33,1,4,6,2,4,03
101,296.42,2011000117,2011,101,16,02,01,21,03,1,1,2,2,1,01
082,25.4,2011000118,2011,082,39,01,01,17,14,1,4,2,1,6,07
097,12.09,2011000119,2011,097,20,02,01,17,50,1,4,1,1,1,07
097,217.28,2011000120,2011,097,09,02,01,21,33,5,4,6,1,6,02
005,153.09,2011000121,2011,005,17,11,01,27,05,1,4,2,1,3,01
167,16.12,2011000122,2011,167,17,12,02,03,04,1,5,1,2,4,03
224,10.15,2011000123,2011,224,03,16,02,08,06,1,5,2,1,1,01
012,190.95,2011000124,2011,012,39,02,02,07,34,1,3,1,1,6,01
097,134.34,2011000125,2011,097,19,02,02,04,33,1,4,6,4,6,02
090,281.73,2011000126,2011,090,32,11,02,01,04,1,4,2,1,1,01
520,1.97,2011000127,2011,520,17,12,01,20,06,6,4,1,1,1,02
097,297.34,2011000128,2011,097,24,02,02,06,13,2,4,5,3,1,03
020,65.14,2011000129,2011,020,29,16,01,21,13,1,1,1,2,1,03
090,88.48,2011000130,2011,090,19,01,01,30,50,4,4,5,1,1,02
099,40.99,2011000131,2011,099,31,14,02,01,14,1,3,1,1,1,01
005,166.12,2011000132,2011,005,17,11,01,18,04,1,4,1,1,4,01
005,168.61,2011000133,2011,005,17,11,01,28,05,6,4,2,2,1,02
025,105.74,2011000134,2011,025,33,06,02,07,60,1,4,6,3,6,02
002,106.15,2011000135,2011,002,04,02,02,04,33,1,1,2,4,4,02
020,8.27,2011000136,2011,020,16,14,02,03,04,1,1,1,1,6,01
112,18.95,2011000137,2011,112,05,07,02,10,34,1,4,1,1,6,01
005,191.82,2011000138,2011,005,31,11,02,07,04,6,4,1,1,1,02
303,0.22,2011000139,2011,303,18,14,02,14,05,1,1,1,2,1,03
524SP3RDAVE,0.06,2011000140,2011,524,31,14,02,15,71,4,4,1,2,1,02
164,0.89,2011000141,2011,164,17,16,02,14,33,1,1,1,2,1,03
020,293.86,2011000142,2011,020,24,06,02,09,12,2,3,2,2,1,01
090,11.76,2011000143,2011,090,17,11,02,09,06,7,4,1,1,1,01
005,166.86,2011000144,2011,005,17,11,01,25,12,1,4,1,1,1,03
101,83.43,2011000145,2011,101,14,14,02,16,05,1,1,1,2,1,02
097,2.13,2011000146,2011,097,20,02,01,11,98,1,1,2,3,4,04
005LX13609,0.03,2011000147,2011,005,27,11,02,02,02,5,1,2,1,1,01
090,71.13,2011000148,2011,090,19,01,02,03,98,1,4,1,4,1,03
243,19.45,2011000149,2011,243,13,06,02,07,50,7,4,6,1,6,07
005,135.07,2011000150,2011,005,27,11,02,07,05,1,5,1,1,1,01
005,199.56,2011000151,2011,005,31,11,02,18,01,3,4,1,1,6,01
906,0.72,2011000152,2011,906,19,07,02,19,71,3,3,2,1,1,01
082,23.01,2011000153,2011,082,39,01,02,14,06,1,4,2,1,6,01
012,138.59,2011000154,2011,012,21,02,02,19,33,2,4,6,1,6,01
005,83.72,2011000155,2011,005,21,11,02,07,15,1,4,1,1,6,02
090,297.49,2011000156,2011,090,32,11,02,19,05,1,5,1,1,1,01
090,72.44,2011000157,2011,090,19,01,01,05,06,6,4,6,3,6,04
101,50.99,2011000158,2011,101,25,02,02,05,32,1,4,5,2,6,02
433,0.25,2011000159,2011,433,08,14,02,15,04,7,4,2,2,1,03
003,34.23,2011000160,2011,003,18,14,02,01,04,1,5,2,1,1,01
410,6.51,2011000161,2011,410,27,16,02,04,06,1,4,1,1,1,01
012,43.08,2011000162,2011,012,34,02,02,18,01,2,4,1,2,1,03
014,1.74,2011000163,2011,014,06,12,02,04,71,2,4,1,1,6,01
005,44.57,2011000164,2011,005,08,01,02,15,04,1,4,1,1,1,02
167LX01385,0.02,2011000165,2011,167,17,12,02,18,16,1,4,2,1,1,01
012,149.65,2011000166,2011,012,21,02,02,15,33,1,4,6,3,1,04
500,12.85,2011000167,2011,500,06,07,02,18,34,6,4,1,2,1,02
097,219.44,2011000168,2011,097,09,02,02,17,32,1,4,1,1,6,01
017,128.1,2011000169,2011,017,09,06,02,18,33,1,4,6,3,1,02
026,131.88,2011000170,2011,026,38,02,02,22,98,1,4,2,3,6,04
005,11.55,2011000171,2011,005,06,01,02,16,06,1,5,1,2,1,03
526,0.8,2011000172,2011,526,31,12,02,11,33,1,1,1,1,4,02
002,84.33,2011000173,2011,002,04,02,02,22,04,2,4,5,8,6,02
005,83.33,2011000174,2011,005,21,11,02,24,02,1,4,5,4,6,02
016S101539,0.38,2011000175,2011,016,27,12,02,18,06,1,1,6,1,1,01
005,186.19,2011000178,2011,005,31,11,01,13,06,1,5,1,2,1,01
097,52.84,2011000179,2011,097,39,02,02,09,62,2,4,2,1,6,01
003,2.72,2011000181,2011,003,23,14,01,12,02,1,3,1,3,1,03
099,41.63,2011000182,2011,099,31,14,02,16,03,1,1,1,2,1,01
527,0.1,2011000183,2011,527,31,14,02,14,13,7,1,2,2,1,03
099,31.45,2011000184,2011,099,17,14,02,02,02,1,1,1,1,1,01
099,42.95,2011000185,2011,099,31,14,02,12,06,7,5,2,2,4,01
007,46.7,2011000186,2011,007,27,14,02,15,04,5,5,1,2,1,02
005,234.58,2011000187,2011,005,29,01,02,24,98,1,4,2,3,1,01
018,25.47,2011000188,2011,018,17,02,02,22,06,1,4,2,3,1,04
405,12.18,2011000189,2011,405,17,11,02,01,05,4,4,1,1,1,01
018,24.33,2011000190,2011,018,17,02,02,14,33,6,4,6,2,6,03
005,33.45,2011000191,2011,005,08,01,02,23,02,1,4,1,3,3,04
005,128.89,2011000192,2011,005,27,11,02,21,04,1,4,1,1,4,01
005,239.91,2011000193,2011,005,29,01,02,21,33,1,4,5,1,6,01
090,53.07,2011000194,2011,090,19,01,02,21,05,1,4,5,3,4,04
395,20.98,2011000195,2011,395,03,12,02,16,06,7,1,2,1,1,01
090,88.08,2011000196,2011,090,19,01,02,24,06,1,4,1,3,1,04
101,365.5,2011000197,2011,101,34,12,02,24,04,1,4,6,2,1,08
005,38.2,2011000198,2011,005,08,11,02,23,02,1,4,5,3,6,04
395,88.38,2011000199,2011,395,01,02,02,25,33,7,4,2,1,4,01
395,215.09,2011000200,2011,395,33,02,02,26,34,2,4,1,1,6,01
167,27.8,2011000201,2011,167,17,14,02,17,05,1,1,1,1,1,01
167,23.57,2011000202,2011,167,17,12,02,23,06,7,4,2,3,1,02
099,0.18,2011000203,2011,099,27,14,02,25,07,1,1,1,1,1,01
097FD06858,0.53,2011000204,2011,097,39,06,02,28,06,1,1,1,2,1,02
090,67.42,2011000206,2011,090,19,01,02,22,05,6,4,2,3,1,04
005,34.08,2011000207,2011,005,08,01,03,01,33,1,4,1,3,2,04
097,242.75,2011000208,2011,097,24,02,02,28,12,1,4,1,4,1,01
500,21.75,2011000209,2011,500,06,16,02,18,07,1,1,1,1,1,01
101,239.26,2011000210,2011,101,05,02,02,15,60,1,4,6,2,1,03
432,5.06,2011000211,2011,432,08,14,01,28,04,6,4,1,1,1,01
025,82.97,2011000212,2011,025,33,06,02,11,04,1,4,2,1,1,01
025,114.52,2011000213,2011,025,33,06,02,16,06,6,7,6,1,1,01
026,22.44,2011000214,2011,026,13,02,02,11,32,1,5,1,1,5,01
005,163.64,2011000215,2011,005,17,11,02,15,16,1,4,2,2,3,02
005,32.9,2011000216,2011,005,08,01,02,25,98,1,4,1,4,6,01
005,33.88,2011000217,2011,005,08,01,02,25,98,1,4,2,4,1,01
500,6.27,2011000218,2011,500,06,12,02,17,02,1,3,1,1,1,01
005,162.24,2011000219,2011,005,17,11,02,24,02,1,4,6,3,1,02
005,162.54,2011000220,2011,005,17,11,02,15,06,7,4,2,2,4,02
512,0.68,2011000221,2011,512,27,12,02,16,04,1,4,1,2,4,02
005,22.54,2011000222,2011,005,08,01,02,24,33,1,4,1,4,6,01
012,142.07,2011000223,2011,012,21,02,02,28,15,1,4,6,3,1,04
005,78.87,2011000224,2011,005,21,11,02,24,06,7,4,1,4,1,06
099,46.59,2011000225,2011,099,31,14,02,23,04,7,1,1,3,1,02
005,233.89,2011000226,2011,005,29,01,02,24,06,1,4,1,4,1,01
005CD13280,1.45,2011000227,2011,005,27,11,02,17,02,1,1,1,2,1,01
090,275.51,2011000228,2011,090,32,11,02,23,02,1,4,2,4,1,01
397,18.79,2011000229,2011,397,11,14,03,02,07,1,1,1,1,1,02
101,251.53,2011000230,2011,101,05,02,02,23,01,2,4,8,3,1,04
405,3.18,2011000231,2011,405,17,11,02,25,05,1,4,1,1,1,01
104,12.8,2011000232,2011,104,16,02,03,01,54,1,4,2,2,1,03
101,166.64,2011000233,2011,101,16,02,02,23,34,1,4,6,2,1,01
099,20.57,2011000234,2011,099,17,12,03,03,04,1,4,1,1,1,01
005,138.85,2011000235,2011,005,27,11,02,28,06,1,4,1,2,6,03
003,40.95,2011000236,2011,003,18,12,03,04,33,1,4,1,4,4,01
005,19.81,2011000237,2011,005,06,01,02,22,16,1,4,1,2,1,03
028P100384B,0.23,2011000238,2011,028,09,12,03,02,04,1,1,5,1,1,05
395,25.94,2011000239,2011,395,11,12,03,04,04,1,1,1,1,1,02
090,76.98,2011000240,2011,090,19,01,03,04,06,1,4,2,2,4,04
395,20.98,2011000241,2011,395,03,12,02,24,06,1,5,1,1,4,01
166,4.76,2011000242,2011,166,18,16,03,03,06,1,1,2,1,1,01
395,185.25,2011000243,2011,395,32,02,02,25,02,1,1,2,4,1,01
005,167.33,2011000244,2011,005,17,11,03,07,06,7,4,1,1,1,01
005,163.26,2011000245,2011,005,17,11,03,07,04,1,5,1,1,1,01
291,0.07,2011000246,2011,291,32,14,03,06,13,1,1,1,1,4,01
090,36.69,2011000247,2011,090,17,01,02,24,98,1,4,6,8,1,01
082,118.16,2011000248,2011,082,03,01,03,01,11,7,4,6,3,6,04
101,143.58,2011000249,2011,101,14,02,02,21,54,1,4,1,1,6,01
005,141,2011000250,2011,005,17,11,02,23,06,1,4,1,2,1,02
005,156.11,2011000252,2011,005,17,11,02,20,06,1,4,6,1,4,01
512Q100934,0.05,2011000253,2011,512,27,12,02,24,06,1,4,2,3,6,04
005,148.15,2011000254,2011,005,17,11,02,26,71,2,4,1,1,6,01
005,0.28,2011000255,2011,005,06,11,02,24,06,1,4,2,2,4,02
005,27.63,2011000256,2011,005,08,01,02,24,33,1,4,2,4,6,04
112,57.02,2011000257,2011,112,05,07,03,06,01,2,4,1,4,1,01
101,5.07,2011000258,2011,101,25,06,02,23,34,2,4,1,3,4,06
014,139.91,2011000259,2011,014,20,07,02,22,60,6,4,1,1,6,01
097,18.8,2011000260,2011,097,20,02,02,24,98,0,4,2,3,1,04
005LX13609,0,2011000261,2011,005,27,11,03,01,06,7,1,1,2,1,03
405P100363,0.2,2011000262,2011,405,17,11,02,17,06,1,4,6,2,1,01
012,20.5,2011000263,2011,012,14,02,02,24,13,1,4,2,3,2,04
005,87.87,2011000264,2011,005,34,01,02,24,33,1,4,5,3,1,02
097,44.72,2011000265,2011,097,39,02,03,07,34,1,4,2,1,1,01
082,32.57,2011000266,2011,082,39,11,03,01,06,1,4,4,2,1,03
005,116.9,2011000267,2011,005,27,01,02,23,06,1,4,1,2,3,02
090,28.07,2011000268,2011,090,17,01,02,24,12,6,4,1,3,6,04
099,42.41,2011000269,2011,099,31,14,02,22,04,1,4,1,3,1,04
090,88.14,2011000271,2011,090,19,01,03,01,06,1,4,2,3,1,04
432,4.14,2011000272,2011,432,08,14,02,22,16,7,4,1,2,1,02
090,57.52,2011000273,2011,090,19,01,03,01,04,1,4,5,3,1,04
090,56.42,2011000274,2011,090,19,01,03,04,33,1,4,5,2,1,02
005,131.29,2011000275,2011,005,27,11,03,06,33,2,4,1,1,4,01
128,0.56,2011000276,2011,128,38,07,03,08,33,4,4,1,1,4,01
530,6.22,2011000277,2011,530,31,06,03,09,71,2,4,1,1,6,02
005,75.05,2011000278,2011,005,21,11,03,09,06,6,4,1,2,1,03
005,67.34,2011000279,2011,005,21,01,03,14,06,1,4,1,1,1,02
090,49.62,2011000280,2011,090,17,01,02,23,16,1,4,2,3,1,08
082,56.92,2011000281,2011,082,39,01,03,02,27,1,4,1,1,6,01
082,73.79,2011000282,2011,082,39,11,03,07,06,1,4,1,1,1,01
097,151.43,2011000283,2011,097,04,02,02,28,98,1,4,8,3,1,04
097,156.58,2011000284,2011,097,04,02,03,13,04,1,4,2,3,1,04
005CD13280,0.18,2011000285,2011,005,27,11,03,07,16,7,4,2,1,1,02
002,283.85,2011000286,2011,002,32,14,03,13,33,1,3,1,1,1,01
099,38.38,2011000287,2011,099,31,14,03,14,07,1,3,1,2,1,03
099,0.18,2011000288,2011,099,27,14,03,01,07,1,1,1,2,1,02
005,182.2,2011000289,2011,005,31,11,01,21,71,1,4,1,2,1,03
395,189.23,2011000290,2011,395,33,02,02,18,62,2,4,5,1,6,01
501,0.39,2011000291,2011,501,06,14,01,09,02,5,1,1,2,4,03
097,161.06,2011000292,2011,097,04,02,02,28,60,1,4,2,3,6,04
099P103278,0.08,2011000293,2011,099,17,12,02,08,04,6,5,5,1,1,01
202COREDMND,0.19,2011000294,2011,202,17,14,03,10,06,7,1,1,2,1,01
082R104467,0.37,2011000295,2011,082,39,01,01,13,50,1,4,2,4,2,02
017,12.69,2011000296,2011,017,11,02,03,10,50,7,1,1,1,6,01
005,159.77,2011000297,2011,005,17,11,03,05,33,1,4,1,2,6,01
099,39.84,2011000298,2011,099,31,14,03,06,02,2,3,2,1,4,01
097,74.06,2011000299,2011,097,39,12,02,28,12,2,1,1,2,1,03
028,37.44,2011000300,2011,028,13,06,02,17,62,2,4,1,1,6,01
904,16.63,2011000301,2011,904,32,06,03,13,71,2,1,1,2,6,03
020,30.3,2011000302,2011,020,15,14,03,03,33,5,4,2,1,1,01
395,97.26,2011000303,2011,395,01,02,03,06,04,6,4,1,1,3,02
016,0.44,2011000304,2011,016,27,12,03,04,06,4,4,6,2,4,02
101,319.33,2011000305,2011,101,23,02,02,20,34,2,4,6,4,6,02
527,1.23,2011000306,2011,527,31,14,03,17,02,2,4,1,1,1,01
007,41.99,2011000307,2011,007,27,14,03,07,33,3,1,5,1,4,01
005,249.96,2011000308,2011,005,37,11,03,17,32,1,4,2,1,6,01
512,0.14,2011000309,2011,512,27,12,03,18,04,1,4,1,2,1,03
005,154.09,2011000310,2011,005,17,11,03,14,04,7,4,2,2,4,03
097,29.61,2011000311,2011,097,20,02,03,09,34,1,4,2,2,6,03
014,98.36,2011000312,2011,014,20,02,03,01,04,6,4,1,1,6,01
005,105.74,2011000313,2011,005,34,11,03,07,04,1,4,6,1,1,01
090,28.73,2011000314,2011,090,17,01,02,21,33,1,4,2,3,6,04
405,12.49,2011000315,2011,405,17,11,03,03,04,1,4,5,1,1,01
405,10.79,2011000316,2011,405,17,11,03,08,98,1,5,1,2,1,03
167,9.78,2011000317,2011,167,27,12,03,08,16,7,4,1,1,1,01
005R109958,0.31,2011000318,2011,005,34,11,03,07,06,1,2,6,1,1,01
090,266.84,2011000319,2011,090,32,01,03,09,04,1,4,1,3,1,04
090,142.88,2011000320,2011,090,13,01,02,26,04,1,4,1,1,6,01
101,279.97,2011000321,2011,101,16,02,03,09,06,7,4,1,2,1,03
005,114.97,2011000322,2011,005,34,11,03,10,06,1,4,1,2,1,02
005,69.16,2011000324,2011,005,21,01,03,12,33,6,4,2,1,6,02
005,57.31,2011000325,2011,005,21,01,03,08,04,1,4,1,2,6,03
005,183.98,2011000326,2011,005,31,11,03,09,04,7,4,1,2,1,03
005,192.78,2011000327,2011,005,31,11,03,16,04,1,4,1,1,1,01
124,17,2011000328,2011,124,36,06,03,16,99,1,4,1,1,1,01
090,127.28,2011000329,2011,090,19,01,03,07,54,1,4,2,1,1,01
090P110089,0.13,2011000330,2011,090,19,01,03,07,62,1,4,1,1,4,01
544,4.9,2011000331,2011,544,37,07,02,22,01,6,4,5,4,1,01
090,61.42,2011000332,2011,090,19,01,03,18,04,1,4,1,1,6,02
090,87.1,2011000333,2011,090,19,01,03,10,04,7,4,6,1,1,01
090,94.33,2011000334,2011,090,19,01,03,16,06,7,4,6,1,6,01
542,14.63,2011000335,2011,542,37,06,03,09,99,1,4,6,2,1,02
003,14.75,2011000336,2011,003,23,02,03,10,04,1,1,3,2,1,03
405,15.37,2011000337,2011,405,17,11,03,16,04,1,4,2,1,1,01
500,1.8,2011000338,2011,500,06,12,03,09,02,7,1,6,2,1,02
090,160.1,2011000339,2011,090,13,01,03,05,05,1,4,1,1,1,01
002,242.73,2011000340,2011,002,22,02,02,28,71,2,4,1,1,4,02
501,0.39,2011000341,2011,501,06,14,03,10,03,1,1,2,2,1,03
082,34.97,2011000342,2011,082,39,11,03,25,04,1,4,1,1,1,01
167,23.67,2011000343,2011,167,17,12,03,24,04,1,4,1,2,4,03
161,25.64,2011000344,2011,161,27,14,02,18,07,1,1,1,1,1,01
005,15.45,2011000345,2011,005,06,01,03,13,33,1,4,5,2,1,03
082LX03324,0.2,2011000346,2011,082,39,11,03,17,12,1,1,2,1,1,02
090,96.18,2011000347,2011,090,19,01,03,10,54,1,4,5,1,1,01
090,297.14,2011000348,2011,090,32,11,03,19,71,2,4,5,1,6,09
002,316.95,2011000349,2011,002,26,02,03,26,71,2,4,1,2,4,02
002,34,2011000350,2011,002,31,02,03,24,33,4,4,2,1,6,01
507,41.64,2011000351,2011,507,27,06,03,19,12,4,4,9,4,1,02
097,68.7,2011000352,2011,097,39,06,02,04,71,2,1,1,1,4,01
003,21.83,2011000353,2011,003,23,02,03,06,34,2,4,6,1,6,01
012,384.2,2011000354,2011,012,07,02,03,14,06,7,4,5,1,1,01
005,122.84,2011000355,2011,005,27,11,03,16,06,6,4,2,2,1,02
005,125.29,2011000356,2011,005,27,11,03,17,33,1,4,1,1,4,01
014,22.52,2011000357,2011,014,30,02,03,14,33,7,4,6,2,1,02
014,83.82,2011000358,2011,014,20,02,03,12,60,1,4,2,1,1,02
014,14.64,2011000359,2011,014,06,12,03,15,02,1,1,1,2,4,03
099P103130,0.18,2011000360,2011,099,17,12,03,21,33,1,1,2,2,4,02
101,102.74,2011000361,2011,101,14,02,03,16,34,1,4,5,3,1,03
012,29.7,2011000362,2011,012,14,02,03,11,14,1,4,1,1,1,01
090,261.71,2011000363,2011,090,32,01,03,01,06,7,5,1,2,6,02
005LX09521,0,2011000364,2011,005,34,01,03,22,02,1,1,1,2,1,02
026,25.75,2011000365,2011,026,13,02,03,17,50,1,4,1,1,6,01
101,316.84,2011000366,2011,101,23,02,03,14,34,1,4,2,5,6,03
395,215.2,2011000367,2011,395,33,02,03,18,32,1,4,1,1,6,02
005,14.95,2011000368,2011,005,06,01,03,18,06,1,4,1,2,1,02
014,13.1,2011000369,2011,014,06,12,03,18,13,1,3,6,2,1,03
005,4.2,2011000370,2011,005,06,11,03,18,05,1,4,2,2,1,03
195,60.68,2011000371,2011,195,38,02,03,15,50,1,4,4,1,6,02
090,281.6,2011000372,2011,090,32,11,03,23,04,1,4,2,1,4,01
005,201.59,2011000373,2011,005,31,11,03,21,04,7,4,1,1,1,02
