rd_inv,milepost,caseno,accyr,rte_nbr,county,func_cls,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
002,10.16,2009008846,2009,002,31,02,04,19,13,7,1,1,1,1,02
500,2.38,2009008847,2009,500,06,12,04,18,06,1,1,5,1,1,01
527,4.09,2009008848,2009,527,31,14,04,15,06,1,2,1,1,1,01
520,1.63,2009008849,2009,520,17,12,04,18,06,1,4,1,1,1,01
005,166.04,2009008850,2009,005,17,11,04,18,06,1,4,1,1,1,01
005,169.59,2009008851,2009,005,17,11,04,18,06,1,4,1,1,1,01
005,172.77,2009008852,2009,005,17,11,04,18,05,1,4,1,1,1,01
005,166.82,2009008853,2009,005,17,11,04,18,06,1,4,1,1,1,01
005,169.69,2009008854,2009,005,17,11,04,19,06,1,4,1,1,1,01
005,169.69,2009008855,2009,005,17,11,04,19,06,1,4,1,1,1,01
005,171.11,2009008856,2009,005,17,11,04,19,04,1,4,6,1,1,01
082S110200,0.87,2009008857,2009,082,03,01,04,19,54,1,5,1,1,3,01
520,4.05,2009008858,2009,520,17,12,04,14,06,1,4,1,2,1,03
090,12,2009008859,2009,090,17,11,04,15,05,1,4,1,1,1,01
405,15.25,2009008860,2009,405,17,11,04,21,50,1,4,2,1,1,01
405,10.39,2009008861,2009,405,17,11,04,15,06,1,4,2,1,1,01
002,24.81,2009008862,2009,002,31,02,04,19,06,6,1,1,1,1,01
005,215.93,2009008863,2009,005,31,01,04,19,33,6,4,4,1,1,01
005,156.36,2009008864,2009,005,17,11,04,19,05,1,4,2,1,1,01
022,3.92,2009008865,2009,022,39,07,04,19,13,7,1,1,1,1,01
410,6.33,2009008866,2009,410,27,16,04,20,06,1,1,1,1,1,01
129LX04083,0.1,2009008867,2009,129,02,16,04,20,12,6,1,1,1,1,01
090,1.46,2009008868,2009,090,17,11,04,13,33,7,4,5,2,4,02
007,52.21,2009008869,2009,007,27,14,04,18,06,1,4,2,1,1,01
512,9.27,2009008870,2009,512,27,12,04,18,33,7,4,1,1,1,01
007,52.22,2009008871,2009,007,27,14,04,19,06,6,4,2,1,1,01
900,1.96,2009008872,2009,900,17,14,04,20,05,1,7,5,1,1,01
518Q100291,0.24,2009008873,2009,518,17,12,04,19,06,1,1,2,1,1,01
405,1.53,2009008874,2009,405,17,11,04,19,06,1,4,1,1,1,01
090,26.63,2009008875,2009,090,17,01,04,14,33,1,4,8,3,1,04
002,325.89,2009008876,2009,002,26,02,04,01,12,7,1,1,1,1,01
520P101237,0.46,2009008877,2009,520,17,12,04,19,06,1,1,1,1,1,01
510,7.43,2009008878,2009,510,34,06,04,19,06,7,8,1,1,1,01
005S108238,0.08,2009008879,2009,005,21,11,03,28,06,1,4,2,2,1,03
006,47.99,2009008880,2009,006,21,06,04,11,33,0,4,6,2,4,03
005,18.4,2009008881,2009,005,06,01,05,04,04,1,4,2,7,6,03
224,8.36,2009008882,2009,224,03,16,05,06,16,7,4,1,1,1,01
502,6.12,2009008883,2009,502,06,14,05,05,03,7,1,1,2,4,02
908,0.41,2009008884,2009,908,17,14,05,07,05,1,1,2,1,1,02
005,183.66,2009008885,2009,005,31,11,05,07,06,1,5,2,1,1,02
291,11.71,2009008886,2009,291,33,07,05,02,34,6,4,5,2,1,02
405,25.05,2009008887,2009,405,31,11,04,04,50,7,4,1,1,3,01
005,173.85,2009008888,2009,005,17,11,05,01,06,7,4,2,1,1,01
005LX17150,0.24,2009008889,2009,005,17,11,05,06,33,1,4,5,2,4,03
027,89.15,2009008890,2009,027,32,14,05,05,06,7,1,2,1,4,01
410,4.18,2009008892,2009,410,27,16,05,04,06,1,4,2,1,1,01
005,166.82,2009008893,2009,005,17,11,05,01,06,1,4,5,1,1,01
005,166.44,2009008894,2009,005,17,11,02,27,06,7,4,1,1,1,01
005,165.25,2009008895,2009,005,17,11,04,28,06,1,4,2,1,1,01
005,172.73,2009008896,2009,005,17,11,05,01,05,1,4,1,1,1,01
005,182.96,2009008897,2009,005,31,11,04,28,06,7,4,1,1,1,01
005,202.45,2009008898,2009,005,31,11,04,21,06,1,4,1,1,1,01
005,115.27,2009008899,2009,005,27,01,05,02,06,7,4,1,2,1,01
202,7.45,2009008900,2009,202,17,14,04,25,05,1,5,2,1,1,01
090,268.17,2009008901,2009,090,32,01,05,01,60,1,4,6,1,1,01
005P113135,1.02,2009008902,2009,005,27,11,04,24,06,1,4,1,1,1,01
005Q113269,0.01,2009008903,2009,005,27,11,04,16,04,1,4,5,1,4,01
005,127.44,2009008904,2009,005,27,11,04,17,06,1,4,1,1,1,01
005CI13031,0.3,2009008905,2009,005,27,11,04,15,50,6,4,1,1,4,01
005,132.88,2009008906,2009,005,27,11,04,24,33,1,4,2,1,4,01
005,126.45,2009008907,2009,005,27,11,04,16,06,1,4,1,1,1,01
005,126.75,2009008908,2009,005,27,11,04,17,06,1,4,1,1,1,01
005,120.92,2009008909,2009,005,27,11,04,17,06,1,4,1,1,1,01
005,126.07,2009008910,2009,005,27,11,04,17,06,1,5,1,1,1,01
005,135.65,2009008911,2009,005,27,11,04,24,06,7,4,2,1,1,01
005,135.91,2009008912,2009,005,27,11,04,17,32,1,4,1,1,4,01
005CD13108,0.35,2009008913,2009,005,27,11,04,24,33,1,1,5,1,4,01
005,126.85,2009008914,2009,005,27,11,04,23,06,1,4,1,1,1,01
005,120.97,2009008915,2009,005,27,11,05,02,04,1,4,1,1,1,01
005,131,2009008916,2009,005,27,11,04,26,06,7,5,1,1,1,01
005R112295,0.28,2009008917,2009,005,27,11,05,01,06,1,1,2,1,1,01
007,57.01,2009008918,2009,007,27,14,05,02,06,1,1,1,2,1,03
005,119.4,2009008919,2009,005,27,11,05,03,33,1,4,5,1,1,01
005,130.76,2009008920,2009,005,27,11,04,28,05,1,4,1,2,4,03
016,1.72,2009008921,2009,016,27,12,05,02,12,7,5,2,2,1,03
167,9.52,2009008922,2009,167,27,12,05,02,33,1,4,1,2,1,03
005,115.69,2009008923,2009,005,27,01,04,28,06,1,4,2,2,6,03
005LX13609,0.03,2009008924,2009,005,27,11,04,27,04,1,1,1,1,1,01
005,136.25,2009008925,2009,005,27,11,05,03,06,7,4,1,1,4,01
082,33.61,2009008926,2009,082,39,11,05,03,05,1,1,1,1,3,01
204,1.3,2009008927,2009,204,31,12,05,02,33,1,4,2,1,4,01
005,204.85,2009008928,2009,005,31,11,05,02,04,1,4,1,2,6,03
005,195.66,2009008929,2009,005,31,11,04,17,06,6,4,1,1,6,01
005,207.81,2009008930,2009,005,31,01,04,24,33,1,4,1,1,3,01
161,32.3,2009008931,2009,161,27,14,03,06,06,1,1,1,1,4,01
167LX01066,0.02,2009008932,2009,167,27,12,03,12,03,6,1,1,1,1,01
002,28.83,2009008933,2009,002,31,02,03,07,06,1,4,1,3,1,04
002,28.79,2009008934,2009,002,31,02,03,07,06,1,4,1,3,1,04
014,45.61,2009008935,2009,014,30,02,03,06,13,1,3,6,1,4,01
005,136.06,2009008936,2009,005,27,11,03,10,06,5,4,1,1,1,01
225,0.43,2009008938,2009,225,03,07,03,06,06,7,3,6,1,4,01
303,6.4,2009008939,2009,303,18,12,03,07,33,1,4,1,3,6,04
002,283.2,2009008940,2009,002,32,14,03,13,04,1,3,2,9,1,00
405,5.9,2009008941,2009,405,17,11,03,06,16,1,4,2,1,1,01
004,60.7,2009008942,2009,004,08,14,03,06,74,7,3,1,1,1,01
112,51.93,2009008943,2009,112,05,07,03,07,60,1,4,1,3,1,04
005,1.78,2009008944,2009,005,06,11,04,30,04,1,4,1,1,3,01
005,15.99,2009008945,2009,005,06,01,03,07,05,1,4,1,1,6,02
503,4.48,2009008946,2009,503,06,14,04,28,06,6,1,2,2,1,02
908,0.62,2009008947,2009,908,17,14,03,07,06,1,4,2,3,4,04
243,14.43,2009008948,2009,243,13,06,03,06,33,1,4,5,1,1,01
101,275.49,2009008949,2009,101,16,02,03,07,60,1,4,2,4,6,01
104,1.25,2009008950,2009,104,16,02,03,07,33,1,4,2,4,6,02
161,24.71,2009008951,2009,161,27,14,03,05,06,1,5,1,2,1,02
525,9.13,2009008952,2009,525,15,02,03,07,16,1,1,5,1,1,01
099,9.27,2009008953,2009,099,17,14,03,07,06,1,1,2,1,4,02
181,0.24,2009008954,2009,181,17,14,03,11,06,7,1,1,1,4,01
099,40.58,2009008955,2009,099,31,14,03,06,07,1,1,1,1,1,01
028,57.03,2009008956,2009,028,13,06,03,11,03,1,1,1,1,4,01
281,4.96,2009008957,2009,281,13,02,03,07,50,1,4,1,2,6,02
405,17.47,2009008959,2009,405,17,11,03,07,50,6,4,5,4,4,02
005,149.39,2009008960,2009,005,17,11,03,11,06,1,5,2,1,1,01
539,0.05,2009008961,2009,539,37,14,03,06,02,0,1,2,1,4,01
516,1.19,2009008962,2009,516,17,14,03,10,06,1,3,1,1,1,01
090,3.96,2009008963,2009,090,17,11,03,10,06,7,4,5,1,1,01
405,19.43,2009008964,2009,405,17,11,03,12,06,1,4,1,1,1,01
520,6.95,2009008965,2009,520,17,12,03,06,06,1,4,5,1,1,01
020,353.75,2009008966,2009,020,33,06,03,07,01,7,1,1,1,1,02
522,2.92,2009008967,2009,522,17,14,03,06,71,5,1,1,1,4,01
099,8.33,2009008968,2009,099,17,14,03,06,06,7,2,1,1,1,01
005P122851,0.36,2009008969,2009,005,29,11,03,05,06,1,1,2,1,1,01
528,0.8,2009008970,2009,528,31,16,03,06,06,1,1,1,1,3,01
099,34.21,2009008971,2009,099,17,14,03,12,12,1,1,1,1,1,01
285,1.24,2009008972,2009,285,04,14,03,05,06,1,1,1,1,1,02
005,142.75,2009008973,2009,005,17,11,03,10,06,1,4,1,1,1,01
005LX12586,0.14,2009008974,2009,005,27,11,03,07,06,1,1,2,1,1,01
005,143.9,2009008975,2009,005,17,11,03,12,06,1,4,1,1,1,01
005FD18893,0.13,2009008976,2009,005,31,11,03,06,06,1,4,2,1,1,01
526LX00354,0.09,2009008977,2009,526,31,12,03,12,05,1,4,2,1,1,01
516,2.24,2009008978,2009,516,17,12,03,06,07,7,1,1,1,1,01
520,4.58,2009008979,2009,520,17,12,03,07,33,1,4,6,1,4,01
520P101237,0.46,2009008980,2009,520,17,12,03,13,06,7,1,5,1,1,01
529,6.5,2009008981,2009,529,31,12,03,07,62,7,4,1,3,6,06
101,175.77,2009008982,2009,101,16,02,03,10,60,6,4,1,1,6,01
405,24.41,2009008983,2009,405,17,11,03,09,16,1,4,1,3,1,02
005,164.06,2009008984,2009,005,17,11,03,06,06,7,4,1,1,1,01
204,0.37,2009008985,2009,204,31,12,03,10,06,1,1,5,1,1,01
405,2.25,2009008986,2009,405,17,11,03,11,06,7,4,1,1,1,01
005,168.27,2009008987,2009,005,17,11,03,07,33,1,4,1,3,4,06
405,6.12,2009008988,2009,405,17,11,03,06,06,7,4,1,1,1,01
003,39.35,2009008989,2009,003,18,12,03,07,33,1,4,6,4,4,01
016,16.76,2009008990,2009,016,18,02,03,06,33,1,4,1,1,1,01
007,54.1,2009008991,2009,007,27,14,03,05,05,1,1,1,1,4,02
163,0.61,2009008992,2009,163,27,14,03,05,06,1,4,1,1,1,01
090,2.57,2009008993,2009,090,17,11,03,06,06,7,4,2,1,4,01
405,22.9,2009008994,2009,405,17,11,03,07,33,1,4,1,2,1,04
005,215.63,2009008995,2009,005,31,01,03,10,04,1,4,1,1,2,01
005,123.55,2009008996,2009,005,27,11,03,06,06,7,4,1,1,1,02
005CI13031,0.36,2009008997,2009,005,27,11,03,08,33,1,2,6,2,1,04
005,122.58,2009008998,2009,005,27,11,03,08,06,7,4,1,2,1,01
125,4.45,2009008999,2009,125,36,14,03,05,04,1,1,5,2,4,04
270,9.07,2009009000,2009,270,38,02,03,05,02,1,1,1,3,1,03
005,104.17,2009009001,2009,005,34,11,03,07,06,7,4,2,2,1,03
304TBCOUPLT,0.21,2009009002,2009,304,18,14,03,06,05,1,1,1,1,1,01
099,40.58,2009009003,2009,099,31,14,03,06,04,1,5,1,1,1,01
524,4.5,2009009004,2009,524,31,14,03,13,04,1,1,1,1,1,01
099,34.45,2009009005,2009,099,17,14,03,13,05,7,4,1,1,1,02
903,5.33,2009009006,2009,903,19,07,03,07,07,1,4,1,1,1,04
515,5.26,2009009007,2009,515,17,16,03,07,02,1,1,2,2,1,01
900CO2NDST,0.64,2009009009,2009,900,17,14,03,07,05,1,4,2,2,1,02
515,6.73,2009009010,2009,515,17,16,03,09,06,1,1,2,2,1,01
099,9.54,2009009011,2009,099,17,14,03,05,71,1,1,1,2,1,02
599P100147,0.31,2009009012,2009,599,17,12,03,09,06,1,1,5,3,4,04
028,50.77,2009009013,2009,028,13,14,03,13,06,7,1,1,1,2,01
101,14,2009009014,2009,101,25,07,03,12,61,7,4,1,1,1,01
405S501384,0.05,2009009015,2009,405,17,11,03,08,33,1,4,4,1,3,02
522,12.87,2009009016,2009,522,17,12,03,06,05,1,4,1,1,1,01
270,2.27,2009009018,2009,270,38,14,03,06,03,1,1,1,1,4,01
005,267.94,2009009019,2009,005,37,01,03,10,50,7,4,1,1,1,01
823,1.84,2009009020,2009,823,39,14,03,06,03,1,3,1,1,1,01
529,7.16,2009009021,2009,529,31,14,03,07,62,1,4,5,3,6,04
405LX01277,0.05,2009009022,2009,405,17,11,03,07,02,1,1,1,2,1,02
290,3.93,2009009024,2009,290,32,14,03,10,12,7,1,1,1,1,01
005,128.86,2009009025,2009,005,27,11,03,12,06,7,4,1,1,1,01
005R113208,0.28,2009009026,2009,005,27,11,03,12,06,1,1,2,1,1,01
005,135.96,2009009027,2009,005,27,11,03,06,15,1,4,1,1,1,01
005,116.02,2009009028,2009,005,27,01,03,06,06,7,4,1,1,1,01
007,52.18,2009009029,2009,007,27,14,03,10,06,7,1,1,1,1,01
310,0.99,2009009030,2009,310,18,14,03,12,06,7,4,1,1,1,01
117,0.77,2009009031,2009,117,05,16,03,10,34,0,4,6,1,6,01
101,249.03,2009009032,2009,101,05,14,03,07,13,7,3,1,3,1,04
101COABERDN,2.05,2009009033,2009,101,14,14,03,06,02,7,1,1,1,1,01
405,5.52,2009009034,2009,405,17,11,03,06,06,1,4,2,1,1,01
005,142.93,2009009035,2009,005,17,11,03,07,33,1,4,1,1,4,02
405,5.28,2009009036,2009,405,17,11,03,06,06,1,4,1,1,4,01
167,26.82,2009009037,2009,167,17,12,03,06,50,5,4,1,1,6,01
405,2.15,2009009038,2009,405,17,11,03,06,06,1,4,2,4,2,01
167,27.68,2009009039,2009,167,17,12,03,06,06,1,4,1,1,1,01
405,8.22,2009009040,2009,405,17,11,03,06,06,7,4,2,1,1,01
515,3.01,2009009041,2009,515,17,16,03,08,17,1,3,2,2,1,01
005,146.92,2009009042,2009,005,17,11,03,06,33,1,4,1,4,6,01
522,1.82,2009009043,2009,522,17,14,03,06,06,7,1,1,1,1,01
291,1.77,2009009044,2009,291,32,14,03,13,02,1,1,1,1,4,01
002CODIVISN,0.93,2009009045,2009,002,32,14,03,08,12,1,1,1,2,1,01
099,0.18,2009009046,2009,099,21,16,03,06,06,1,5,1,1,1,01
522,9.91,2009009047,2009,522,17,14,03,07,04,7,5,1,2,1,01
525,4.28,2009009048,2009,525,31,14,03,12,06,1,5,1,1,1,01
536,4.55,2009009049,2009,536,29,16,03,06,06,7,5,1,1,1,01
536,4.92,2009009050,2009,536,29,16,03,06,13,1,1,1,1,1,01
538,0.7,2009009051,2009,538,29,16,03,05,06,7,1,1,2,1,03
538,1.21,2009009052,2009,538,29,16,03,07,05,1,3,1,2,4,02
082LX03324,0.06,2009009053,2009,082,39,11,03,06,06,7,1,1,1,4,01
171,2.79,2009009054,2009,171,13,14,03,06,03,1,1,1,1,3,01
164,0.84,2009009055,2009,164,17,16,03,10,16,1,4,1,1,1,01
012,361.85,2009009056,2009,012,07,02,03,10,06,6,6,1,3,1,01
012,5.01,2009009057,2009,012,14,14,03,06,03,1,6,1,1,1,01
529,0.67,2009009058,2009,529,31,14,03,05,71,7,1,1,1,4,02
529,1.92,2009009059,2009,529,31,14,03,06,06,1,4,6,1,2,01
099,5.76,2009009060,2009,099,17,14,03,05,06,1,4,1,2,1,03
522,3.12,2009009061,2009,522,17,14,03,12,06,1,4,1,1,1,01
099,33.34,2009009062,2009,099,17,14,03,12,14,1,1,1,1,1,01
519,0.49,2009009063,2009,519,17,14,03,13,04,1,1,1,1,1,01
182R100326,0.35,2009009064,2009,182,03,11,03,07,16,1,1,6,1,1,01
516,9.65,2009009065,2009,516,17,14,03,13,02,1,6,1,1,1,01
002,68.94,2009009066,2009,002,04,02,03,10,34,6,4,6,4,1,01
099,21.66,2009009067,2009,099,17,12,03,06,06,7,5,5,1,1,01
005LX10130,0.16,2009009068,2009,005,34,11,03,06,17,7,1,2,1,4,01
005,177.43,2009009069,2009,005,17,11,03,06,33,1,4,1,1,1,01
520,1.19,2009009070,2009,520,17,12,03,07,06,1,4,2,2,1,02
090,57.53,2009009071,2009,090,19,01,03,07,12,7,4,5,3,1,04
090,57.87,2009009072,2009,090,19,01,03,06,33,1,4,5,4,2,01
090,78.69,2009009073,2009,090,19,01,03,07,50,1,4,1,3,6,04
090,57.22,2009009074,2009,090,19,01,03,07,06,6,4,5,3,1,04
090,70.41,2009009075,2009,090,19,01,03,07,16,1,4,1,3,1,04
090,70.39,2009009076,2009,090,19,01,03,07,50,1,4,1,3,1,04
090,6.36,2009009077,2009,090,17,11,03,06,05,1,4,2,1,1,01
090,63.33,2009009078,2009,090,19,01,03,07,06,1,4,1,3,6,04
181,5.55,2009009079,2009,181,17,14,03,11,06,1,1,1,1,1,01
012,72.06,2009009080,2009,012,21,02,04,20,32,1,4,1,1,6,01
500,6.98,2009009081,2009,500,06,12,04,21,06,7,1,5,1,1,01
014,3.55,2009009082,2009,014,06,12,04,20,06,7,4,1,1,1,01
405,2,2009009083,2009,405,17,11,04,21,06,7,4,1,1,1,01
167,15.03,2009009084,2009,167,17,12,04,21,35,1,4,1,1,1,01
018,1.31,2009009085,2009,018,17,12,04,22,06,1,4,1,2,1,03
005RL005EXP,1.43,2009009086,2009,005,17,11,04,20,06,1,4,1,1,1,01
116,1.11,2009009087,2009,116,16,07,04,22,03,1,1,1,1,1,01
005,108.57,2009009088,2009,005,34,11,04,21,05,1,4,1,1,1,01
090,6.39,2009009089,2009,090,17,11,04,21,06,1,4,1,1,1,01
405,11.16,2009009090,2009,405,17,11,04,22,16,1,4,1,2,4,03
405,21.49,2009009091,2009,405,17,11,04,23,05,7,4,2,1,1,01
405,12.83,2009009092,2009,405,17,11,04,23,33,7,4,1,1,1,01
002,271.17,2009009093,2009,002,32,14,04,21,06,1,1,1,1,1,01
014,13.1,2009009094,2009,014,06,12,04,22,33,7,8,6,1,1,01
405,6.43,2009009095,2009,405,17,11,04,23,06,7,4,1,2,1,02
518,2.44,2009009096,2009,518,17,12,04,23,06,7,4,6,1,1,01
005,163.42,2009009097,2009,005,17,11,04,20,06,7,4,2,1,1,01
410,8.01,2009009098,2009,410,27,16,04,20,03,7,1,1,1,1,01
005,178.96,2009009099,2009,005,31,11,04,24,34,5,4,2,1,1,01
014,15.81,2009009100,2009,014,06,12,04,21,50,6,4,1,1,1,01
005,0.1,2009009101,2009,005,06,11,04,21,06,1,4,1,1,1,01
005,172.77,2009009102,2009,005,17,11,04,24,06,1,4,1,1,1,01
090,269.53,2009009103,2009,090,32,11,04,24,06,7,4,1,1,1,01
090,278.27,2009009104,2009,090,32,11,04,24,05,1,1,5,1,1,01
002,272.16,2009009105,2009,002,32,14,04,25,03,1,1,1,1,1,02
162,3.64,2009009106,2009,162,27,16,04,23,34,1,4,1,1,1,01
005,200.07,2009009107,2009,005,31,11,04,23,06,7,4,1,1,1,01
285,4.03,2009009108,2009,285,04,14,04,24,07,6,1,1,1,4,01
005,180.1,2009009109,2009,005,31,11,04,23,16,7,4,2,2,1,02
005,191.92,2009009110,2009,005,31,11,04,26,06,1,4,2,1,1,01
005,190.03,2009009111,2009,005,31,11,04,26,12,1,4,6,1,1,01
005R117952,0.22,2009009112,2009,005,31,11,04,22,06,1,2,6,1,1,01
520,0.07,2009009113,2009,520,17,12,04,23,33,1,4,6,2,1,03
005R116224,0.69,2009009114,2009,005,17,11,04,21,50,7,4,6,1,1,01
005,164.82,2009009115,2009,005,17,11,04,22,03,1,4,2,1,1,01
005,162.79,2009009116,2009,005,17,11,04,21,06,7,4,4,1,1,01
005,177.86,2009009117,2009,005,31,11,04,22,33,1,4,1,1,1,01
005,174.99,2009009118,2009,005,17,11,04,22,06,7,4,2,2,2,03
005,163.71,2009009119,2009,005,17,11,04,27,06,1,4,1,1,1,02
005,167.06,2009009120,2009,005,17,11,04,24,33,1,4,5,1,1,01
520P100874,0.39,2009009121,2009,520,17,12,04,22,06,7,1,5,2,1,03
101S109166C,0.25,2009009122,2009,101,14,14,04,27,06,6,1,6,1,1,01
291,11.64,2009009123,2009,291,33,07,04,26,73,6,4,5,1,1,01
027,87.24,2009009124,2009,027,32,14,04,27,04,1,1,1,1,4,01
231,37.78,2009009125,2009,231,22,07,04,26,62,0,4,6,1,1,01
182P501443,0,2009009126,2009,182,11,11,04,25,33,1,1,5,1,4,01
240,32.99,2009009127,2009,240,03,12,04,24,33,1,1,1,1,1,01
397,16.07,2009009128,2009,397,03,17,04,26,50,7,4,5,1,1,01
005,46.26,2009009129,2009,005,08,01,04,27,32,1,4,1,1,1,01
225,0.17,2009009130,2009,225,03,07,04,23,16,1,4,1,1,1,01
005,74.87,2009009131,2009,005,21,11,04,22,34,1,4,1,1,1,01
007,46.45,2009009132,2009,007,27,14,04,20,06,7,5,1,1,1,01
539,4.5,2009009133,2009,539,37,02,04,20,06,1,5,2,1,1,01
005,263.16,2009009134,2009,005,37,11,04,27,06,6,4,1,1,1,01
005,152,2009009135,2009,005,17,11,04,28,05,1,1,1,1,1,02
005,142.25,2009009136,2009,005,17,11,04,25,04,7,4,1,1,1,01
005,202.55,2009009137,2009,005,31,11,04,25,06,1,4,2,1,1,02
090,46.28,2009009138,2009,090,17,01,04,24,50,6,4,6,4,1,01
005,169.59,2009009139,2009,005,17,11,04,28,06,1,4,2,5,4,01
082,98.08,2009009140,2009,082,03,01,04,22,06,1,4,1,1,1,01
240LX03776,0.34,2009009141,2009,240,03,12,04,20,06,7,A,1,1,1,01
007,24.6,2009009142,2009,007,27,06,04,26,34,5,4,5,1,6,01
082,35.91,2009009143,2009,082,39,11,04,28,54,1,4,1,1,1,02
405,12.42,2009009144,2009,405,17,11,04,20,06,6,4,6,1,1,01
005S113569,0.1,2009009145,2009,005,27,11,04,28,33,1,1,5,2,1,03
005,152.89,2009009146,2009,005,17,11,04,25,34,6,4,1,1,1,02
005,165.21,2009009147,2009,005,17,11,04,28,14,1,4,2,2,4,03
005,165.9,2009009148,2009,005,17,11,04,28,06,7,4,1,2,1,03
005,165.34,2009009149,2009,005,17,11,04,26,06,1,4,2,1,4,01
005,15.02,2009009150,2009,005,06,01,04,25,50,1,4,1,1,1,02
500,6.08,2009009151,2009,500,06,12,04,25,03,1,3,1,1,1,01
500,6.98,2009009152,2009,500,06,12,04,28,06,1,1,1,2,4,02
005LX03697,0.03,2009009153,2009,005,08,11,04,25,06,7,1,6,1,1,02
005,49.07,2009009154,2009,005,08,01,04,23,54,1,4,4,1,1,01
433,0.89,2009009155,2009,433,08,14,04,25,33,6,4,1,1,1,01
005,165.06,2009009156,2009,005,17,11,04,24,06,1,4,1,1,1,01
018,12.43,2009009157,2009,018,17,12,04,26,06,1,4,1,1,1,01
509P102938,0.22,2009009158,2009,509,17,12,04,22,06,7,1,2,1,1,01
005,155.23,2009009159,2009,005,17,11,04,24,06,7,4,2,1,1,02
405,7.39,2009009160,2009,405,17,11,04,22,05,1,4,2,1,1,01
518,2.27,2009009161,2009,518,17,12,04,22,05,7,5,6,2,1,03
099,9.27,2009009162,2009,099,17,14,04,23,06,7,1,1,1,1,01
005,83.85,2009009163,2009,005,21,11,04,23,33,1,4,1,1,6,02
507,31.02,2009009164,2009,507,27,06,04,26,01,7,3,1,1,1,01
520,0.9,2009009165,2009,520,17,12,04,23,07,1,4,1,1,1,01
532,0.57,2009009166,2009,532,15,07,04,22,06,1,1,2,1,6,01
405,30.08,2009009167,2009,405,31,11,04,27,06,7,4,1,1,1,01
405,26.17,2009009168,2009,405,31,11,04,27,16,1,4,1,1,1,01
002,257.71,2009009169,2009,002,22,02,04,15,06,6,2,1,1,3,01
012,45.18,2009009170,2009,012,34,02,04,23,06,7,2,1,1,1,01
005,179.25,2009009171,2009,005,31,11,04,27,06,1,4,2,1,4,01
405,12.33,2009009172,2009,405,17,11,04,22,06,1,4,6,2,1,02
405,13.02,2009009173,2009,405,17,11,04,23,06,7,4,6,1,1,01
520,4.8,2009009174,2009,520,17,12,04,21,06,7,4,5,1,1,01
167,17.59,2009009175,2009,167,17,12,04,16,06,1,4,1,1,1,01
005,141.86,2009009176,2009,005,17,11,04,16,06,1,4,2,1,3,01
082,46.87,2009009177,2009,082,39,01,04,24,54,1,4,1,1,1,02
005,145.21,2009009178,2009,005,17,11,05,10,32,1,4,9,1,5,01
005,142.3,2009009179,2009,005,17,11,04,24,06,1,4,2,1,1,01
090Q528055,0.11,2009009180,2009,090,32,11,05,01,06,7,2,3,1,1,01
020,64.46,2009009182,2009,020,29,16,05,11,02,2,1,1,2,4,03
005RL005EXP,6.71,2009009183,2009,005,17,11,05,06,06,1,4,1,2,1,03
005,18.35,2009009184,2009,005,06,01,05,06,12,6,4,2,2,1,03
014,13.78,2009009185,2009,014,06,12,05,07,06,1,4,1,1,1,01
014CD00701,0.88,2009009186,2009,014,06,12,05,08,33,7,1,6,1,4,01
090,278.65,2009009187,2009,090,32,11,05,08,06,6,4,1,1,1,01
090,278.52,2009009188,2009,090,32,11,05,08,06,5,4,1,1,1,01
303,3.91,2009009189,2009,303,18,14,05,08,12,1,1,1,1,4,01
004,57.24,2009009190,2009,004,08,14,05,07,06,1,1,1,1,1,02
411,6.72,2009009191,2009,411,08,06,05,09,34,1,4,2,1,1,01
405,1.33,2009009192,2009,405,17,11,05,09,06,1,4,,1,1,01
405,2.42,2009009193,2009,405,17,11,05,09,06,1,4,6,1,1,01
405LX00450,0.03,2009009194,2009,405,17,11,04,22,02,1,1,6,1,1,01
405,10.21,2009009195,2009,405,17,11,05,01,05,1,4,6,1,1,01
090,41.89,2009009196,2009,090,17,01,05,09,34,1,4,2,1,1,01
520,2.8,2009009197,2009,520,17,12,05,03,06,1,4,1,1,1,01
090P100907,0.64,2009009198,2009,090,17,11,05,02,33,1,4,1,2,1,02
405,12.81,2009009199,2009,405,17,11,05,01,16,7,4,1,1,1,01
405,10.14,2009009200,2009,405,17,11,04,17,06,7,4,6,1,1,01
507,28.5,2009009201,2009,507,34,06,05,11,06,7,2,1,1,1,02
520Q601201,0.07,2009009202,2009,520,17,12,05,03,33,1,4,6,2,1,03
090,4.76,2009009203,2009,090,17,11,04,29,06,1,4,1,1,6,01
510,7.71,2009009204,2009,510,34,06,05,04,06,1,4,1,2,1,03
005P108817,0.25,2009009205,2009,005,34,01,05,04,33,1,1,5,2,1,03
599,1.08,2009009206,2009,599,17,12,04,24,33,1,4,5,1,1,02
099,7.29,2009009207,2009,099,17,14,03,07,01,1,1,1,1,1,01
108,1.98,2009009208,2009,108,14,06,03,08,34,1,1,1,3,1,04
161,25.23,2009009209,2009,161,27,14,03,07,03,1,1,1,2,4,04
090LX02565,0.07,2009009210,2009,090,17,01,03,07,60,1,1,6,3,4,04
527,0.15,2009009211,2009,527,17,14,03,08,03,7,3,1,1,1,01
524,9.64,2009009212,2009,524,31,16,03,08,02,6,6,1,2,3,01
410,37.24,2009009213,2009,410,27,06,03,08,34,1,4,6,3,1,04
099,39.05,2009009214,2009,099,31,14,03,07,06,1,4,1,2,1,03
