rd_inv,milepost,caseno,rte_nbr,county,func_cls,accyr,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
005R215513,0.22,2008000224,005,17,11,2008,01,13,33,1,4,8,2,4,02
005,149.49,2008000225,005,17,11,2008,01,01,03,1,1,1,1,1,01
005,174.65,2008000226,005,17,11,2008,01,10,06,1,4,1,1,1,01
281,10.37,2008000227,281,13,14,2008,02,08,34,1,1,1,2,1,01
410,11.77,2008000228,410,27,16,2008,02,16,13,4,3,1,1,4,01
002,24.26,2008000229,002,31,02,2008,02,01,05,1,5,1,2,4,01
003,21.28,2008000230,003,23,02,2008,01,01,33,1,1,2,2,1,02
002,71.8,2008000231,002,04,02,2008,01,30,02,1,4,6,3,1,01
012,364.11,2008000232,012,07,02,2008,02,01,33,1,1,4,2,4,02
003,44.63,2008000233,003,18,12,2008,01,30,33,1,4,1,2,6,03
002,152.04,2008000234,002,09,02,2008,01,17,50,6,4,1,1,6,01
005,162.86,2008000235,005,17,11,2008,01,07,07,6,1,1,2,4,03
014,95.9,2008000236,014,20,02,2008,02,14,06,1,4,1,1,1,01
005S525609,0.04,2008000237,005,37,11,2008,01,22,06,7,2,5,1,6,01
182,5.59,2008000238,182,03,11,2008,02,01,27,1,4,6,1,1,01
101,76.39,2008000239,101,14,02,2008,01,29,33,1,4,5,3,1,02
004,35.59,2008000240,004,35,02,2008,02,01,32,1,4,2,2,4,02
090,222.87,2008000241,090,01,01,2008,02,03,04,1,4,1,3,1,01
005,135.36,2008000242,005,27,11,2008,02,06,04,1,4,2,2,4,03
005,128.39,2008000243,005,27,11,2008,01,11,16,1,4,1,2,1,02
014,4.36,2008000244,014,06,12,2008,02,04,33,1,4,1,2,1,03
005,62.97,2008000245,005,21,01,2008,01,30,33,1,4,1,3,6,04
002,115.22,2008000246,002,04,02,2008,01,15,07,1,1,5,2,1,01
024,76.72,2008000247,024,01,07,2008,02,07,03,1,4,2,1,1,01
005,120.81,2008000248,005,27,11,2008,01,11,06,7,4,1,1,6,01
005,137.75,2008000249,005,27,11,2008,01,08,06,7,4,,2,6,03
005,96.79,2008000250,005,34,01,2008,02,01,06,5,4,1,2,1,03
507,17.99,2008000251,507,34,06,2008,01,29,01,4,4,6,3,1,04
005,97.54,2008000252,005,34,01,2008,02,01,06,7,4,1,2,1,03
009,67.29,2008000253,009,37,07,2008,01,31,32,7,4,8,2,6,02
005,265.04,2008000254,005,37,11,2008,01,02,50,1,4,1,2,6,03
002,297.02,2008000255,002,32,02,2008,01,19,60,1,4,2,3,6,04
002,295.22,2008000256,002,32,02,2008,02,05,32,1,4,1,4,6,01
002,288.87,2008000257,002,32,14,2008,02,07,32,1,4,1,3,6,02
099,21.44,2008000258,099,17,12,2008,01,29,06,1,4,1,1,1,01
002,269.29,2008000259,002,32,02,2008,01,24,06,1,5,1,1,1,01
003,15.45,2008000260,003,23,02,2008,02,12,34,1,4,1,1,1,02
005,194.6,2008000261,005,31,11,2008,01,03,06,6,4,1,2,1,02
005,196.26,2008000262,005,31,11,2008,01,10,06,1,4,1,2,2,01
002,4.08,2008000263,002,31,12,2008,01,15,50,7,4,2,4,4,02
005,181.69,2008000264,005,31,11,2008,01,03,06,1,4,1,2,2,03
002,38.28,2008000265,002,31,02,2008,01,26,34,1,4,2,3,3,04
005,247.7,2008000266,005,37,01,2008,01,11,33,1,4,6,2,1,02
002,8.92,2008000267,002,31,02,2008,01,11,60,1,1,2,1,1,01
005,182.84,2008000268,005,31,11,2008,01,18,06,1,4,5,1,6,02
005,178.52,2008000269,005,31,11,2008,01,02,33,1,4,1,2,1,02
002,36.13,2008000270,002,31,02,2008,01,30,06,1,4,6,3,6,04
002,0.37,2008000271,002,31,12,2008,01,23,05,7,4,3,1,1,01
002,1.12,2008000272,002,31,12,2008,02,09,06,1,4,1,1,1,02
005,226.17,2008000273,005,29,11,2008,01,07,33,1,4,1,3,4,04
090,68.1,2008000274,090,19,01,2008,02,02,16,6,5,5,3,1,04
003,19,2008000275,003,23,02,2008,01,25,60,6,8,5,1,1,01
002,43.16,2008000276,002,17,02,2008,01,10,07,6,4,6,3,1,01
005P514921,0.25,2008000277,005,17,11,2008,01,02,06,7,2,2,2,4,03
002,15.25,2008000278,002,31,14,2008,02,01,06,1,4,1,2,4,03
090,125.87,2008000279,090,19,01,2008,02,02,60,1,4,2,3,6,04
003,44.83,2008000280,003,18,12,2008,01,08,33,1,4,6,3,4,04
003,36.76,2008000282,003,18,12,2008,01,08,06,7,4,1,3,1,04
005,139.09,2008000283,005,27,11,2008,02,03,06,7,4,1,2,6,01
005,173.21,2008000284,005,17,11,2008,01,18,33,6,4,2,1,4,02
005,166.07,2008000285,005,17,11,2008,02,06,06,1,4,1,1,1,01
009,1.57,2008000286,009,31,14,2008,01,08,07,1,6,1,2,5,03
005,190.86,2008000287,005,31,11,2008,02,12,16,7,4,2,2,1,03
005,188.36,2008000288,005,31,11,2008,02,08,06,5,4,1,1,4,02
012,148.1,2008000289,012,21,02,2008,01,31,07,1,4,1,3,1,04
097,205.26,2008000290,097,09,02,2008,02,10,04,1,4,5,1,1,01
005,81.37,2008000291,005,21,11,2008,01,24,14,1,4,1,1,1,01
005,72.75,2008000292,005,21,11,2008,01,27,15,1,4,5,2,1,02
005,78.65,2008000294,005,21,11,2008,02,13,04,5,4,5,1,4,01
007,6.22,2008000295,007,21,06,2008,02,05,34,1,4,6,3,6,04
006,11.9,2008000296,006,25,06,2008,01,30,34,1,4,5,4,6,02
009,37.09,2008000297,009,31,07,2008,01,09,34,7,4,5,2,6,02
017,130.58,2008000298,017,24,06,2008,01,03,06,1,4,6,4,6,02
014,102.33,2008000299,014,20,07,2008,02,01,50,1,4,5,1,1,01
014,125.83,2008000300,014,20,07,2008,01,26,34,1,4,1,4,6,06
005,16.98,2008000301,005,06,01,2008,02,14,05,1,4,1,1,3,02
012,182.42,2008000303,012,39,02,2008,01,08,34,6,4,5,3,1,04
002,112.18,2008000304,002,04,02,2008,02,05,16,6,4,5,2,1,02
007,48.58,2008000305,007,27,14,2008,01,30,05,1,4,2,2,1,03
005,164.64,2008000306,005,17,11,2008,02,09,14,7,4,1,2,4,03
009,76.13,2008000308,009,37,07,2008,02,01,34,1,4,5,2,6,03
012,353.54,2008000309,012,36,02,2008,01,29,04,5,5,6,3,1,04
005,185.54,2008000310,005,31,11,2008,02,08,05,1,4,1,2,1,02
005LX23121,0.04,2008000311,005,29,01,2008,01,09,13,1,1,2,2,1,02
005,198.94,2008000312,005,31,11,2008,01,17,05,7,4,1,1,1,01
005,170.2,2008000313,005,17,11,2008,02,06,04,1,4,1,1,1,01
012,138.34,2008000314,012,21,02,2008,01,26,04,6,5,6,3,6,04
020,417.25,2008000315,020,26,06,2008,01,26,04,1,4,1,3,6,04
026,38.56,2008000316,026,01,02,2008,01,10,02,6,1,1,2,5,05
082,47.43,2008000317,082,39,01,2008,01,27,03,6,4,5,3,1,04
090Q515200,0.15,2008000318,090,13,01,2008,01,19,50,6,4,6,1,1,02
090,273.66,2008000319,090,32,11,2008,01,26,12,1,4,1,3,1,04
090,217.2,2008000320,090,01,01,2008,01,28,99,1,4,2,4,6,02
097,50.76,2008000321,097,39,02,2008,01,10,33,1,5,2,2,1,05
231,69.82,2008000323,231,33,07,2008,01,04,13,1,1,2,3,1,03
405,27.38,2008000324,405,31,11,2008,01,21,06,6,1,6,1,6,01
002,281.67,2008000325,002,32,14,2008,02,01,03,1,1,1,3,1,01
021,40.92,2008000326,021,01,07,2008,01,20,35,7,4,4,3,1,04
002,81.8,2008000327,002,04,02,2008,01,11,34,1,1,1,2,4,02
002,298.77,2008000328,002,32,02,2008,01,12,32,1,4,1,2,6,02
002,117.39,2008000329,002,04,12,2008,01,04,12,1,5,2,3,1,04
002,15.78,2008000330,002,31,14,2008,01,11,33,1,4,1,9,4,01
002,61.09,2008000331,002,17,02,2008,01,12,34,1,4,6,3,6,02
002,36.66,2008000332,002,31,02,2008,01,07,33,1,4,5,2,1,02
002,312.15,2008000333,002,26,02,2008,01,12,27,1,4,1,2,6,02
002,64.59,2008000334,002,17,02,2008,01,04,13,7,4,6,3,6,04
002,49.32,2008000335,002,17,02,2008,01,19,07,1,4,1,3,1,04
002,303.46,2008000336,002,32,02,2008,01,19,02,1,4,3,3,1,04
002,69.6,2008000338,002,04,02,2008,01,26,35,1,4,1,3,1,04
002,290.2,2008000339,002,32,12,2008,01,23,06,5,1,1,1,1,01
002,298.85,2008000340,002,32,02,2008,02,01,13,1,4,5,3,1,04
002,0.23,2008000341,002,31,12,2008,01,24,06,1,4,6,1,2,01
002,100.06,2008000342,002,04,02,2008,01,31,07,6,3,1,3,1,04
002,270.58,2008000343,002,32,02,2008,01,09,06,1,4,1,4,4,02
003,47.8,2008000344,003,18,12,2008,01,08,33,1,4,1,3,1,04
003,36.85,2008000345,003,18,12,2008,01,08,33,1,4,2,3,1,03
003,28.2,2008000347,003,18,02,2008,01,13,06,6,7,1,1,4,01
003,20.71,2008000348,003,23,02,2008,01,23,06,1,4,5,1,1,01
303,9.24,2008000349,303,18,12,2008,01,27,33,7,1,1,1,4,01
003S104073,0.05,2008000350,003,18,12,2008,02,09,34,1,4,1,2,1,03
004,60.3,2008000351,004,08,14,2008,01,01,34,1,1,1,1,4,02
004,60.89,2008000352,004,08,14,2008,01,15,34,1,4,1,4,1,01
005,184.06,2008000353,005,31,11,2008,01,01,06,1,4,6,1,1,01
005,2.03,2008000355,005,06,11,2008,01,04,04,1,5,1,2,4,03
005,190.97,2008000356,005,31,11,2008,01,02,06,1,4,2,1,6,01
005,187.3,2008000357,005,31,11,2008,01,03,06,6,4,1,1,1,02
005,135.02,2008000358,005,27,11,2008,01,08,06,7,4,1,2,3,03
005,190.28,2008000359,005,31,11,2008,01,04,34,7,4,1,1,1,02
005,194.78,2008000360,005,31,11,2008,01,02,06,7,4,1,2,1,03
002,60.24,2008000361,002,17,02,2008,01,03,34,1,4,6,3,1,04
005,193.62,2008000362,005,31,11,2008,01,07,06,1,4,2,1,6,02
005,65.57,2008000363,005,21,01,2008,01,15,33,1,4,1,4,1,01
005,169.08,2008000364,005,17,11,2008,01,04,06,7,4,2,1,4,01
005,131.56,2008000365,005,27,11,2008,01,10,04,1,1,1,2,1,03
005,132.88,2008000366,005,27,11,2008,01,11,05,1,4,1,1,4,02
005S117717,0.55,2008000367,005,17,11,2008,01,10,33,1,1,1,2,1,02
005,166.36,2008000369,005,17,11,2008,01,11,06,1,4,1,1,1,02
005,166.04,2008000370,005,17,11,2008,01,09,16,1,4,1,1,1,02
005,105.15,2008000371,005,34,11,2008,01,11,06,1,4,1,2,4,02
005,143.96,2008000372,005,17,11,2008,01,11,04,1,4,1,2,1,02
005P515804,0.19,2008000373,005,17,11,2008,01,08,06,7,1,6,2,4,03
005,143.86,2008000374,005,17,11,2008,01,02,33,1,4,1,2,6,03
005,151.43,2008000375,005,17,11,2008,01,01,06,1,4,1,1,1,02
005,194.5,2008000376,005,31,11,2008,01,08,05,1,1,1,2,1,03
005,143.52,2008000377,005,17,11,2008,01,14,07,7,1,1,4,4,01
005,171.26,2008000378,005,17,11,2008,01,15,33,1,4,1,4,4,02
005Q117168,0.18,2008000379,005,17,11,2008,01,18,06,7,2,4,1,4,01
005,169.04,2008000380,005,17,11,2008,01,13,06,1,4,2,1,3,02
005,172.76,2008000381,005,17,11,2008,01,14,06,7,4,4,1,4,01
005CI17717,0.38,2008000382,005,17,11,2008,01,13,33,7,4,6,1,1,01
005RL005EXP,4.58,2008000383,005,17,11,2008,01,14,02,1,4,1,2,1,03
005,197.45,2008000384,005,31,11,2008,01,11,33,6,4,1,1,6,02
005Q120119,0.16,2008000385,005,31,11,2008,01,10,06,1,1,1,1,4,01
005,179.41,2008000386,005,31,11,2008,01,13,05,1,4,5,1,4,02
