rd_inv,milepost,caseno,rte_nbr,county,func_cls,accyr,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
405,24.51,2006015714,405,17,11,2006,05,10,06,7,4,1,1,1,01
090,8.3,2006015715,090,17,11,2006,05,17,06,1,4,2,1,1,01
520,7.32,2006015716,520,17,12,2006,05,18,04,1,5,6,1,1,01
009,0.09,2006015717,009,31,14,2006,05,17,02,7,1,1,1,1,01
002,63.19,2006015718,002,17,02,2006,05,17,50,1,4,2,1,1,01
005,166.76,2006015719,005,17,11,2006,05,17,05,1,4,1,1,4,01
524SP3RDAVE,0.12,2006015720,524,31,14,2006,05,16,03,1,1,1,1,1,01
099,38.47,2006015721,099,31,14,2006,05,17,06,1,1,1,1,1,01
099,39.55,2006015722,099,31,14,2006,05,17,13,1,3,2,1,1,01
099,39.56,2006015723,099,31,14,2006,05,17,06,7,4,2,1,1,01
099,37.71,2006015724,099,31,14,2006,05,12,02,7,3,1,1,1,01
005R125232,0.21,2006015725,005,37,11,2006,02,26,33,1,1,2,2,1,02
005,26.5,2006015726,005,08,01,2006,05,17,15,1,4,1,1,1,01
405Q101548,0.21,2006015727,405,17,11,2006,05,18,06,1,1,2,1,1,01
167,25.99,2006015728,167,17,12,2006,05,17,15,7,4,1,1,1,01
090,47.68,2006015729,090,17,01,2006,05,15,34,6,4,6,1,1,01
005,157.16,2006015730,005,17,11,2006,05,10,06,7,4,1,1,6,01
512,8.85,2006015731,512,27,12,2006,05,06,50,5,4,6,1,1,01
007,49.95,2006015732,007,27,14,2006,05,13,15,1,4,1,1,1,01
005,174.41,2006015733,005,17,11,2006,05,12,16,7,4,1,1,1,01
005,177.45,2006015734,005,17,11,2006,05,18,05,1,1,1,2,4,03
195,45.91,2006015736,195,38,02,2006,05,12,32,1,4,1,1,6,01
195,7.11,2006015737,195,38,02,2006,05,06,50,6,4,8,1,1,01
027,4.6,2006015738,027,38,07,2006,05,12,06,6,1,1,1,1,01
020,217.87,2006015739,020,24,06,2006,05,16,33,6,4,2,1,1,01
005,191.56,2006015740,005,31,11,2006,05,16,04,1,4,1,1,1,01
285COWENTCH,0.94,2006015741,285,04,14,2006,03,13,12,6,1,1,1,1,01
285COWENTCH,1.27,2006015742,285,04,14,2006,05,04,74,1,1,2,1,1,01
285,0.29,2006015743,285,04,12,2006,05,17,06,1,4,1,1,1,01
285,1.66,2006015744,285,04,14,2006,05,12,29,1,4,1,1,1,01
026,41.61,2006015745,026,01,02,2006,05,13,12,6,1,1,1,1,01
090,176.06,2006015746,090,13,11,2006,05,15,33,1,4,1,1,1,01
017,63.34,2006015747,017,13,06,2006,05,17,34,1,4,1,1,1,01
017,50.99,2006015748,017,13,12,2006,05,17,60,1,4,1,1,1,01
090,159.19,2006015749,090,13,01,2006,05,15,32,1,4,1,1,6,01
026,21.89,2006015750,026,13,02,2006,05,15,04,1,4,1,1,6,01
017,70.55,2006015751,017,13,06,2006,04,28,34,6,4,5,1,6,01
017,44.69,2006015752,017,13,12,2006,05,15,06,6,1,1,1,1,01
090,290.91,2006015753,090,32,11,2006,05,15,06,7,4,1,1,1,01
195,86.42,2006015754,195,32,02,2006,05,16,34,1,4,6,1,1,01
002,269.16,2006015755,002,32,02,2006,05,09,03,1,1,1,1,1,01
090,291.8,2006015756,090,32,11,2006,05,10,06,1,4,1,1,1,01
003,36.75,2006015757,003,18,12,2006,05,14,16,1,4,2,1,1,01
090,225.02,2006015758,090,01,01,2006,05,17,06,6,4,2,1,6,01
090,93.06,2006015759,090,19,01,2006,05,17,32,1,4,5,1,1,01
090,79.4,2006015760,090,19,01,2006,05,12,32,1,4,1,1,6,01
509,30.4,2006015761,509,17,12,2006,05,12,33,7,4,1,1,4,02
405,2.1,2006015762,405,17,11,2006,05,17,06,1,4,1,1,1,01
018S100584,0.17,2006015763,018,17,12,2006,05,17,33,1,4,6,8,4,01
410,34.07,2006015764,410,27,06,2006,05,16,33,6,4,2,1,1,01
405,24.96,2006015765,405,17,11,2006,05,16,06,1,4,1,1,1,01
405,15.18,2006015766,405,17,11,2006,05,17,06,7,4,1,1,1,01
405,2,2006015767,405,17,11,2006,05,11,15,1,5,1,1,1,01
005,157.3,2006015768,005,17,11,2006,05,17,04,1,4,1,1,1,01
005,147.3,2006015769,005,17,11,2006,05,17,06,1,4,1,1,1,01
405Q101760,0.16,2006015770,405,17,11,2006,05,18,06,1,2,2,1,1,01
005,144.14,2006015771,005,17,11,2006,05,12,05,1,4,1,1,1,01
405,14.33,2006015772,405,17,11,2006,05,15,06,1,4,1,1,1,01
405,12.99,2006015773,405,17,11,2006,05,16,06,1,4,1,1,1,01
090R101214,0.14,2006015774,090,17,11,2006,05,16,33,7,4,5,1,1,01
520,6.03,2006015775,520,17,12,2006,05,17,60,7,4,1,1,2,01
520,4.4,2006015776,520,17,12,2006,05,18,06,1,4,1,1,1,01
099,42.5,2006015777,099,31,14,2006,05,17,12,6,3,1,1,1,01
099,41.92,2006015778,099,31,14,2006,05,18,13,1,3,1,1,1,01
099,42.02,2006015779,099,31,14,2006,05,16,06,1,1,1,1,1,01
524,4.64,2006015780,524,31,14,2006,05,17,13,7,3,1,1,1,01
169,2.21,2006015781,169,17,06,2006,05,16,06,6,4,1,1,6,01
405,13.31,2006015782,405,17,11,2006,05,12,06,7,4,1,1,1,01
519FTSEATTL,0,2006015783,519,17,14,2006,05,10,05,1,4,1,1,1,01
405,12.85,2006015784,405,17,11,2006,05,12,06,7,4,1,1,1,01
090P200907,0.18,2006015785,090,17,11,2006,04,28,06,7,4,6,1,1,02
202,4.06,2006015786,202,17,16,2006,05,15,13,1,3,1,1,4,01
099,43.83,2006015787,099,31,14,2006,05,17,05,1,4,1,1,1,01
405,27.11,2006015788,405,31,11,2006,05,17,06,7,4,1,1,1,01
530,6.43,2006015789,530,31,06,2006,05,16,60,6,4,5,1,6,01
009,16.48,2006015790,009,31,12,2006,05,18,06,7,1,1,1,1,01
099,44.68,2006015791,099,31,14,2006,05,15,17,7,1,1,1,4,01
303S100650,0.13,2006015792,303,18,12,2006,05,16,06,1,1,5,1,1,01
160,0.62,2006015793,160,18,16,2006,05,15,16,1,4,2,1,1,01
908,0.72,2006015794,908,17,14,2006,05,09,03,6,6,2,1,4,01
161,13.15,2006015795,161,27,06,2006,05,16,02,7,1,1,1,1,01
007,58.22,2006015796,007,27,12,2006,05,16,07,7,4,2,1,4,01
161,24.49,2006015797,161,27,14,2006,05,10,73,5,1,1,1,1,01
512,5.61,2006015798,512,27,12,2006,05,16,50,1,5,1,1,1,01
161,24.18,2006015799,161,27,14,2006,05,17,14,1,7,1,1,1,01
016,8.04,2006015800,016,27,12,2006,04,08,33,1,4,1,2,1,03
007,48.38,2006015801,007,27,14,2006,05,12,07,1,1,1,1,1,01
005,165.63,2006015802,005,17,11,2006,05,17,06,1,4,1,1,1,01
512,2.18,2006015803,512,27,12,2006,05,16,16,1,4,2,1,1,01
512,5.88,2006015804,512,27,12,2006,05,02,05,6,4,1,1,1,01
007,49.77,2006015805,007,27,14,2006,05,16,06,1,2,1,1,1,01
005,116.72,2006015807,005,27,01,2006,05,16,06,6,4,2,1,1,01
005,133.7,2006015808,005,27,11,2006,05,16,06,6,4,2,1,1,01
005LX12748,0,2006015809,005,27,11,2006,05,08,06,1,1,1,1,4,01
161,23.72,2006015810,161,27,14,2006,05,16,06,1,1,1,1,1,01
005LX12748,0.16,2006015811,005,27,11,2006,05,16,06,1,4,1,1,1,01
167,9.28,2006015812,167,27,12,2006,05,16,06,7,4,2,1,9,01
161,24.15,2006015813,161,27,14,2006,05,16,07,1,3,1,1,1,01
507,42.38,2006015814,507,27,06,2006,05,18,07,1,1,5,1,1,01
510,12.97,2006015815,510,34,06,2006,05,15,06,1,4,1,1,1,01
205,0.49,2006015816,205,06,11,2006,05,18,06,1,5,1,1,1,01
205,2.14,2006015817,205,06,11,2006,05,15,04,1,4,1,1,1,01
503,18.5,2006015818,503,06,06,2006,05,16,06,1,7,1,1,1,01
508,0.2,2006015819,508,21,16,2006,04,07,06,1,4,1,1,6,01
096,3.44,2006015820,096,31,16,2006,05,16,06,7,4,1,1,1,01
522,0.7,2006015821,522,17,14,2006,05,15,06,6,3,1,1,1,01
005LX12959,0,2006015822,005,27,11,2006,05,14,13,1,1,1,1,3,02
005,135.4,2006015823,005,27,11,2006,05,13,06,7,4,1,1,1,01
016,5.6,2006015824,016,27,12,2006,05,15,06,7,4,1,1,1,01
512P100839,0.22,2006015825,512,27,12,2006,05,12,60,1,4,2,1,4,01
512,5.66,2006015826,512,27,12,2006,05,09,06,7,5,1,1,1,01
005,132.66,2006015827,005,27,11,2006,05,17,06,1,4,1,1,1,01
005,132.76,2006015828,005,27,11,2006,05,12,06,1,4,1,1,1,01
005,135.09,2006015829,005,27,11,2006,05,12,06,1,4,1,1,1,01
005,121.39,2006015830,005,27,11,2006,05,16,06,7,4,1,1,1,01
302,16.71,2006015831,302,27,14,2006,05,17,03,7,4,1,1,1,01
016,1.12,2006015832,016,27,12,2006,05,14,06,1,4,1,1,1,01
007,49.96,2006015833,007,27,14,2006,05,13,06,1,2,1,1,1,01
005P116063,0.1,2006015834,005,17,11,2006,04,19,06,7,4,2,1,4,02
005,162.65,2006015835,005,17,11,2006,05,01,12,7,5,2,1,1,01
518,2.25,2006015836,518,17,12,2006,05,18,06,1,4,2,1,1,01
405,2.41,2006015837,405,17,11,2006,05,16,04,1,4,1,1,1,01
405,0.43,2006015838,405,17,11,2006,04,21,05,1,4,2,1,1,01
405,7.37,2006015839,405,17,11,2006,05,16,06,7,4,2,1,1,01
405,4.13,2006015840,405,17,11,2006,05,17,05,1,1,2,1,1,01
405,5.39,2006015841,405,17,11,2006,05,17,06,7,4,2,1,1,01
018,1.67,2006015842,018,17,12,2006,05,15,06,1,4,1,1,1,01
005,142.01,2006015843,005,17,11,2006,05,17,04,7,4,1,1,1,01
005P514921,0.27,2006015844,005,17,11,2006,05,17,16,1,1,6,1,1,01
005,159.86,2006015845,005,17,11,2006,05,07,50,7,4,1,1,5,01
900,1.98,2006015846,900,17,14,2006,04,20,34,1,4,5,1,4,01
522,2.05,2006015847,522,17,14,2006,05,16,06,7,7,1,1,1,01
005LX10914,0.28,2006015848,005,34,11,2006,05,06,02,1,1,1,1,2,02
007,54.85,2006015849,007,27,14,2006,05,15,07,1,6,1,1,1,01
005,170.66,2006015850,005,17,11,2006,04,28,06,7,4,5,1,1,01
005,166.72,2006015851,005,17,11,2006,05,07,02,1,4,1,1,1,01
522,5.63,2006015852,522,17,14,2006,05,17,35,1,5,1,1,1,01
523,0.9,2006015853,523,17,14,2006,05,16,06,1,1,1,1,1,01
104,28.3,2006015854,104,17,14,2006,05,17,07,1,1,4,1,1,01
005,170.46,2006015855,005,17,11,2006,05,18,06,1,4,1,1,1,01
005,166.62,2006015856,005,17,11,2006,05,17,06,1,5,1,1,1,01
005,174.89,2006015857,005,17,11,2006,05,17,06,1,4,1,1,4,01
005,165.97,2006015858,005,17,11,2006,05,18,33,1,4,1,1,3,01
005,172.8,2006015859,005,17,11,2006,05,17,33,7,4,1,1,1,01
520,1.13,2006015860,520,17,12,2006,05,18,05,1,1,2,1,1,01
005CI13135,0.08,2006015861,005,27,11,2006,05,12,06,7,4,1,1,1,01
005,127.28,2006015862,005,27,11,2006,05,06,33,1,4,2,1,4,01
005,125.3,2006015863,005,27,11,2006,05,16,03,1,4,1,1,1,01
005,132.85,2006015864,005,27,11,2006,05,17,16,1,4,1,1,1,01
162,6.82,2006015865,162,27,16,2006,05,16,16,1,5,1,1,1,01
005,154.06,2006015866,005,17,11,2006,05,16,33,7,4,1,1,4,01
599,0.2,2006015867,599,17,12,2006,05,16,04,1,4,2,1,1,01
167,25.82,2006015868,167,17,12,2006,05,17,06,7,4,1,1,1,01
405,8.48,2006015869,405,17,11,2006,05,14,33,7,4,1,1,1,01
167R102171,0.15,2006015870,167,17,12,2006,05,12,06,1,4,1,1,1,01
018,0.54,2006015871,018,17,12,2006,04,26,34,1,4,1,1,1,02
169,19.1,2006015872,169,17,06,2006,05,17,06,1,4,1,1,1,01
900,12.56,2006015873,900,17,06,2006,05,17,01,6,4,5,1,3,01
167,17.92,2006015874,167,17,12,2006,04,28,34,1,4,1,1,1,01
900,4.15,2006015875,900,17,14,2006,05,18,02,7,1,1,1,1,01
101,55.49,2006015876,101,25,02,2006,05,19,06,7,5,1,1,1,01
004,36.16,2006015877,004,35,02,2006,03,16,60,6,2,2,2,4,03
007,51.7,2006015878,007,27,14,2006,05,01,06,7,5,1,1,3,01
007,47.45,2006015879,007,27,14,2006,05,19,13,7,3,1,2,1,03
024,42.56,2006015880,024,03,06,2006,05,01,50,1,4,1,1,1,07
167,28.49,2006015881,167,17,14,2006,05,18,06,1,1,5,1,1,01
020,59.67,2006015882,020,29,14,2006,05,18,06,1,1,5,1,1,01
538,0.7,2006015883,538,29,16,2006,05,18,17,7,1,1,1,1,01
515,3.09,2006015884,515,17,16,2006,05,18,12,1,1,4,1,1,01
002,14.05,2006015885,002,31,14,2006,05,01,06,7,2,1,1,1,01
900,4.83,2006015886,900,17,14,2006,05,01,06,1,1,1,1,1,01
003LX03731,0.14,2006015887,003,18,12,2006,05,18,12,1,1,1,1,1,01
090,23.42,2006015888,090,17,01,2006,05,19,32,1,4,2,1,1,01
405Q100496,0.02,2006015889,405,17,11,2006,05,01,06,7,1,5,1,1,02
097,45.57,2006015890,097,39,02,2006,05,19,71,6,4,5,1,1,01
002CODIVISN,0.24,2006015891,002,32,14,2006,05,01,03,1,1,1,1,1,01
090,282.03,2006015892,090,32,11,2006,05,19,06,7,4,1,2,1,03
090,281.81,2006015893,090,32,11,2006,05,19,06,1,4,1,1,1,02
160,1.82,2006015894,160,18,16,2006,05,01,06,7,5,2,1,1,02
515,0.94,2006015895,515,17,16,2006,03,26,06,1,2,1,1,1,02
516,10.7,2006015896,516,17,14,2006,05,16,03,5,3,1,1,1,01
516,4.99,2006015897,516,17,12,2006,05,18,06,7,1,1,1,1,01
181,0.24,2006015898,181,17,14,2006,05,10,03,1,6,1,1,1,01
167LX02131,0.14,2006015899,167,17,12,2006,05,16,16,1,1,1,1,1,01
516,6.2,2006015900,516,17,14,2006,05,18,16,1,1,2,1,1,01
181,1.7,2006015901,181,17,14,2006,05,05,05,1,7,1,1,4,01
181,2.39,2006015902,181,17,14,2006,05,18,05,1,1,1,1,1,01
405,3.48,2006015903,405,17,11,2006,05,02,06,7,4,6,1,4,07
169,11.44,2006015904,169,17,14,2006,05,11,14,1,1,1,1,1,01
005,151.26,2006015905,005,17,11,2006,05,19,34,1,4,1,1,1,01
005,170.11,2006015906,005,17,11,2006,05,19,02,7,4,5,2,1,02
005,174.18,2006015907,005,17,11,2006,05,19,04,1,4,1,2,1,02
005,161.98,2006015908,005,17,11,2006,05,19,06,1,4,1,1,1,02
005R113249,0.14,2006015909,005,27,11,2006,05,19,33,1,4,6,2,1,03
162,5.3,2006015910,162,27,16,2006,05,19,34,6,4,1,2,1,03
162,0.58,2006015911,162,27,16,2006,05,19,07,7,1,1,2,1,03
509LX00235,0.02,2006015912,509,27,12,2006,05,18,12,7,1,3,1,1,01
290,0.9,2006015913,290,32,14,2006,05,18,03,1,1,3,1,1,01
002CODIVISN,1,2006015914,002,32,14,2006,05,18,06,1,5,1,1,1,01
522,1.33,2006015915,522,17,14,2006,01,31,06,1,4,2,1,1,02
005,189.71,2006015916,005,31,11,2006,05,19,06,1,4,2,1,1,02
005,184.02,2006015917,005,31,11,2006,05,19,06,7,4,1,2,1,03
099,25.44,2006015918,099,17,12,2006,05,13,06,6,4,1,1,1,01
012,200.68,2006015919,012,39,12,2006,04,10,07,1,4,1,1,6,01
516,12.43,2006015920,516,17,16,2006,05,18,03,1,3,1,1,1,01
101,277.78,2006015921,101,16,02,2006,05,19,50,6,4,5,1,6,01
009,46.1,2006015922,009,29,16,2006,05,19,34,1,4,6,2,1,03
005P125554,0.7,2006015923,005,37,11,2006,05,19,06,1,1,4,1,1,01
005LX20078,0,2006015924,005,31,11,2006,05,13,06,1,1,2,1,1,01
097,204.01,2006015925,097,09,02,2006,05,14,33,1,4,6,1,1,01
002,119.2,2006015926,002,04,12,2006,05,02,99,1,1,1,1,1,01
012,14.36,2006015927,012,14,02,2006,05,19,32,7,4,1,1,1,01
090,283.31,2006015928,090,32,11,2006,05,19,05,1,4,1,2,1,02
101,82.92,2006015929,101,14,14,2006,05,15,06,6,4,2,1,1,01
006,51.28,2006015930,006,21,14,2006,04,06,04,1,1,2,1,1,02
307,0.4,2006015931,307,18,02,2006,05,18,07,1,1,6,1,1,01
525,5.42,2006015932,525,31,14,2006,05,16,06,1,1,1,1,1,01
005R110435,0.3,2006015933,005,34,11,2006,04,26,06,1,1,1,1,4,01
004,59.67,2006015934,004,08,14,2006,05,18,06,6,2,1,1,1,01
101,362.55,2006015935,101,34,12,2006,05,19,05,7,4,1,1,1,01
005,97.5,2006015936,005,34,01,2006,03,11,62,1,4,1,3,2,02
516,14.43,2006015937,516,17,16,2006,05,18,06,6,4,1,1,6,01
705LX00072,0,2006015938,705,27,11,2006,05,18,04,1,5,1,1,1,01
012,293.7,2006015939,012,36,12,2006,05,19,13,7,1,1,1,1,01
003,16.6,2006015940,003,23,02,2006,05,19,06,5,2,1,1,1,01
310,1.04,2006015942,310,18,14,2006,05,18,04,1,5,1,1,1,01
203,24.12,2006015943,203,31,14,2006,05,18,12,1,3,1,1,1,01
823,3.15,2006015944,823,39,16,2006,05,18,03,7,3,1,1,1,01
202,4.92,2006015945,202,17,16,2006,04,28,06,1,4,1,1,1,01
520P101151,0.3,2006015946,520,17,12,2006,04,29,34,1,1,6,2,1,02
908,2.18,2006015947,908,17,14,2006,05,18,06,1,4,2,1,1,01
520P101237,0.46,2006015948,520,17,12,2006,04,29,06,7,1,2,2,4,02
202,7.95,2006015949,202,17,14,2006,04,20,03,1,3,1,1,1,01
101,195.67,2006015950,101,05,02,2006,05,19,32,1,4,5,1,6,02
097,45.53,2006015951,097,39,02,2006,05,19,50,6,4,5,1,1,01
527,2.49,2006015952,527,31,14,2006,05,18,17,1,3,2,1,1,01
527,2.39,2006015953,527,31,14,2006,05,12,07,6,3,1,1,1,01
104,30.74,2006015954,104,17,14,2006,05,01,34,1,5,5,1,4,02
520,5.57,2006015955,520,17,12,2006,05,02,04,7,4,6,1,1,01
009,29.94,2006015956,009,31,07,2006,05,19,06,1,2,1,1,1,02
104,26.68,2006015957,104,31,14,2006,05,19,03,1,1,5,1,1,03
097,28.24,2006015958,097,20,02,2006,05,19,32,1,4,1,1,1,02
005,137.56,2006015959,005,27,11,2006,05,19,06,1,4,1,2,1,03
028,14.92,2006015960,028,09,02,2006,05,19,34,1,4,1,2,1,02
099,39.05,2006015961,099,31,14,2006,05,01,04,7,4,1,1,1,01
027,87.24,2006015962,027,32,14,2006,05,01,73,6,1,1,1,1,01
022,2.49,2006015963,022,39,14,2006,05,18,07,1,2,1,1,1,01
310,1.29,2006015964,310,18,14,2006,05,02,73,6,1,1,1,1,01
167R102171,0.14,2006015965,167,17,12,2006,02,27,06,7,4,2,2,1,03
167,27.5,2006015966,167,17,12,2006,04,29,06,1,4,1,2,1,03
005,147.16,2006015967,005,17,11,2006,04,29,13,7,4,1,2,1,02
169,3.95,2006015968,169,17,06,2006,05,02,62,6,4,5,1,1,01
524,3.35,2006015969,524,31,14,2006,05,18,06,1,4,1,1,1,01
405,12.94,2006015970,405,17,11,2006,05,01,06,1,4,1,1,1,01
003,30.48,2006015971,003,18,02,2006,05,19,06,1,1,1,1,1,01
016,2.63,2006015972,016,27,12,2006,05,19,06,1,4,1,1,1,01
016,6.59,2006015973,016,27,12,2006,05,19,06,7,4,2,1,1,01
016,5.57,2006015974,016,27,12,2006,03,30,27,1,4,2,1,4,01
507,9.84,2006015975,507,34,07,2006,05,01,14,1,1,1,1,1,01
096,2.34,2006015976,096,31,16,2006,05,19,03,6,3,2,1,1,02
167,24.22,2006015978,167,17,12,2006,05,07,05,1,4,1,1,4,01
005P514921,0.27,2006015979,005,17,11,2006,05,19,06,1,1,6,1,1,02
129LX04083,0.02,2006015980,129,02,16,2006,05,18,17,1,1,1,1,1,01
005,172.78,2006015981,005,17,11,2006,05,19,04,1,4,2,2,1,03
005Q116662,0,2006015982,005,17,11,2006,05,19,06,1,1,6,2,4,03
523,1.13,2006015983,523,17,14,2006,05,18,02,1,1,2,1,4,01
005,171.92,2006015984,005,17,11,2006,05,19,06,1,4,1,1,1,02
018,7.48,2006015985,018,17,12,2006,05,19,05,1,4,1,1,1,02
099,26.77,2006015986,099,17,12,2006,01,09,33,7,5,2,2,9,03
104,27.27,2006015987,104,31,14,2006,05,03,03,1,1,1,1,1,01
519,0.49,2006015988,519,17,14,2006,01,05,13,6,1,1,2,4,03
513,0.1,2006015989,513,17,14,2006,01,06,04,1,5,1,1,1,01
099,35.72,2006015990,099,17,14,2006,05,03,34,0,5,1,1,3,01
005FI16742,0.37,2006015991,005,17,11,2006,01,10,02,6,1,4,1,1,01
099S103179,0,2006015992,099,17,12,2006,01,19,06,7,1,5,2,4,02
099Q103203,0.02,2006015993,099,17,12,2006,01,09,06,1,4,2,2,1,02
099,33.2,2006015994,099,17,14,2006,01,06,13,1,6,2,2,5,02
522,3.07,2006015995,522,17,14,2006,01,05,06,1,1,1,2,1,03
513,1.72,2006015996,513,17,14,2006,01,06,06,1,2,1,2,4,01
529,1.2,2006015997,529,31,14,2006,05,03,05,1,1,1,1,1,01
099,21.02,2006015998,099,17,12,2006,01,23,05,1,1,1,1,1,02
090,2.38,2006015999,090,17,11,2006,05,03,05,1,4,1,1,1,01
523,2.01,2006016000,523,17,14,2006,05,03,03,7,1,2,1,1,01
005,163.33,2006016001,005,17,11,2006,03,03,06,1,5,1,1,1,01
099,44.68,2006016002,099,31,14,2006,01,18,71,6,1,1,2,1,03
099,30.96,2006016003,099,17,14,2006,01,02,06,1,1,1,2,1,03
099,24.75,2006016004,099,17,12,2006,05,03,06,6,4,1,1,1,01
513,2.48,2006016005,513,17,14,2006,01,18,99,1,4,,1,4,01
519,0,2006016006,519,17,14,2006,05,03,13,1,1,1,1,1,01
099,27.85,2006016007,099,17,12,2006,01,17,05,1,5,6,2,4,02
099COVIADCT,1.45,2006016008,099,17,12,2006,01,09,29,7,4,1,7,4,03
005,162.5,2006016009,005,17,11,2006,04,03,05,1,4,1,2,1,03
005,166.21,2006016010,005,17,11,2006,05,03,06,1,4,1,1,1,01
090,62.63,2006016011,090,19,01,2006,05,03,05,1,4,1,1,1,01
101,248.59,2006016012,101,05,14,2006,03,22,03,1,1,2,1,1,01
395,195.07,2006016013,395,33,02,2006,04,30,34,7,4,1,7,4,03
005LX16121,0.01,2006016014,005,17,11,2006,01,06,02,1,1,2,2,1,01
005P125675,0.25,2006016015,005,37,11,2006,05,03,06,7,1,2,1,1,01
005,253.51,2006016016,005,37,11,2006,04,09,05,6,4,2,2,1,02
539,3.5,2006016017,539,37,02,2006,05,02,13,1,6,1,1,1,01
410,10.98,2006016018,410,27,16,2006,05,03,33,6,8,1,1,1,01
017,43.49,2006016019,017,13,12,2006,03,20,02,7,1,1,1,1,01
017,43.49,2006016020,017,13,12,2006,04,17,03,1,1,1,1,2,01
171,0.53,2006016021,171,13,14,2006,04,23,33,1,4,1,1,4,01
171,2.86,2006016022,171,13,14,2006,03,15,04,1,1,6,1,1,01
128,0.99,2006016023,128,38,07,2006,05,03,33,1,4,1,1,1,01
112,27.43,2006016024,112,05,07,2006,05,03,50,7,4,5,1,1,01
022,3.31,2006016025,022,39,16,2006,05,03,06,1,1,1,1,1,01
082S103441,0.22,2006016026,082,39,11,2006,05,03,06,1,1,1,1,1,01
520,4.54,2006016027,520,17,12,2006,05,02,34,1,4,1,1,6,01
531,4.01,2006016028,531,31,07,2006,01,08,06,1,4,1,1,6,02
530,8.1,2006016029,530,31,06,2006,05,03,03,1,3,1,1,4,01
205,0.98,2006016030,205,06,11,2006,03,10,50,7,5,1,1,4,01
005FI13474,0.17,2006016031,005,27,11,2006,03,21,50,1,2,1,2,1,01
167,9.1,2006016032,167,27,12,2006,05,03,16,7,4,1,1,1,01
224,0.24,2006016033,224,03,07,2006,05,19,04,6,5,6,2,1,03
231,37.01,2006016034,231,22,07,2006,05,19,62,7,4,2,1,1,01
529,6.73,2006016035,529,31,12,2006,05,19,06,7,4,1,2,1,02
002,289.32,2006016036,002,32,14,2006,05,20,16,7,4,1,2,1,03
524,5.06,2006016037,524,31,14,2006,03,11,06,7,2,1,1,4,01
090,293.13,2006016038,090,32,11,2006,05,20,32,1,4,1,1,1,01
182S101413,0.31,2006016039,182,11,11,2006,05,19,50,1,4,5,2,1,03
002,281.98,2006016040,002,32,14,2006,05,19,06,7,1,1,1,1,01
090,278.8,2006016041,090,32,11,2006,05,20,05,1,4,1,1,1,01
099R103203,0.05,2006016042,099,17,12,2006,05,19,17,1,1,1,1,1,01
241,7.68,2006016043,241,39,16,2006,05,19,03,1,3,2,1,1,01
516,9.02,2006016044,516,17,14,2006,05,20,07,7,1,1,1,1,01
169,13.86,2006016045,169,17,14,2006,05,16,06,7,1,2,1,1,01
099,22,2006016046,099,17,12,2006,05,19,41,1,1,1,1,1,01
405,19.09,2006016047,405,17,11,2006,05,19,06,1,4,1,1,1,01
900,8.94,2006016048,900,17,14,2006,05,19,06,7,4,1,2,1,03
005,172.81,2006016049,005,17,11,2006,05,20,06,1,4,1,1,1,01
005,173.69,2006016050,005,17,11,2006,05,20,06,1,4,1,1,1,01
502,3.07,2006016051,502,06,14,2006,05,19,13,1,1,1,2,1,03
161,18.1,2006016052,161,27,14,2006,05,20,12,6,4,1,1,1,01
007,51.73,2006016053,007,27,14,2006,05,20,06,1,8,1,1,1,01
005LX25621,0,2006016054,005,37,11,2006,05,19,06,1,1,1,1,2,02
510,9.41,2006016055,510,34,06,2006,05,19,32,1,4,5,2,6,02
507,25.86,2006016056,507,34,06,2006,05,19,50,7,4,1,2,1,03
002,285.15,2006016057,002,32,14,2006,05,20,02,6,1,1,2,1,03
005S118230,0.1,2006016058,005,31,11,2006,05,19,06,1,4,1,1,1,01
003S105182,0,2006016059,003,18,12,2006,05,20,33,1,1,2,1,3,02
520,0.84,2006016060,520,17,12,2006,05,19,06,1,4,1,2,1,03
182P501443,0.03,2006016061,182,11,11,2006,05,19,33,0,4,6,2,1,03
099,34.61,2006016062,099,17,14,2006,05,19,07,6,3,1,2,1,03
082,109.47,2006016063,082,03,01,2006,05,20,34,6,4,2,1,1,01
018LX01569,0.15,2006016064,018,17,12,2006,05,19,02,7,1,2,2,1,03
160,2.54,2006016065,160,18,06,2006,05,16,02,6,1,1,1,1,01
305,4.26,2006016066,305,18,12,2006,05,19,06,1,2,1,1,1,02
305,0.66,2006016067,305,18,12,2006,05,19,04,1,4,7,1,6,02
903,2.13,2006016068,903,19,07,2006,05,19,16,6,1,2,1,1,01
016,2.68,2006016069,016,27,12,2006,05,05,06,1,4,1,1,4,01
507,1.22,2006016071,507,21,14,2006,05,19,03,1,4,1,2,1,03
182P500389,0.3,2006016072,182,03,11,2006,05,13,33,1,4,5,1,1,01
182,11.76,2006016073,182,11,11,2006,05,19,04,1,4,1,1,4,01
395,25.56,2006016074,395,03,12,2006,05,19,05,1,4,2,2,1,02
012,21.04,2006016075,012,14,02,2006,05,20,02,1,1,2,1,1,01
241,3.61,2006016076,241,39,07,2006,05,19,12,1,3,1,1,1,02
527,0.37,2006016077,527,17,14,2006,05,19,06,1,4,1,1,1,01
522,5.63,2006016078,522,17,14,2006,05,19,06,6,5,1,2,1,03
090,123.65,2006016079,090,19,01,2006,05,20,06,1,4,2,1,1,01
092,6.02,2006016080,092,31,16,2006,05,20,07,6,1,1,1,1,01
