rd_inv,milepost,caseno,rte_nbr,county,func_cls,accyr,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
101COPRTANG,0.9,2007008099,101,05,14,2007,03,07,13,7,1,1,1,1,01
005LX12892,0,2007008100,005,27,11,2007,03,04,03,1,1,6,1,1,02
411,1.61,2007008101,411,08,16,2007,03,07,03,1,1,1,1,1,01
202,7.77,2007008102,202,17,14,2007,03,03,06,1,4,1,1,1,02
908COREDMND,0.07,2007008103,908,17,14,2007,03,03,06,1,1,1,1,4,02
202,7.45,2007008104,202,17,14,2007,03,05,06,1,1,1,1,1,01
166,2.67,2007008105,166,18,14,2007,03,07,04,1,4,1,1,1,01
167,27.8,2007008106,167,17,14,2007,03,02,07,7,1,1,2,4,02
527,8.72,2007008107,527,31,14,2007,02,28,13,1,4,1,1,1,02
528,1.71,2007008108,528,31,16,2007,03,08,04,1,4,1,2,5,03
528,0.2,2007008109,528,31,14,2007,03,08,71,1,1,1,2,6,03
529,6.39,2007008110,529,31,12,2007,03,30,04,7,4,1,1,1,01
512LX00837,0.2,2007008111,512,27,12,2007,02,28,06,1,1,1,2,1,04
161,25.23,2007008112,161,27,14,2007,03,01,06,7,1,1,2,1,01
270,2.4,2007008113,270,38,14,2007,03,03,06,7,1,1,1,4,02
027,3.14,2007008114,027,38,16,2007,03,04,02,1,6,1,1,1,01
432,7.51,2007008115,432,08,14,2007,03,02,07,1,1,1,2,1,02
908,2.05,2007008116,908,17,14,2007,03,03,12,1,1,1,2,1,02
900,7.12,2007008117,900,17,14,2007,02,28,12,1,6,2,1,4,01
515,7.63,2007008118,515,17,16,2007,03,02,13,1,1,1,2,1,03
900,4.15,2007008119,900,17,14,2007,03,05,07,7,1,1,2,1,02
290,0.5,2007008120,290,32,12,2007,03,02,06,7,4,2,1,4,02
003,2.71,2007008121,003,23,14,2007,03,03,07,1,1,1,2,4,02
003,2.25,2007008122,003,23,14,2007,03,04,12,6,5,6,1,4,01
164,0.89,2007008123,164,17,16,2007,03,03,06,7,1,1,2,4,03
002,269.92,2007008124,002,32,02,2007,03,09,06,1,1,1,1,1,01
009,26.05,2007008125,009,31,12,2007,03,06,06,1,1,1,1,1,01
531,7.32,2007008126,531,31,16,2007,03,07,06,7,3,1,2,1,03
020,59.19,2007008127,020,29,14,2007,03,04,50,6,4,1,1,4,01
527,0.52,2007008128,527,17,14,2007,03,05,03,1,3,1,1,1,01
527,3.25,2007008129,527,31,14,2007,03,05,06,1,4,1,1,3,01
101,82.82,2007008130,101,14,14,2007,03,06,06,1,1,1,1,1,01
101,84.77,2007008131,101,14,14,2007,03,05,13,1,1,1,1,1,02
101,83.85,2007008132,101,14,14,2007,03,02,03,1,1,1,2,1,03
101,83.49,2007008133,101,14,14,2007,03,08,06,1,2,1,2,1,02
502,7.46,2007008134,502,06,14,2007,03,04,04,1,1,1,1,1,01
502,7.46,2007008135,502,06,14,2007,03,05,06,1,1,1,1,1,01
005Q125236,0,2007008136,005,37,11,2007,03,08,07,1,1,1,2,2,03
524,1.44,2007008137,524,31,14,2007,03,03,03,1,1,6,1,1,01
904,11.33,2007008138,904,32,16,2007,03,06,06,1,8,1,1,1,01
020,353.75,2007008140,020,33,06,2007,03,06,02,1,1,1,1,1,01
101COABERDN,1.58,2007008142,101,14,14,2007,03,01,05,1,4,1,1,1,01
101COABERDN,1,2007008143,101,14,14,2007,03,05,35,1,4,1,1,1,02
028,4.45,2007008144,028,09,12,2007,03,03,06,6,1,1,1,1,01
525,3.73,2007008145,525,31,14,2007,03,01,04,7,5,1,3,1,01
525,8,2007008146,525,31,14,2007,03,05,02,1,1,1,1,1,01
538,0.04,2007008147,538,29,16,2007,03,02,02,1,1,1,2,1,03
538,0.27,2007008148,538,29,16,2007,03,03,04,1,1,1,1,4,02
020,31.09,2007008149,020,15,14,2007,03,02,07,6,1,1,2,3,03
020,31.66,2007008150,020,15,14,2007,03,07,06,1,1,1,2,1,03
024,2.08,2007008151,024,39,12,2007,03,04,34,1,1,1,1,4,01
012LX20250,0.05,2007008152,012,39,12,2007,03,01,06,1,5,1,1,5,01
005FI12879,0.09,2007008153,005,27,11,2007,03,07,06,1,2,1,1,1,01
005LX13069,0.06,2007008154,005,27,11,2007,03,02,06,1,1,1,2,1,03
005LX13183,0.13,2007008155,005,27,11,2007,03,03,12,7,1,1,1,1,01
007,54.93,2007008156,007,27,14,2007,03,02,03,1,3,1,2,3,03
005LX12959,0.25,2007008157,005,27,11,2007,01,27,06,1,1,1,1,4,01
285COWENTCH,1.13,2007008158,285,04,14,2007,03,02,05,1,5,2,2,1,04
285,2.56,2007008159,285,04,14,2007,03,02,03,1,1,6,2,1,04
285,3.42,2007008160,285,04,14,2007,03,06,13,7,3,1,1,1,01
509,3.88,2007008161,509,27,14,2007,02,28,06,7,1,1,2,4,03
005FI12879,0.65,2007008162,005,27,11,2007,03,06,34,7,4,1,1,1,01
141,1.36,2007008163,141,20,07,2007,02,20,06,1,4,2,2,1,03
510,12.99,2007008164,510,34,06,2007,03,04,06,1,2,1,1,1,01
507,28.87,2007008165,507,34,06,2007,03,02,07,1,1,1,2,4,03
125,4.45,2007008166,125,36,14,2007,02,28,07,1,1,6,1,1,01
007,57.01,2007008167,007,27,14,2007,03,31,33,1,1,1,1,1,02
005S113429,0,2007008168,005,27,11,2007,03,05,04,1,4,1,1,3,01
020,62.04,2007008169,020,29,14,2007,03,06,06,1,1,1,1,1,01
500LX00310,0.1,2007008170,500,06,12,2007,03,05,06,6,1,1,1,4,01
009,50.04,2007008171,009,29,07,2007,03,01,06,7,1,3,4,1,01
014,44.39,2007008172,014,30,02,2007,02,28,06,1,7,1,2,1,03
099,35.1,2007008173,099,17,14,2007,03,01,02,1,4,2,2,1,02
099,35.36,2007008174,099,17,14,2007,03,03,07,1,4,1,2,4,03
099,37.23,2007008175,099,31,14,2007,03,05,06,1,1,2,1,1,01
522,8.15,2007008176,522,17,14,2007,04,09,13,2,1,2,2,1,02
202,2.2,2007008177,202,17,16,2007,02,28,06,6,1,6,3,1,04
516,11.92,2007008178,516,17,16,2007,03,07,06,7,1,1,2,1,03
516,12.14,2007008179,516,17,16,2007,03,03,06,7,1,1,2,1,03
018P100606,0.45,2007008180,018,17,12,2007,03,06,06,1,1,6,1,1,01
099,35.37,2007008181,099,17,14,2007,03,03,07,1,3,1,2,4,03
099,15.45,2007008182,099,17,14,2007,03,08,07,6,1,1,2,4,03
018,4.58,2007008183,018,17,12,2007,03,02,06,7,4,1,2,6,03
202,13.68,2007008184,202,17,06,2007,02,28,34,1,4,1,3,6,04
020,369.8,2007008185,020,33,06,2007,03,08,60,1,4,1,4,1,01
099,34.31,2007008186,099,17,14,2007,03,06,06,1,4,2,1,1,01
167COPUYALP,0.46,2007008187,167,27,14,2007,03,07,16,1,1,1,2,1,01
516,7.83,2007008189,516,17,14,2007,03,07,16,1,3,1,2,1,02
167LX01577,0.12,2007008190,167,17,12,2007,03,01,02,7,1,3,1,1,02
167LX01577,0,2007008191,167,17,12,2007,03,06,05,1,1,3,1,4,01
164,1.97,2007008192,164,17,16,2007,03,08,05,1,1,1,1,2,03
164,0.89,2007008193,164,17,16,2007,03,02,06,7,1,1,2,4,03
164,0.07,2007008194,164,17,16,2007,03,05,06,1,1,1,1,1,01
005Q107950,0.01,2007008195,005,21,11,2007,03,09,33,6,4,2,1,4,02
005,103.85,2007008196,005,34,11,2007,03,06,33,1,4,1,1,1,01
005,54.64,2007008197,005,08,01,2007,03,05,06,1,4,1,2,5,03
522,16.1,2007008198,522,31,12,2007,03,01,50,7,4,6,4,1,01
005,124.56,2007008199,005,27,11,2007,02,28,06,7,4,1,2,1,03
007,49.96,2007008200,007,27,14,2007,03,06,06,1,4,1,1,4,01
005,120.98,2007008201,005,27,11,2007,03,01,06,1,4,1,1,1,01
904,14.99,2007008202,904,32,06,2007,02,28,50,6,4,1,3,1,02
002,268.16,2007008203,002,32,02,2007,03,09,06,1,1,1,1,1,01
097,69.1,2007008204,097,39,06,2007,03,04,33,6,4,1,1,6,02
182,13.75,2007008205,182,11,11,2007,03,06,13,1,5,2,1,1,01
024,0.68,2007008206,024,39,12,2007,03,01,06,6,4,1,1,1,01
395,25.35,2007008207,395,03,12,2007,03,08,06,1,4,2,1,1,01
012,199.43,2007008208,012,39,12,2007,03,04,50,1,4,8,1,1,02
304,2.41,2007008209,304,18,14,2007,03,01,06,1,1,2,1,1,01
303,2.7,2007008210,303,18,14,2007,03,03,05,1,4,1,1,3,01
310,0.54,2007008211,310,18,14,2007,03,08,13,7,1,1,2,1,03
310,0.54,2007008212,310,18,14,2007,03,08,06,1,5,2,2,1,03
167,27.8,2007008213,167,17,14,2007,03,02,06,7,1,1,1,4,01
104COKNGSTN,0.33,2007008214,104,18,02,2007,03,04,06,7,1,1,1,4,01
104,23.76,2007008215,104,18,02,2007,03,05,06,1,1,1,1,1,02
104,10.3,2007008216,104,16,02,2007,03,01,34,1,4,1,3,2,02
405,20.4,2007008217,405,17,11,2007,03,08,04,7,4,2,2,1,03
103,3.99,2007008218,103,25,07,2007,02,28,50,1,4,5,3,6,02
006,18.2,2007008219,006,25,06,2007,03,01,60,1,4,1,3,6,04
097AR,9.97,2007008220,097,04,06,2007,03,04,32,1,4,5,1,6,01
005,133.36,2007008221,005,27,11,2007,03,09,04,1,5,2,2,4,02
500,6.98,2007008222,500,06,12,2007,03,05,06,7,1,5,1,1,01
500,4.37,2007008223,500,06,12,2007,03,05,04,1,5,1,1,1,01
500,6.98,2007008224,500,06,12,2007,03,05,06,1,1,5,1,1,01
500,3.09,2007008225,500,06,12,2007,03,05,33,1,4,2,1,1,01
005,0.01,2007008226,005,06,11,2007,03,06,06,1,4,1,1,1,01
004,56.48,2007008227,004,08,14,2007,03,06,03,1,1,1,1,1,01
504,2.3,2007008228,504,08,06,2007,04,03,12,6,4,6,1,6,01
503,51.25,2007008229,503,08,06,2007,03,01,34,1,4,5,2,1,02
542,26.05,2007008230,542,37,07,2007,02,28,33,1,4,6,2,1,02
542,22.08,2007008231,542,37,06,2007,02,28,34,1,4,5,3,6,01
182S100350,0.2,2007008232,182,03,11,2007,03,05,06,1,4,6,1,1,01
012,375.66,2007008233,012,07,02,2007,03,04,34,5,4,6,1,1,01
012,334.87,2007008234,012,36,12,2007,03,02,02,6,1,1,1,1,01
097,68.7,2007008235,097,39,06,2007,03,01,13,7,1,1,1,4,01
097,148.33,2007008236,097,19,02,2007,03,01,50,7,4,2,3,1,04
090,63.63,2007008237,090,19,01,2007,03,30,99,1,4,5,1,6,01
002,14.65,2007008238,002,31,14,2007,03,06,16,1,5,1,1,1,01
002,15.3,2007008239,002,31,14,2007,03,03,02,1,1,1,2,1,02
203,23.93,2007008240,203,31,14,2007,03,03,06,6,4,1,2,4,03
028,29.69,2007008241,028,13,02,2007,03,02,50,1,4,2,3,6,02
529,1.2,2007008242,529,31,14,2007,03,07,06,1,1,2,2,1,02
012,14.74,2007008243,012,14,02,2007,03,01,60,1,4,1,2,1,02
005,169.24,2007008244,005,17,11,2007,03,04,06,1,4,1,1,3,02
512,5.15,2007008245,512,27,12,2007,03,06,06,1,4,1,1,1,01
512,4.81,2007008246,512,27,12,2007,03,06,54,1,4,1,1,1,01
005Q119297,0.12,2007008247,005,31,11,2007,03,01,06,1,1,5,8,1,01
009,4.03,2007008248,009,31,14,2007,03,28,06,1,1,1,1,1,01
002,281.58,2007008249,002,32,14,2007,03,07,06,7,1,1,1,1,02
507,0.92,2007008250,507,21,16,2007,03,07,05,0,4,1,2,3,03
005LX10130,0.16,2007008251,005,34,11,2007,03,02,06,1,1,1,2,3,03
027,62.9,2007008252,027,32,07,2007,03,07,61,1,4,1,1,6,01
027,87.49,2007008253,027,32,14,2007,03,06,12,7,1,1,1,1,01
099P103180,0.14,2007008254,099,17,12,2007,03,03,12,1,1,1,1,4,01
099S103243C,0,2007008255,099,17,12,2007,03,29,33,1,1,2,1,1,01
099,21.86,2007008256,099,17,12,2007,03,07,04,7,5,1,2,1,03
900,0,2007008257,900,17,14,2007,01,12,05,1,5,1,3,4,04
005LX16121,0.09,2007008258,005,17,11,2007,03,05,01,1,1,1,1,3,01
099,26.07,2007008259,099,17,12,2007,02,28,05,1,4,5,1,1,02
522,0.7,2007008260,522,17,14,2007,03,07,05,1,1,1,2,1,03
522,3.07,2007008261,522,17,14,2007,03,02,06,1,1,1,2,3,03
099,31.2,2007008262,099,17,14,2007,02,28,03,1,6,1,2,5,03
099,29.83,2007008263,099,17,12,2007,03,03,05,1,4,1,1,4,01
169,5.07,2007008264,169,17,06,2007,03,05,06,1,4,2,1,5,02
161,25.35,2007008265,161,27,14,2007,03,02,34,1,1,1,2,1,02
112,16.56,2007008266,112,05,07,2007,03,08,06,1,8,5,2,4,03
090,146.92,2007008267,090,13,01,2007,03,02,50,6,4,1,3,6,04
017,48.09,2007008268,017,13,12,2007,03,08,13,1,1,1,1,4,01
005,154.76,2007008269,005,17,11,2007,03,03,33,1,4,1,2,2,03
167,27.1,2007008270,167,17,12,2007,03,06,06,1,4,1,1,1,02
405,5.42,2007008271,405,17,11,2007,03,07,06,7,4,2,2,1,03
005,140.86,2007008272,005,17,11,2007,03,06,06,1,4,1,1,2,01
005,154.31,2007008273,005,17,11,2007,03,08,04,7,4,2,2,1,03
167,13.03,2007008274,167,17,12,2007,03,01,05,1,4,1,1,6,01
900,5.1,2007008275,900,17,14,2007,03,08,04,1,1,1,2,1,03
405,19.4,2007008276,405,17,11,2007,03,08,33,6,4,2,2,3,03
405,13.78,2007008277,405,17,11,2007,03,02,04,1,4,1,2,4,03
090P100907,0.97,2007008278,090,17,11,2007,03,03,05,1,4,6,1,4,02
405,11.39,2007008279,405,17,11,2007,03,03,99,7,4,1,1,4,02
018,23.15,2007008280,018,17,02,2007,03,08,34,1,4,2,2,6,03
405P101959,0.03,2007008281,405,17,11,2007,03,07,06,7,4,1,1,1,01
405,11.52,2007008282,405,17,11,2007,03,08,06,1,4,1,2,1,02
405,9.69,2007008283,405,17,11,2007,03,01,06,1,4,1,2,1,03
090,2.16,2007008284,090,17,11,2007,03,04,15,7,4,1,1,1,01
405,9.29,2007008285,405,17,11,2007,03,05,06,7,4,1,2,1,03
090,12.67,2007008286,090,17,11,2007,03,01,13,1,4,1,3,1,02
090P100907,1.09,2007008287,090,17,11,2007,03,02,06,1,1,1,2,1,03
520,3.9,2007008288,520,17,12,2007,02,28,06,7,4,2,2,1,03
405P102237,0.31,2007008289,405,17,11,2007,03,01,33,7,5,5,3,6,04
090,13.07,2007008290,090,17,11,2007,03,01,03,1,4,2,3,1,02
005,170.68,2007008291,005,17,11,2007,03,03,06,7,4,1,1,1,01
005,166.06,2007008292,005,17,11,2007,03,03,05,1,4,1,1,4,02
005,171.08,2007008293,005,17,11,2007,03,03,06,1,4,1,1,4,02
005LX17150,0.24,2007008294,005,17,11,2007,03,03,01,7,4,5,1,4,02
005,175.06,2007008295,005,17,11,2007,03,03,34,1,4,4,1,5,02
005R116348,0.09,2007008296,005,17,11,2007,03,04,50,6,4,8,1,4,01
104,29.23,2007008297,104,17,14,2007,03,09,13,1,1,8,2,1,02
005,174.94,2007008298,005,17,11,2007,03,03,06,1,5,1,1,1,01
005,163.07,2007008299,005,17,11,2007,03,08,05,1,4,1,1,1,01
005,163.07,2007008300,005,17,11,2007,03,08,06,1,4,1,1,1,01
005,173.31,2007008301,005,17,11,2007,03,08,06,1,4,1,2,1,03
005RL005EXP,1.27,2007008302,005,17,11,2007,03,02,16,1,4,1,1,9,02
520,0.9,2007008303,520,17,12,2007,03,02,06,7,4,1,2,4,03
005,174.89,2007008305,005,17,11,2007,03,05,06,1,4,1,1,1,02
090,7.48,2007008306,090,17,11,2007,02,28,33,1,4,1,1,1,01
005FI16812,0.18,2007008307,005,17,11,2007,03,05,73,7,1,1,1,4,01
005P116901,0.29,2007008308,005,17,11,2007,03,09,06,1,4,5,1,1,01
005,167.38,2007008309,005,17,11,2007,03,09,03,1,4,1,1,1,01
005,166.36,2007008310,005,17,11,2007,03,02,01,1,4,1,2,4,03
005R116716,0.39,2007008311,005,17,11,2007,04,11,14,1,1,2,1,1,01
405,8.47,2007008312,405,17,11,2007,03,02,06,1,4,1,2,1,03
405R101396,0.15,2007008313,405,17,11,2007,03,02,06,1,1,5,2,1,03
090Q201015,0.08,2007008314,090,17,11,2007,03,03,60,1,4,5,2,1,03
005,160.96,2007008315,005,17,11,2007,03,08,06,7,4,1,2,1,03
405,20.14,2007008316,405,17,11,2007,03,07,06,7,4,1,2,1,03
090,53.84,2007008317,090,19,01,2007,03,03,35,1,4,2,2,1,02
090P101506,0.76,2007008318,090,17,11,2007,03,02,06,1,1,1,2,1,02
202,9.27,2007008319,202,17,14,2007,03,04,06,1,4,2,1,1,01
016,1.59,2007008320,016,27,12,2007,03,06,06,1,4,1,1,1,05
005,133.04,2007008321,005,27,11,2007,03,07,33,1,4,2,2,1,03
005,124.8,2007008322,005,27,11,2007,02,28,06,7,4,1,2,1,04
005,136.71,2007008323,005,27,11,2007,03,01,06,7,4,1,1,1,02
005,125.65,2007008324,005,27,11,2007,03,02,06,7,4,1,2,1,03
005,128.34,2007008325,005,27,11,2007,03,05,06,1,4,1,1,1,01
005,128.79,2007008326,005,27,11,2007,03,01,06,1,4,1,1,1,02
516,1.94,2007008327,516,17,14,2007,03,06,06,1,1,6,1,1,01
405,22.35,2007008328,405,17,11,2007,03,02,06,7,4,1,2,1,03
405,17.23,2007008329,405,17,11,2007,03,03,05,1,4,1,1,1,01
405Q101396,0.14,2007008330,405,17,11,2007,03,01,06,1,2,6,1,1,02
405,6.91,2007008331,405,17,11,2007,03,02,06,1,4,1,2,1,02
405,11.75,2007008332,405,17,11,2007,03,08,06,1,4,1,2,1,03
090R102597,0.27,2007008333,090,17,01,2007,04,02,33,1,1,1,1,1,01
405S100179,0.05,2007008334,405,17,11,2007,03,03,06,1,4,6,1,1,02
509LX02560,0.07,2007008335,509,17,12,2007,03,01,07,1,1,1,1,1,01
099,20.63,2007008336,099,17,12,2007,03,03,33,1,4,1,2,4,03
005,160.56,2007008337,005,17,11,2007,03,06,06,7,4,2,1,1,01
005R116716,0.3,2007008338,005,17,11,2007,03,01,06,1,4,6,1,4,02
405CD01859,0.58,2007008339,405,17,11,2007,03,01,33,1,4,2,3,4,02
405S101453,0.15,2007008340,405,17,11,2007,03,05,16,7,4,1,1,3,01
090,0.98,2007008341,090,17,11,2007,02,28,06,7,4,5,1,1,02
005S116772,0,2007008342,005,17,11,2007,03,02,13,1,4,6,2,4,03
005,173.79,2007008343,005,17,11,2007,03,03,06,7,4,1,1,4,02
523,0.75,2007008344,523,17,14,2007,02,28,04,1,5,1,2,1,03
005,170.57,2007008345,005,17,11,2007,03,02,05,1,4,1,2,1,03
005Q116735,0.14,2007008346,005,17,11,2007,03,04,04,1,4,1,1,1,01
005,165.13,2007008347,005,17,11,2007,03,05,06,1,4,1,1,1,01
005,165.13,2007008348,005,17,11,2007,03,02,06,1,4,2,2,1,03
005,161.98,2007008349,005,17,11,2007,03,02,06,1,4,1,2,1,03
520,0.2,2007008350,520,17,12,2007,03,06,06,1,4,2,1,1,01
520Q500119,0.01,2007008351,520,17,12,2007,03,08,06,1,4,5,2,1,03
520,1.57,2007008352,520,17,12,2007,03,05,06,7,4,1,1,1,02
005S116927,0.15,2007008353,005,17,11,2007,03,06,06,1,2,1,1,1,01
005,176.92,2007008354,005,17,11,2007,03,08,06,7,4,2,2,1,03
005,166.86,2007008355,005,17,11,2007,03,01,06,1,4,1,1,1,01
005CI16396,1.33,2007008356,005,17,11,2007,03,02,06,7,4,2,2,1,03
005,172.9,2007008357,005,17,11,2007,03,05,06,7,4,2,1,1,01
005,165.51,2007008358,005,17,11,2007,03,06,33,7,4,2,1,4,01
005,168.1,2007008359,005,17,11,2007,03,07,06,1,4,2,2,1,02
090,1.61,2007008360,090,17,11,2007,03,30,05,1,4,6,1,1,02
005,130.85,2007008361,005,27,11,2007,03,08,06,1,4,1,2,3,03
025,99.74,2007008362,025,33,06,2007,03,08,50,1,4,2,4,1,01
395,171.26,2007008363,395,32,14,2007,03,08,07,1,3,1,1,1,01
002,287.46,2007008364,002,32,14,2007,03,09,06,1,2,1,1,4,01
195,92.93,2007008365,195,32,12,2007,03,03,02,1,1,1,2,1,01
027,86.96,2007008366,027,32,14,2007,03,05,12,1,3,1,1,1,01
005,106.87,2007008367,005,34,11,2007,04,04,04,1,4,6,1,1,02
305,2.09,2007008368,305,18,12,2007,03,06,16,1,2,2,1,6,01
516,4.79,2007008369,516,17,12,2007,03,03,05,1,1,1,2,4,02
097AR,16.6,2007008370,097,04,06,2007,03,07,06,1,1,1,1,1,01
526LX00143,0.15,2007008371,526,31,12,2007,03,02,06,7,1,1,1,4,01
529,1.2,2007008372,529,31,14,2007,03,02,71,6,1,1,2,1,02
529,1.2,2007008373,529,31,14,2007,03,08,07,1,1,1,2,1,03
007,39.55,2007008376,007,27,14,2007,03,04,62,7,4,1,1,6,01
405,27.63,2007008377,405,31,11,2007,03,01,33,1,4,2,3,1,01
524,6.72,2007008378,524,31,16,2007,03,01,02,7,1,1,1,1,01
223,1.76,2007008379,223,39,07,2007,03,04,50,6,4,1,1,1,01
221,8.38,2007008380,221,03,06,2007,04,02,12,6,5,1,1,2,01
082R105239,0.25,2007008381,082,39,01,2007,02,28,33,1,4,2,1,4,01
082,83.31,2007008382,082,03,01,2007,03,07,34,1,4,2,1,1,01
241,18.49,2007008383,241,39,07,2007,03,02,62,1,4,6,1,6,04
090,60.98,2007008384,090,19,01,2007,02,28,33,1,4,5,3,1,04
090,91.91,2007008385,090,19,01,2007,03,03,32,1,4,1,1,6,01
002,7.64,2007008386,002,31,12,2007,03,07,17,1,4,1,1,3,02
009,17.05,2007008387,009,31,12,2007,03,04,06,1,1,2,1,1,02
009,20.55,2007008388,009,31,12,2007,03,08,03,1,1,1,2,4,03
526P100172,0.23,2007008389,526,31,12,2007,03,08,33,7,4,6,2,1,03
005LX15801,0,2007008390,005,17,11,2007,03,08,13,6,4,2,2,3,03
005,161.26,2007008391,005,17,11,2007,03,04,05,1,4,5,1,1,01
520S100729,0.16,2007008392,520,17,12,2007,03,08,06,7,2,6,2,1,03
405,6.27,2007008393,405,17,11,2007,03,01,06,1,4,1,1,1,02
530,25.41,2007008394,530,31,06,2007,02,28,34,1,4,1,3,6,04
530,30.31,2007008395,530,31,06,2007,02,28,34,1,4,5,3,1,04
018,4.43,2007008396,018,17,12,2007,03,06,06,1,4,5,1,1,01
167,24.74,2007008398,167,17,12,2007,03,07,06,1,4,1,1,1,02
005R113249,0.17,2007008399,005,27,11,2007,03,02,33,1,4,6,2,4,03
171,2.03,2007008400,171,13,14,2007,03,02,04,1,1,1,1,1,01
005,69.26,2007008401,005,21,01,2007,02,28,33,6,4,1,3,6,04
005LX07908,0,2007008402,005,21,11,2007,03,02,06,1,1,1,2,1,02
006,43.71,2007008403,006,21,06,2007,02,28,34,1,4,5,3,6,04
508,9.65,2007008404,508,21,07,2007,03,07,04,6,1,2,1,1,01
012,94.71,2007008405,012,21,02,2007,03,04,60,1,4,6,1,1,02
004,57.14,2007008406,004,08,14,2007,03,05,06,7,4,1,1,1,01
004,47.13,2007008407,004,08,02,2007,03,03,33,1,4,1,1,6,01
411,9.15,2007008408,411,08,06,2007,03,03,06,7,4,2,1,1,02
005,31.4,2007008409,005,08,01,2007,03,08,50,6,4,1,2,6,02
411,12.01,2007008410,411,08,06,2007,03,08,02,1,1,1,2,4,03
005,36.15,2007008411,005,08,11,2007,04,04,06,1,4,1,1,6,01
504,4.92,2007008412,504,08,06,2007,02,28,34,6,4,5,2,6,02
005,40.52,2007008413,005,08,11,2007,03,01,04,5,4,2,3,6,04
004,53.24,2007008414,004,08,02,2007,03,03,33,1,4,1,2,1,02
097,27.76,2007008415,097,20,02,2007,03,02,33,1,4,6,3,6,04
002,282.85,2007008416,002,32,14,2007,03,05,34,1,1,1,1,1,01
290,0.67,2007008417,290,32,14,2007,03,03,06,1,1,1,2,1,03
090LX28016,0.08,2007008418,090,32,11,2007,03,04,03,1,1,1,1,1,01
082,36.61,2007008419,082,39,11,2007,03,06,33,6,4,6,1,6,01
005R118672,0.35,2007008420,005,31,11,2007,03,06,06,7,1,6,1,1,01
527,4.27,2007008421,527,31,14,2007,03,08,74,6,3,1,2,1,02
005,193.56,2007008422,005,31,11,2007,03,02,16,1,4,1,2,1,03
002,63.71,2007008423,002,17,02,2007,03,04,04,7,4,2,2,6,01
092,0.88,2007008424,092,31,16,2007,03,06,60,1,5,2,1,6,01
002P100209,0.5,2007008425,002,31,12,2007,03,03,04,1,4,6,2,4,03
009,4.27,2007008426,009,31,14,2007,03,06,99,6,4,1,1,1,01
002,25.58,2007008427,002,31,02,2007,04,02,06,1,4,2,1,1,01
005,199.66,2007008428,005,31,11,2007,03,08,33,1,4,1,2,1,03
005P120025,0.53,2007008429,005,31,11,2007,03,09,06,1,1,2,1,1,02
009,78.02,2007008430,009,37,07,2007,02,28,34,7,4,8,1,6,02
005,254.06,2007008431,005,37,11,2007,03,03,33,1,4,4,7,6,03
005Q125334,0.12,2007008432,005,37,11,2007,03,06,06,6,1,4,1,1,01
005,252.64,2007008433,005,37,11,2007,03,01,04,1,4,1,1,1,01
005,254.13,2007008434,005,37,11,2007,03,06,16,1,4,1,1,6,01
005,246.7,2007008435,005,37,01,2007,03,05,33,1,5,5,1,6,02
005,251.16,2007008436,005,37,11,2007,03,01,33,1,4,1,3,6,04
548,11.49,2007008437,548,37,07,2007,02,28,61,0,4,1,3,6,04
005,258.2,2007008438,005,37,11,2007,03,01,33,1,5,1,3,1,04
547,1.54,2007008439,547,37,07,2007,03,04,34,1,4,5,1,1,01
542,0.93,2007008440,542,37,16,2007,03,02,13,5,1,1,2,4,03
544,2.9,2007008441,544,37,07,2007,03,06,16,6,4,1,1,6,01
011,2.14,2007008442,011,29,07,2007,03,01,13,1,4,2,3,4,04
005S526322,0.27,2007008443,005,37,11,2007,03,05,06,1,1,6,1,4,02
539,0.48,2007008444,539,37,14,2007,03,03,06,6,1,1,1,1,01
002,278.88,2007008445,002,32,14,2007,03,08,12,7,1,1,1,1,01
002,281,2007008447,002,32,14,2007,03,02,05,5,5,6,1,1,02
099,6.29,2007008448,099,17,14,2007,03,04,06,1,1,1,1,1,01
082P103441,0.35,2007008450,082,39,11,2007,03,05,33,6,1,1,1,4,01
500,6.69,2007008451,500,06,12,2007,03,03,06,7,1,2,1,4,01
205,2.51,2007008452,205,06,11,2007,03,06,06,7,4,1,1,2,01
500,6.77,2007008453,500,06,12,2007,03,06,06,1,4,2,1,1,01
018,15.72,2007008454,018,17,12,2007,03,01,33,1,4,1,3,1,06
500,2.5,2007008455,500,06,12,2007,03,02,06,1,2,1,2,4,03
014,14.91,2007008456,014,06,12,2007,03,03,06,6,5,1,2,4,03
500,9.63,2007008457,500,06,12,2007,03,01,02,1,1,1,2,1,03
500,2.49,2007008458,500,06,12,2007,03,02,06,1,4,1,2,3,03
014Q100902,0.48,2007008459,014,06,12,2007,03,03,33,6,4,2,2,4,03
500,2.45,2007008460,500,06,12,2007,03,02,06,1,4,1,2,4,03
500,11.02,2007008461,500,06,16,2007,03,02,06,1,7,5,2,4,03
014S100392,0,2007008462,014,06,12,2007,03,04,33,1,1,6,1,1,02
500,6.47,2007008463,500,06,12,2007,03,08,13,1,1,1,2,1,03
005,0.86,2007008464,005,06,11,2007,03,02,06,1,4,6,2,2,03
500,6.82,2007008465,500,06,12,2007,03,07,02,1,3,2,1,1,01
169,13.14,2007008467,169,17,14,2007,03,01,34,1,5,1,2,4,01
395,23.68,2007008468,395,03,14,2007,03,08,16,7,1,1,1,4,02
