rd_inv,milepost,caseno,rte_nbr,county,func_cls,accyr,month,daymth,acctype,severity,loc_type,rd_char1,rdsurf,light,weather
305,12.27,2007000126,305,18,14,2007,01,24,35,1,8,1,1,1,01
002,120.64,2007000127,002,09,12,2007,01,01,34,1,4,2,4,6,03
002,112.98,2007000128,002,04,02,2007,01,01,34,1,4,2,4,6,03
002,304.15,2007000129,002,32,02,2007,01,01,60,6,4,2,3,1,04
167,1.19,2007000130,167,27,14,2007,01,15,02,7,4,1,4,1,01
706,8.25,2007000131,706,27,06,2007,01,17,02,7,3,1,2,1,01
002,107.08,2007000132,002,04,02,2007,01,01,33,1,4,6,4,6,03
011,19.93,2007000133,011,37,14,2007,01,22,33,1,1,1,1,1,01
005,139.42,2007000134,005,27,11,2007,01,24,04,7,4,2,1,1,01
181,0.61,2007000135,181,17,14,2007,01,24,05,1,1,1,1,5,02
167,9.26,2007000136,167,27,12,2007,01,25,04,1,4,1,1,1,01
005,144.24,2007000137,005,17,11,2007,01,26,05,6,4,2,1,1,01
005R113249,0.18,2007000138,005,27,11,2007,01,01,33,6,4,6,2,4,03
005R213000,0.26,2007000139,005,27,11,2007,01,01,33,7,4,2,2,4,03
005P113135,0.92,2007000140,005,27,11,2007,01,01,60,1,4,6,2,4,02
007,46.86,2007000141,007,27,14,2007,01,01,71,5,4,2,2,4,03
012,349.72,2007000143,012,36,02,2007,01,01,33,5,4,1,2,6,01
012,172.24,2007000144,012,39,02,2007,01,01,34,1,4,1,4,6,03
018,6.84,2007000145,018,17,12,2007,01,01,33,1,4,1,1,4,02
026,0.3,2007000146,026,13,02,2007,01,01,34,1,4,2,1,6,02
026,0.17,2007000147,026,13,02,2007,01,01,33,1,4,1,1,5,02
028,6.98,2007000148,028,09,12,2007,01,01,12,7,1,1,4,4,06
028,4.45,2007000149,028,09,12,2007,01,01,06,1,1,1,3,1,02
082,78.37,2007000150,082,03,01,2007,01,01,13,7,4,2,4,1,03
082,74.26,2007000151,082,39,01,2007,01,01,50,1,4,1,4,1,06
082,72.37,2007000152,082,39,01,2007,01,01,33,7,4,6,4,1,03
090,40.88,2007000153,090,17,01,2007,01,01,33,7,5,6,3,1,04
522LX02315,0.07,2007000154,522,31,12,2007,01,03,06,1,4,2,2,1,03
018,28.32,2007000155,018,17,02,2007,01,01,33,1,1,1,2,4,03
090,75.59,2007000156,090,19,01,2007,01,01,50,1,4,1,4,6,06
090,80.09,2007000157,090,19,01,2007,01,01,50,1,4,1,4,1,06
090,275.9,2007000158,090,32,11,2007,01,01,33,1,4,2,2,4,02
090,276.12,2007000159,090,32,11,2007,01,01,33,1,4,2,2,4,02
090,274.72,2007000160,090,32,11,2007,01,01,33,7,4,2,4,4,04
090,3.56,2007000161,090,17,11,2007,01,01,06,7,4,1,1,4,01
090,67.23,2007000162,090,19,01,2007,01,01,05,1,4,5,3,1,03
090,177.59,2007000163,090,13,11,2007,01,01,33,1,1,5,1,4,01
097,153.84,2007000164,097,04,02,2007,01,01,33,7,4,2,4,3,03
101,357.16,2007000165,101,34,02,2007,01,03,60,1,4,2,2,1,02
510,1.69,2007000166,510,34,16,2007,01,02,17,1,A,5,2,4,03
281,7.56,2007000167,281,13,02,2007,01,04,06,1,1,1,1,1,01
005FD12892,1.08,2007000168,005,27,11,2007,01,28,33,1,4,1,1,1,01
512,4.01,2007000170,512,27,12,2007,01,03,04,1,4,1,2,3,03
512,1.21,2007000171,512,27,12,2007,01,04,06,1,4,1,2,1,01
007,48.38,2007000172,007,27,14,2007,01,04,03,1,1,1,1,1,01
099,20.52,2007000173,099,17,12,2007,01,02,05,1,4,1,2,4,03
167,27.3,2007000174,167,17,12,2007,01,02,06,1,4,1,2,1,03
405,0,2007000175,405,17,11,2007,01,02,16,1,4,1,2,1,03
005,152.31,2007000176,005,17,11,2007,01,03,06,7,4,1,2,4,03
507,34.22,2007000177,507,27,06,2007,01,15,06,7,7,2,1,1,01
524,5.19,2007000178,524,31,14,2007,01,02,16,1,5,2,2,4,02
101,365.45,2007000179,101,34,12,2007,01,03,06,7,4,6,2,1,03
900,10.74,2007000181,900,17,14,2007,01,03,13,1,1,1,2,1,01
005LX12959,0,2007000182,005,27,11,2007,01,02,16,1,1,2,2,4,02
005FD12892,1.08,2007000183,005,27,11,2007,01,03,04,1,4,1,2,1,03
167,0.35,2007000184,167,27,14,2007,01,02,13,7,3,1,2,1,03
202,2.82,2007000185,202,17,16,2007,01,02,34,1,4,1,2,1,03
405,25.02,2007000186,405,31,11,2007,01,03,06,7,4,2,2,1,02
099,7.04,2007000188,099,17,14,2007,01,03,06,1,1,1,1,1,01
900,16.1,2007000189,900,17,14,2007,01,03,06,7,1,2,2,4,03
090P101506,0.41,2007000190,090,17,11,2007,01,02,05,1,1,2,2,1,03
020,10.48,2007000191,020,16,14,2007,01,03,06,1,1,1,2,1,03
005LX12268,0,2007000192,005,27,11,2007,01,02,02,1,1,1,2,1,03
090LX00711,0.07,2007000193,090,17,11,2007,01,02,02,7,1,1,2,1,03
202,7.21,2007000194,202,17,14,2007,01,01,05,1,7,1,2,1,03
166,2.71,2007000195,166,18,14,2007,01,16,04,1,3,5,2,1,01
527,6.62,2007000196,527,31,14,2007,01,02,12,7,1,1,1,4,01
524,5.19,2007000197,524,31,14,2007,01,02,05,1,5,2,2,4,02
270COPULLMN,0.23,2007000198,270,38,14,2007,01,03,06,1,1,1,2,1,03
411,0.84,2007000199,411,08,16,2007,01,02,05,7,1,1,2,1,03
908,2.05,2007000200,908,17,14,2007,01,03,06,1,1,2,1,4,01
020,33.66,2007000201,020,15,14,2007,01,02,07,6,1,6,2,1,03
101R126488,0.32,2007000202,101,05,02,2007,01,03,16,1,1,2,1,4,02
164,1.76,2007000203,164,17,16,2007,01,02,16,1,1,1,2,4,02
164,1.76,2007000204,164,17,16,2007,01,02,16,1,1,3,2,4,02
009,29.46,2007000205,009,31,12,2007,01,04,13,1,1,1,1,1,01
009,26.05,2007000206,009,31,12,2007,01,02,07,6,1,1,2,1,03
020,59.44,2007000207,020,29,14,2007,01,01,03,1,3,1,2,1,03
020,59.05,2007000208,020,29,14,2007,01,02,05,1,5,1,2,1,03
020,59.54,2007000209,020,29,14,2007,01,03,07,1,4,1,2,1,02
522,9.2,2007000210,522,17,14,2007,01,02,07,7,3,1,2,4,02
101COABERDN,3.71,2007000211,101,14,14,2007,01,02,13,1,1,2,2,1,03
101,83.51,2007000212,101,14,14,2007,01,03,06,1,4,1,2,1,02
502,7.31,2007000213,502,06,14,2007,01,02,05,7,4,1,1,1,02
129,41.28,2007000214,129,02,16,2007,01,03,07,1,1,1,1,1,03
516,0.74,2007000215,516,17,14,2007,01,01,03,6,1,2,2,4,03
410,4.82,2007000216,410,27,16,2007,01,02,06,1,4,2,2,1,03
410,6.64,2007000217,410,27,16,2007,01,02,02,1,4,1,2,4,03
410,6.76,2007000218,410,27,16,2007,01,01,06,1,1,1,2,3,03
028,51.48,2007000219,028,13,14,2007,01,02,13,1,1,1,1,1,02
016LX01201,0.01,2007000220,016,27,12,2007,01,02,06,1,1,1,2,6,03
285,3.77,2007000221,285,04,14,2007,01,03,06,1,4,1,3,1,01
285,0.39,2007000222,285,04,12,2007,01,03,06,1,4,1,2,1,01
285COWENTCH,0.13,2007000223,285,04,14,2007,01,01,05,1,3,1,3,1,02
285COWENTCH,0.1,2007000224,285,04,14,2007,01,04,02,1,1,1,1,1,01
501COVANCVR,0.23,2007000225,501,06,14,2007,01,01,02,1,1,1,2,1,02
020,179.85,2007000226,020,24,06,2007,01,04,12,1,3,1,4,1,01
026,117,2007000227,026,38,02,2007,01,04,17,7,5,6,3,1,04
005,192.47,2007000228,005,31,11,2007,01,04,06,1,4,1,2,4,01
522,7.17,2007000229,522,17,14,2007,01,03,06,1,4,1,1,3,02
515,3.59,2007000230,515,17,16,2007,01,01,34,1,1,1,1,4,01
099,15.82,2007000231,099,17,14,2007,01,03,13,1,1,1,1,4,01
395,240.76,2007000232,395,33,02,2007,01,02,03,1,3,,4,1,06
395,198.9,2007000233,395,33,02,2007,01,08,01,6,4,2,4,6,01
395,247.72,2007000234,395,10,02,2007,01,01,34,7,4,6,3,1,04
090,36.86,2007000235,090,17,01,2007,01,30,34,7,4,2,1,6,01
405,18.09,2007000236,405,17,11,2007,01,02,06,7,4,1,1,4,01
167,6.12,2007000237,167,27,14,2007,01,02,02,7,3,1,2,4,03
161,25.74,2007000238,161,27,14,2007,01,02,06,1,1,1,2,1,03
161,25.48,2007000239,161,27,14,2007,01,04,07,1,1,1,1,1,01
516,6.6,2007000240,516,17,14,2007,01,01,13,1,4,6,1,4,01
082,73.97,2007000241,082,39,11,2007,01,01,06,7,4,1,4,3,06
012,161.17,2007000242,012,39,02,2007,01,03,33,1,4,5,3,2,03
005,66.42,2007000243,005,21,01,2007,01,10,98,1,4,1,4,5,01
005,104.64,2007000244,005,34,11,2007,01,02,33,7,4,6,2,1,03
005,108.36,2007000245,005,34,11,2007,01,03,05,1,4,1,1,1,01
007,48.06,2007000246,007,27,14,2007,01,03,07,1,4,1,2,2,03
512,10.82,2007000247,512,27,12,2007,01,04,06,1,4,1,1,1,02
505,0.91,2007000248,505,21,07,2007,01,04,50,1,4,6,4,6,02
395,217.49,2007000249,395,33,02,2007,01,03,04,5,4,6,1,1,02
002,256.27,2007000250,002,22,02,2007,01,18,06,1,1,1,3,1,04
090,280,2007000251,090,32,11,2007,01,03,06,1,4,1,1,4,02
090,279.37,2007000252,090,32,11,2007,01,02,06,7,4,1,2,4,03
002,322.18,2007000254,002,26,02,2007,01,03,50,1,4,1,4,6,02
090,274.5,2007000255,090,32,11,2007,01,04,33,0,4,1,4,4,02
012,202.03,2007000256,012,39,12,2007,01,04,33,1,1,1,3,1,02
097,70.93,2007000257,097,39,06,2007,01,01,33,1,5,1,1,6,01
310,0.8,2007000258,310,18,14,2007,01,02,50,7,6,1,2,1,01
304,2.51,2007000259,304,18,14,2007,01,03,04,6,4,2,1,4,01
129,36.08,2007000260,129,02,16,2007,01,03,02,1,3,6,2,6,01
900,3.87,2007000262,900,17,14,2007,01,03,12,7,6,2,2,1,02
020,10.74,2007000263,020,16,14,2007,01,02,06,1,1,1,2,1,03
307,5.13,2007000264,307,18,02,2007,01,02,33,1,4,1,2,6,03
003,34.23,2007000265,003,18,14,2007,01,03,07,1,1,1,2,4,03
003LX03731,0.14,2007000266,003,18,12,2007,01,02,13,1,1,1,2,1,03
101,332.66,2007000267,101,23,02,2007,01,02,34,7,4,1,2,6,03
101,250.81,2007000268,101,05,14,2007,01,03,06,1,2,2,2,1,02
101,306.38,2007000269,101,16,02,2007,01,02,32,1,4,1,2,4,03
101,258.08,2007000270,101,05,02,2007,01,03,33,7,4,1,2,6,02
112,38.23,2007000271,112,05,07,2007,01,04,60,1,4,1,2,1,01
101,243.28,2007000272,101,05,02,2007,01,24,33,6,4,1,1,1,01
401,4.5,2007000273,401,25,02,2007,01,04,05,6,4,2,3,6,01
008,5.51,2007000274,008,14,02,2007,01,04,50,6,4,1,2,3,01
108,2.9,2007000275,108,14,06,2007,01,04,34,5,4,1,4,6,01
108,2.41,2007000276,108,14,06,2007,01,04,60,1,4,1,4,6,02
097,154.28,2007000277,097,04,02,2007,01,02,34,7,4,6,2,6,03
028,7.3,2007000278,028,09,12,2007,01,04,04,0,4,2,1,3,01
090,54.14,2007000279,090,19,01,2007,01,04,12,1,4,1,3,1,04
173,4.43,2007000280,173,09,07,2007,01,03,06,1,1,6,2,1,02
005,55.57,2007000281,005,08,01,2007,01,02,33,1,4,2,2,1,03
005,31.09,2007000282,005,08,01,2007,01,03,33,1,4,1,2,6,03
005,24.41,2007000283,005,08,01,2007,01,04,32,1,4,1,2,6,01
432,1.85,2007000284,432,08,14,2007,01,04,50,1,4,1,4,6,01
005,44.31,2007000285,005,08,01,2007,01,02,60,1,4,1,2,6,03
005,24.26,2007000286,005,08,01,2007,01,02,34,1,4,1,2,6,03
005,229.5,2007000287,005,29,11,2007,01,03,33,1,4,1,2,1,02
009,52.11,2007000288,009,29,07,2007,01,03,04,1,4,5,1,1,02
240S503889,0.08,2007000289,240,03,12,2007,01,03,33,1,4,6,1,1,02
395,58.86,2007000290,395,11,02,2007,01,01,34,1,4,1,4,6,02
395,58.86,2007000291,395,11,02,2007,01,01,50,1,4,1,4,6,02
395,59.06,2007000292,395,11,02,2007,01,01,06,1,4,1,4,6,02
012,412.19,2007000293,012,12,02,2007,01,03,27,1,4,2,2,6,03
090,82.19,2007000294,090,19,01,2007,01,03,50,6,4,1,3,1,03
090,59.45,2007000295,090,19,01,2007,01,04,16,6,4,5,3,1,04
090,70.39,2007000296,090,19,01,2007,01,04,50,1,4,1,3,1,04
090,77.63,2007000297,090,19,01,2007,01,04,15,6,4,6,3,3,04
002,108.28,2007000298,002,04,02,2007,01,02,34,1,4,1,7,6,03
090,96.48,2007000299,090,19,01,2007,01,04,33,6,4,1,3,3,04
090,76.39,2007000300,090,19,01,2007,01,04,16,1,4,6,3,6,02
090,87.51,2007000301,090,19,01,2007,01,02,06,1,4,1,4,4,06
002,15,2007000302,002,31,14,2007,01,02,06,1,1,2,2,4,02
522P102293,0.29,2007000303,522,31,12,2007,01,22,04,1,1,6,1,1,02
097,281.66,2007000304,097,24,02,2007,01,02,02,1,4,1,4,6,06
097,281.66,2007000305,097,24,02,2007,01,02,06,1,4,1,4,6,06
097,149.45,2007000306,097,04,02,2007,01,01,34,1,4,6,3,6,03
097,231.49,2007000307,097,04,02,2007,01,01,50,6,4,2,3,6,04
005,172.26,2007000308,005,17,11,2007,01,02,33,0,4,1,2,4,03
005,164.61,2007000309,005,17,11,2007,01,02,06,1,4,1,2,1,03
090,1.68,2007000310,090,17,11,2007,01,03,06,1,4,1,2,1,03
005,164.01,2007000311,005,17,11,2007,01,03,06,7,4,1,1,1,02
005,166.23,2007000312,005,17,11,2007,01,04,06,1,4,1,2,1,02
009,14.03,2007000313,009,31,12,2007,01,09,03,7,1,2,1,1,01
509,2.34,2007000314,509,27,12,2007,01,03,99,1,4,1,2,1,03
018,13.46,2007000315,018,17,12,2007,01,04,33,7,1,1,4,6,02
012,141.86,2007000316,012,21,02,2007,01,03,34,0,4,6,3,1,04
005,193.38,2007000317,005,31,11,2007,01,18,14,7,4,5,2,1,02
005,194.61,2007000318,005,31,11,2007,01,02,06,7,4,1,2,4,02
092,0.56,2007000319,092,31,16,2007,01,26,02,7,1,2,2,1,02
005,104.72,2007000320,005,34,11,2007,01,02,33,1,5,6,2,1,03
395,68.87,2007000321,395,01,02,2007,01,01,50,1,4,2,4,6,02
395,221.29,2007000322,395,33,02,2007,01,03,06,7,3,1,2,1,02
002,283.88,2007000323,002,32,14,2007,01,02,07,6,3,1,2,1,02
090,279.79,2007000324,090,32,11,2007,01,04,12,1,4,1,2,1,02
522,0.86,2007000325,522,17,14,2007,01,01,71,6,4,1,1,4,01
522,1.93,2007000326,522,17,14,2007,01,03,03,1,4,1,1,1,01
099,22.89,2007000327,099,17,12,2007,01,03,16,7,4,1,2,6,02
099COVIADCT,0.37,2007000328,099,17,12,2007,01,01,04,1,4,1,1,4,01
513,1.68,2007000329,513,17,14,2007,01,03,12,1,1,2,2,1,03
512LX00837,0.2,2007000330,512,27,12,2007,01,02,13,1,1,2,2,1,02
161,25.74,2007000331,161,27,14,2007,01,02,06,7,1,1,2,4,03
305,12.8,2007000332,305,18,12,2007,01,03,06,7,1,1,1,1,01
305,11.56,2007000333,305,18,14,2007,01,04,06,1,2,1,2,1,01
028,31.87,2007000334,028,13,02,2007,01,26,02,1,1,1,2,1,02
002,67.99,2007000335,002,04,02,2007,01,02,34,1,4,6,2,1,03
002,74.81,2007000336,002,04,02,2007,01,02,34,1,4,6,2,1,03
002,109.13,2007000337,002,04,02,2007,01,04,33,1,4,5,2,6,01
097,150.15,2007000338,097,04,02,2007,01,04,34,7,4,6,2,,01
097,254.88,2007000339,097,24,02,2007,01,01,50,5,4,1,4,2,02
097,162,2007000340,097,04,02,2007,01,02,06,1,4,1,2,6,03
002,86.88,2007000341,002,04,02,2007,01,03,34,1,4,6,4,6,01
097AR,26.76,2007000342,097,04,06,2007,01,03,32,1,4,2,4,6,01
005,155.21,2007000343,005,17,11,2007,01,02,02,1,4,2,2,4,02
167,27.1,2007000344,167,17,12,2007,01,03,06,1,4,1,1,6,01
005,149.83,2007000345,005,17,11,2007,01,04,33,7,4,1,1,4,01
167,27.6,2007000346,167,17,12,2007,01,03,04,1,4,1,2,1,03
005,143.39,2007000348,005,17,11,2007,01,02,60,1,5,1,2,1,03
900,9.61,2007000349,900,17,14,2007,01,02,34,1,1,2,2,6,03
520,7.06,2007000350,520,17,12,2007,01,01,06,1,4,6,2,4,03
090,34.74,2007000351,090,17,01,2007,01,16,05,1,4,6,4,1,04
405S101329,0.13,2007000352,405,17,11,2007,01,02,06,1,2,2,2,1,02
405,22.41,2007000353,405,17,11,2007,01,02,16,1,4,1,2,6,02
090,8.54,2007000354,090,17,11,2007,01,04,05,1,4,2,2,4,02
405,20.2,2007000355,405,17,11,2007,01,04,06,1,4,5,1,4,02
520,11.28,2007000356,520,17,12,2007,01,26,04,7,4,6,1,4,02
090,42.91,2007000357,090,17,01,2007,01,01,13,1,4,1,3,1,04
090,16.27,2007000358,090,17,11,2007,01,11,33,1,4,6,3,1,01
405R501594,0.44,2007000359,405,17,11,2007,01,02,33,1,4,6,2,1,03
018,27.2,2007000360,018,17,02,2007,01,03,05,7,4,2,2,1,03
405,26.58,2007000361,405,31,11,2007,01,02,05,1,1,1,2,4,03
005,131.15,2007000362,005,27,11,2007,01,02,05,7,4,1,2,1,03
005Q113414,0.16,2007000363,005,27,11,2007,01,03,50,7,4,6,2,1,02
005P113316,0.49,2007000364,005,27,11,2007,01,03,34,7,4,6,2,1,03
515,1,2007000365,515,17,16,2007,01,03,03,1,1,1,1,4,01
516,0,2007000366,516,17,16,2007,01,01,02,1,1,1,1,4,02
005R110610,0.6,2007000367,005,34,11,2007,01,02,06,1,5,1,1,4,01
405,3.5,2007000368,405,17,11,2007,01,02,05,1,4,1,2,1,03
167,16.81,2007000369,167,17,12,2007,01,03,15,1,4,1,2,1,03
090,15.32,2007000370,090,17,11,2007,01,02,33,7,4,5,1,1,03
005,162.98,2007000371,005,17,11,2007,01,03,06,7,4,2,2,2,03
405,19.76,2007000372,405,17,11,2007,01,02,33,1,4,5,2,5,03
